! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,9.0045,41.5541,8.004,10.005,35.0175,20.9438,15.2076,17.4087,4.4689,43.2216
6.0,39.6198,4.1354,29.8149,30.1484,19.8099,16.2081,14.9408,64.2988,15.4744,16.7417
9.0,19.2763,1.2673,8.671,22.2111,33.7502,52.2928,9.1379,20.2101,6.7367,33.5501
12.0,4.5356,66.033,13.5401,50.9588,38.7527,53.5601,17.4087,0.2001,39.6198,36.0847
15.0,2.8014,70.7687,17.342,115.2576,37.352,70.6353,5.4694,8.0707,2.1344,9.2046
18.0,1.1339,37.4187,12.4062,71.1022,25.8796,62.698,7.5371,16.3415,41.6875,7.1369
21.0,31.6825,42.4212,6.67,37.352,32.7497,47.6238,11.6725,22.7447,107.0535,2.0677
24.0,48.6243,37.1519,60.1634,25.346,22.5446,31.9493,17.0752,36.018,54.6273,0.5336
27.0,74.037,68.034,34.2838,11.0722,46.9568,26.6133,26.2131,15.0075,118.8594,5.0692
30.0,54.694,21.2106,23.345,5.4694,38.4192,2.5346,12.4062,0.7337,44.7557,42.8214
33.0,39.6865,13.8069,8.8711,0.8004,25.2126,2.668,33.35,1.6008,0.2668,48.4242
36.0,35.7512,24.3455,12.5396,0.8004,22.8781,3.4017,40.6203,4.2688,7.1369,33.1499
39.0,24.679,35.2176,40.0867,0.8671,41.2873,23.6785,34.5506,63.2316,0.9338,84.1087
42.0,31.9493,28.2141,5.8029,6.003,30.682,14.8074,47.1569,56.2948,1.8676,68.7677
45.0,53.0932,9.2713,51.6258,10.8721,28.681,61.6975,54.4272,41.9543,12.9398,61.1639
48.0,47.0235,19.7432,31.2823,43.8219,26.9468,25.0792,44.6223,34.8174,18.6093,57.0952
51.0,35.9513,32.4829,60.2968,62.3645,16.8084,3.2016,47.0902,19.5431,7.0702,17.342
54.0,33.1499,25.2793,32.4162,40.6203,23.4117,10.3385,72.7697,43.1549,27.6805,38.7527
57.0,22.3445,19.2096,65.366,1.5341,24.679,4.002,45.9563,64.2321,8.3375,32.6163
60.0,20.7437,17.1419,30.6153,23.0782,12.4062,16.8084,23.4117,37.6855,1.9343,17.342
63.0,10.4052,18.7427,31.349,52.0927,17.1419,54.027,16.0747,27.5471,100.717,0.5336
66.0,2.2678,14.0737,52.2928,10.6053,18.4759,48.4242,19.7432,23.5451,9.9383,2.0677
69.0,13.6068,13.5401,15.7412,0.6003,19.7432,8.9378,34.3505,24.8124,26.8134,2.0677
72.0,10.9388,5.9363,14.4739,34.017,27.4137,4.8691,15.8079,23.2783,7.337,7.1369
75.0,0,0,0,0,0,0,0,0,0,0
