! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,5.0602,3.765,7.1761,4.4352,2.372,6.7168,2.5979,10.3537,6.2951,3.1551
0.5,10.9938,4.8117,1.9352,2.7259,2.4472,6.3252,1.2575,3.7801,5.8056,2.9593
0.75,11.7242,1.0467,0.5572,4.2695,3.2003,8.9682,2.5226,1.7921,2.8765,4.6987
1.0,12.1459,7.7408,1.2424,4.4427,6.4306,1.2424,1.5211,2.9894,3.3734,2.9668
1.25,8.9306,10.8733,11.4456,4.4427,4.8644,0.2485,1.9503,5.1806,2.643,1.6792
1.5,9.3372,8.155,15.444,3.2454,4.1039,0.0,2.3945,3.3885,3.0722,1.3554
1.75,3.1626,4.39,0.9638,3.0722,3.6897,0.241,3.4487,3.7876,1.3705,2.1009
2.0,0.497,5.4367,4.8267,3.7575,3.2605,3.1701,3.5692,10.5571,1.2274,1.2575
2.25,0.4593,5.0225,3.4487,5.2936,1.3102,8.2604,13.3959,8.3658,1.4985,5.158
2.5,0.2033,2.5075,1.5135,8.539,2.9442,1.9201,3.4638,6.9728,2.4849,5.3764
2.75,0.1657,2.0933,0.5497,5.4668,3.9005,1.5888,3.3132,4.1867,3.9005,6.2273
3.0,0.128,1.8825,0.0,3.0722,4.6084,4.7439,1.7921,2.1912,3.3283,3.6069
3.25,0.1431,2.3042,0.4142,1.875,2.9593,1.9503,2.6882,1.7921,5.4367,7.2288
3.5,2.628,3.14,1.9277,4.6084,3.6596,13.9983,3.3659,1.3931,5.3237,12.0857
3.75,6.2198,3.3433,3.9984,3.4186,2.9442,3.4563,4.759,1.1973,11.4682,5.4442
4.0,1.634,3.5542,6.0692,4.2695,7.9743,5.512,5.143,1.1973,6.7393,3.9081
4.25,1.3253,2.3042,4.4126,3.7575,9.3673,0.7907,10.301,3.7876,6.1897,3.2228
4.5,0.5422,2.9292,9.3749,4.6084,5.2635,6.1671,7.8161,2.387,2.2665,2.8689
4.75,0,0,0,0,0,0,0,0,0,0
