! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,7.623,4.2812,26.257,8.5932,4.5738,5.1744,2.5256,4.2966,1.5246,3.8038
0.5,3.3264,7.9926,9.9022,10.8878,6.6682,5.5748,7.1456,2.1252,1.386,1.5092
0.75,3.8192,7.9926,11.5654,10.01,5.2822,10.8262,7.3612,1.0164,2.8182,8.624
1.0,5.7288,7.6846,16.3548,11.4114,2.6796,6.1446,5.0512,2.464,3.1416,8.624
1.25,2.8644,10.1486,3.4804,3.7114,6.468,7.9618,2.7412,2.6026,2.618,2.8028
1.5,10.2718,30.1224,6.9916,0.7392,4.1118,4.6354,1.4784,6.9608,3.6344,1.5246
1.75,5.4978,8.9166,7.238,2.5564,4.4506,6.8838,2.1098,5.0512,6.7452,0.5082
2.0,23.639,2.772,6.4526,6.9608,4.8818,5.2668,2.9414,4.3274,6.0368,2.8028
2.25,23.3926,0.616,6.9454,5.4054,10.8724,7.2072,2.9414,9.2246,5.2514,13.7214
2.5,17.1864,0.0,8.624,7.2072,7.392,4.0656,5.8982,6.0214,5.5132,4.0656
2.75,9.317,0.0,11.2112,4.8048,6.9454,8.1928,12.628,9.9484,8.1004,3.8192
3.0,2.387,0.924,6.7606,4.3428,4.5584,8.393,22.2992,13.86,7.546,3.311
3.25,5.2514,11.3806,4.0656,1.1396,5.005,7.777,12.4124,15.015,7.2072,6.8684
3.5,5.2514,7.0686,4.4506,4.7278,6.083,6.9762,5.467,8.7318,4.6508,7.3766
3.75,4.0656,16.2932,5.4208,5.4978,4.7894,8.0542,2.31,12.7358,9.2708,5.082
4.0,1.9096,8.3006,2.8952,5.5594,11.7348,6.853,4.2042,13.3826,9.548,10.6722
4.25,3.5882,0.924,1.4784,5.0358,14.9842,6.4988,7.777,8.7934,9.6866,9.1476
4.5,4.543,0.308,2.233,3.2032,13.0284,6.3294,14.3066,7.392,5.159,15.7542
4.75,4.2966,0.0,2.387,3.0338,11.5038,5.39,4.8356,1.6478,11.473,8.393
5.0,1.4322,0.616,2.9722,5.2822,6.9608,4.9588,5.2668,3.9424,19.7582,6.0984
5.25,1.4322,0.924,2.8798,11.9196,5.2206,3.5882,1.8942,2.9876,8.9012,12.1968
5.5,2.6334,5.8366,1.8018,12.1352,2.7566,6.4526,7.1456,2.9722,6.237,3.5574
5.75,2.387,11.6732,0.9548,8.1928,1.3398,7.3612,8.2082,2.6488,4.081,8.393
6.0,2.156,9.2246,0.6776,11.6424,1.7094,3.4342,5.0512,5.852,3.7114,5.3438
6.25,0,0,0,0,0,0,0,0,0,0
