! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,18.9504,4.6107,1.3254,2.2419,1.9881,7.0077,0.7332,8.6715,5.0337,9.1368
1.0,4.2159,5.8233,2.6226,8.6997,5.499,6.1053,4.3851,3.7929,2.9187,10.7442
1.5,9.5739,7.1205,3.4122,4.2018,6.5001,6.8244,4.6953,1.9035,1.2972,9.7713
2.0,15.6087,7.2051,9.1932,8.4459,8.0088,3.9198,2.5803,0.5358,2.4393,1.2972
2.5,6.0912,4.0749,13.395,2.4957,9.6726,3.3135,6.7821,2.4393,2.9187,0.3243
3.0,6.063,7.9665,8.9253,2.5803,9.0099,8.6292,6.5283,5.4285,3.4122,0.0
3.5,4.1172,19.9656,23.8995,4.7517,2.3406,7.2897,7.3602,7.05,2.115,0.3243
4.0,10.7583,12.126,29.1447,8.2062,3.666,8.1639,7.1628,6.5142,3.243,0.6486
4.5,9.588,11.3646,2.6226,8.5728,1.1703,8.6433,7.3602,2.7072,4.3851,0.9729
5.0,9.6867,12.1401,0.5217,9.0804,1.3395,7.05,6.204,2.4393,10.8852,0.0
5.5,0.9729,14.6499,0.0,4.7376,1.1703,5.2029,7.8819,1.9035,9.9123,0.9729
6.0,3.0738,7.0923,0.0,1.3536,3.0033,6.4296,6.345,1.9035,4.3851,0.0
6.5,5.1042,1.551,0.2679,1.7625,3.0033,7.0359,6.909,1.3536,3.8916,0.0
7.0,0.9024,0.0,0.0,3.2853,13.0143,4.9773,8.6433,3.525,4.8786,0.0
7.5,2.6931,0.9588,0.0,3.4545,8.3472,4.8363,4.9068,7.8678,6.0066,1.9599
8.0,2.7354,1.3677,0.0,8.3472,7.5153,7.0218,8.3049,1.6215,8.6151,2.9328
8.5,3.9198,3.8211,0.0,13.2681,11.0121,5.0478,7.4589,0.5358,9.7431,8.1357
9.0,3.1302,6.6834,1.3113,15.0024,2.5098,1.8753,6.8667,1.3536,8.6151,14.3256
9.5,4.2441,0.0,0.0,9.3201,2.8341,3.3981,5.3439,2.1714,5.358,14.3256
10.0,2.538,0.423,2.6226,1.3677,9.5175,3.8634,7.0077,9.7572,4.5543,12.7041
10.5,5.0478,0.2679,0.0,2.397,6.0066,6.768,5.4285,33.6285,8.9394,17.907
11.0,3.4404,5.6259,24.1533,0.5781,12.5208,8.9253,1.2549,21.15,16.5675,13.677
11.5,1.5369,2.0304,1.833,13.2681,6.5142,3.9339,7.4448,8.1357,5.2029,10.0956
12.0,7.0077,4.1313,15.7497,3.5814,4.8363,4.7376,3.4122,4.6107,5.6823,10.7442
12.5,0,0,0,0,0,0,0,0,0,0
