! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,4.6056,7.5346,7.6962,7.474,10.908,5.2924,8.4436,7.6558,7.8174,3.0098
0.1667,11.9382,5.7974,11.0696,13.3724,12.4836,8.6658,11.2312,6.565,15.6954,1.5958
0.25,3.1512,4.1006,12.6048,16.0792,9.3728,6.7468,10.1,9.8576,9.1506,1.8786
0.3333,7.7366,13.6552,12.6048,14.5642,10.9282,7.7164,10.1,10.9686,8.484,1.8382
0.4167,3.0502,12.9684,6.1408,9.2718,12.5038,9.6354,10.6656,7.2922,5.8782,8.0194
0.5,7.4538,16.7256,12.3018,5.6358,17.1902,15.4328,12.9078,4.1006,3.2724,8.383
0.5833,12.6452,11.9382,9.2314,5.0702,17.1902,11.5746,10.6656,2.8482,2.9694,6.8882
0.6667,1.6968,10.5848,16.9074,8.0194,14.0592,14.4632,8.9688,12.0594,0.909,5.454
0.75,4.3834,4.7672,6.767,13.534,15.6146,8.686,9.5344,8.7668,1.1918,8.2214
0.8333,18.1598,11.2514,9.5344,19.291,9.3728,5.7772,4.2016,13.1502,2.7876,23.9168
0.9167,13.4532,8.181,14.443,0.0,2.6058,5.7772,1.3938,13.1502,4.5652,3.0906
1.0,11.918,3.7572,13.534,0.7676,3.636,4.8278,5.05,7.676,11.7766,2.4442
1.0833,8.8274,3.4138,3.6966,3.6764,5.4742,3.8582,10.6656,9.8576,9.797,5.353
1.1667,4.7066,1.3736,9.2314,6.4034,8.585,3.8582,12.3422,5.4742,8.8274,16.867
1.25,3.737,4.7672,11.0696,6.8074,9.3728,3.8582,12.3422,4.0198,4.9086,8.181
1.3333,5.8984,2.727,7.373,3.03,9.3728,3.3734,9.5344,6.9488,13.736,6.2014
1.4167,2.02,7.171,6.767,9.8374,5.4742,3.3734,5.05,7.676,11.7766,6.7872
1.5,2.5856,8.181,4.6056,8.1608,4.6864,6.7468,2.2422,10.9686,5.8782,9.5142
1.5833,2.9896,15.0086,3.0704,15.251,4.4238,12.5442,5.6156,6.5852,7.8376,19.998
1.6667,16.9478,12.9684,2.4644,15.251,3.3936,12.5442,10.6656,8.7668,13.736,4.1612
1.75,21.0888,11.2514,7.373,7.4942,5.4742,12.5442,11.7766,10.9686,15.6954,15.8368
1.8333,15.1096,10.9282,3.3734,6.4236,4.6864,17.3518,6.7266,10.9686,13.736,17.17
1.9167,10.6454,8.181,4.6056,2.4644,2.727,11.5746,5.05,8.7668,11.7766,5.4136
2.0,7.2518,4.7672,5.5348,4.1208,2.4644,5.7772,6.7266,6.9084,9.797,11.7766
2.0833,0,0,0,0,0,0,0,0,0,0
