! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,13.6529,25.7254,18.9648,36.6565,7.1118,136.2217,4.39,18.6136,27.7448,27.1302
4.0,18.877,22.4768,7.9898,31.169,3.2486,14.7065,4.8729,36.5248,16.7259,15.5845
6.0,13.3456,79.9858,7.8142,34.0664,54.2604,10.9311,58.3431,12.1603,19.4916,0.0
8.0,33.7591,57.9041,4.9607,6.5411,6.8484,22.9597,35.5151,23.5743,26.6912,0.0
10.0,58.387,1.4487,15.7601,3.7754,2.0633,1.4487,3.7315,12.9505,17.6917,26.4278
12.0,56.9822,0.0,23.9255,2.634,3.951,0.0,13.4334,2.5901,41.6611,28.8423
14.0,27.3936,0.7024,20.8086,7.5069,46.7096,0.0,7.3313,42.7147,10.6677,12.1603
16.0,36.5248,0.0,12.6871,22.2573,26.4278,5.9265,12.4676,7.7703,1.5804,39.2905
18.0,8.9117,1.7999,23.4426,15.7601,19.1404,26.3839,15.3211,8.5605,5.1363,0.0439
20.0,10.8872,0.3512,26.9546,1.3609,24.8474,3.0291,7.6386,96.6239,16.8137,22.828
22.0,2.5023,0.3512,22.7841,0.2634,38.7198,0.3512,23.0914,25.1108,15.6723,12.5115
24.0,6.6289,0.7024,22.9597,0.5707,46.9291,0.0,21.8622,10.097,37.7101,3.2925
26.0,0.3951,0.3512,18.3941,0.7024,12.5993,134.4218,17.0332,9.8336,35.8663,17.2527
28.0,15.804,0.0,14.5309,3.7754,19.9745,23.0914,66.3768,1.7999,47.0608,0.0
30.0,10.0092,14.1358,10.9311,21.0281,24.3645,1.0975,10.1409,9.3068,21.95,0.0
32.0,11.6774,4.6973,2.195,15.9357,14.7943,0.0,7.1557,0.0,12.2481,0.0
34.0,24.2328,3.9949,0.9219,23.8816,10.975,0.0,0.0,19.1843,1.7121,0.0
36.0,31.4763,2.8974,3.073,28.0521,7.5069,0.0,0.0,13.7407,1.9316,0.0
38.0,7.2435,5.7948,2.0633,32.2665,11.5457,0.0,19.4916,16.3308,11.2823,0.0
40.0,22.7841,35.8224,11.2384,37.2711,18.3941,0.0,41.6172,10.8872,17.6478,0.0
42.0,11.1945,3.5998,35.2078,14.6187,12.8188,0.0,14.6187,17.3405,5.1363,71.557
44.0,7.4191,89.0292,26.9985,10.975,13.0822,8.6922,8.9117,1.0536,4.5656,115.896
46.0,5.1802,15.9357,66.5524,48.4656,7.3752,15.2333,19.0965,18.9209,9.6141,22.6085
48.0,3.7315,71.2936,37.8418,39.4661,5.3119,34.5054,26.5595,23.3109,32.3982,23.5743
50.0,0,0,0,0,0,0,0,0,0,0
