! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,18.844,9.212,0.728,6.748,4.508,12.726,13.244,1.092,7.056,0.462
4.0,12.95,4.914,8.666,8.302,14.868,12.446,29.4,10.654,9.072,0.476
6.0,0.574,2.66,25.032,8.442,12.74,6.258,13.3,6.93,2.968,16.156
8.0,3.43,6.762,9.912,7.546,9.618,15.078,12.278,4.62,6.174,3.094
10.0,1.148,10.164,1.232,9.408,13.146,22.694,5.628,4.746,3.64,0.952
12.0,1.148,7.098,0.742,7.616,15.68,12.348,1.792,13.538,13.174,3.808
14.0,1.526,10.332,0.252,6.398,11.074,15.456,9.408,15.554,31.024,22.344
16.0,6.482,11.788,2.73,6.748,6.496,17.346,6.412,11.55,15.092,24.248
18.0,13.146,18.858,12.642,3.654,2.212,0.252,10.906,4.83,9.632,20.916
20.0,0.0,9.87,2.968,11.284,1.904,0.07,2.114,13.776,3.388,3.57
22.0,0.196,5.306,0.994,8.596,7.994,0.168,1.442,10.178,6.524,2.618
24.0,23.044,6.58,5.208,10.178,8.792,0.0,1.148,10.164,5.516,7.364
26.0,13.328,22.092,40.642,19.894,8.498,5.418,12.054,9.184,15.414,6.174
28.0,18.284,11.97,21.56,20.02,13.538,2.842,12.068,11.368,5.796,1.428
30.0,25.9,2.394,6.692,5.166,8.932,16.898,8.806,11.816,5.53,26.39
32.0,0,0,0,0,0,0,0,0,0,0
