! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,17.8476,8.6028,18.2649,18.297,13.5141,27.606,34.4112,9.9189,14.0919,24.1392
4.0,34.7964,11.6844,13.5141,20.9292,15.9537,70.3953,1.8297,11.5881,20.0304,4.8792
6.0,29.1147,38.1669,3.3384,15.729,23.1762,15.2796,18.0081,14.7018,15.8253,7.5756
8.0,29.0184,27.285,8.2176,13.5783,19.0995,15.5685,35.5668,14.1561,13.7388,44.6832
10.0,13.0968,3.1137,20.544,8.7312,13.6746,44.8437,35.7273,16.7241,7.3509,26.1936
12.0,2.4075,6.9978,13.0326,29.1789,1.1877,4.9755,28.7937,33.9939,23.0157,11.4918
14.0,21.2823,0.3852,20.0625,52.5156,15.5043,9.7584,19.8378,40.7991,22.5663,16.2426
16.0,28.0554,3.4989,17.0772,23.2404,17.6229,34.6038,33.1914,22.9836,19.3242,6.8694
18.0,3.531,3.4989,17.1735,38.2311,5.9064,16.9167,14.6055,18.5538,11.5239,22.8231
20.0,19.8378,12.84,10.7535,8.8917,8.4744,3.1779,2.0865,20.3835,16.2105,9.2769
22.0,4.3656,25.7121,16.4031,12.2943,11.5881,0.0,10.0794,17.2698,12.9042,10.8819
24.0,3.9483,1.9581,7.4151,7.4151,17.976,0.0,18.8106,14.8944,10.9782,8.4744
26.0,14.4129,0.3852,19.4847,10.4325,17.1735,0.0,2.3754,11.2029,12.0375,34.4433
28.0,15.8253,41.6979,19.8699,8.1213,16.4994,3.2742,1.7013,10.6572,21.3786,37.7496
30.0,21.8601,31.1691,17.5908,8.0571,15.087,0.7062,11.235,30.3024,6.9336,25.9047
32.0,24.396,28.4406,34.026,17.1414,32.2605,16.692,15.9537,17.8155,32.9988,21.7317
34.0,24.4281,57.2664,48.1821,24.5565,65.9013,29.211,17.9439,5.136,23.4972,1.3482
36.0,12.7758,18.297,16.05,3.6594,10.4004,27.9912,18.8427,9.9189,36.594,6.2916
38.0,0,0,0,0,0,0,0,0,0,0
