! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,4.5562,3.39,6.4613,3.9934,2.1357,6.0478,2.3391,9.3225,5.6681,2.8408
0.5,9.8988,4.3324,1.7425,2.4544,2.2035,5.6952,1.1323,3.4036,5.2274,2.6645
0.75,10.5565,0.9424,0.5017,3.8443,2.8815,8.075,2.2713,1.6136,2.59,4.2307
1.0,10.9361,6.9698,1.1187,4.0002,5.7901,1.1187,1.3696,2.6917,3.0374,2.6713
1.25,8.0411,9.7903,10.3056,4.0002,4.3799,0.2237,1.756,4.6646,2.3798,1.5119
1.5,8.4072,7.3427,13.9058,2.9222,3.6951,0.0,2.156,3.051,2.7662,1.2204
1.75,2.8476,3.9527,0.8678,2.7662,3.3222,0.217,3.1052,3.4103,1.234,1.8916
2.0,0.4475,4.8952,4.346,3.3832,2.9357,2.8544,3.2137,9.5056,1.1051,1.1323
2.25,0.4136,4.5223,3.1052,4.7663,1.1797,7.4377,12.0616,7.5326,1.3492,4.6443
2.5,0.1831,2.2577,1.3628,7.6885,2.651,1.7289,3.1188,6.2783,2.2374,4.8409
2.75,0.1492,1.8848,0.4949,4.9223,3.512,1.4306,2.9832,3.7697,3.512,5.6071
3.0,0.1153,1.695,0.0,2.7662,4.1494,4.2714,1.6136,1.973,2.9968,3.2476
3.25,0.1288,2.0747,0.3729,1.6882,2.6645,1.756,2.4205,1.6136,4.8952,6.5088
3.5,2.3662,2.8273,1.7357,4.1494,3.2951,12.604,3.0307,1.2543,4.7935,10.8819
3.75,5.6003,3.0103,3.6002,3.0781,2.651,3.112,4.285,1.078,10.3259,4.9019
4.0,1.4713,3.2002,5.4647,3.8443,7.18,4.963,4.6307,1.078,6.0681,3.5188
4.25,1.1933,2.0747,3.9731,3.3832,8.4343,0.7119,9.275,3.4103,5.5732,2.9018
4.5,0.4882,2.6374,8.4411,4.1494,4.7392,5.5528,7.0376,2.1493,2.0408,2.5832
4.75,0,0,0,0,0,0,0,0,0,0
