! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,9.3708,15.2481,0.7809,9.9736,9.6722,7.4939,5.7266,11.0285,3.6031,8.5351
0.5,5.6992,13.5767,18.5909,5.2197,7.8775,3.2743,4.5073,23.427,1.9043,5.1101
0.75,8.2474,13.9877,22.4543,10.6586,7.5076,3.7538,5.8636,6.8911,6.5349,2.7948
1.0,12.2204,9.6037,30.3729,13.3849,7.2473,5.617,4.932,1.6577,9.8914,2.5482
1.25,6.6719,5.2197,12.5492,14.2891,5.0553,2.8085,5.4526,0.0,4.6032,4.3703
1.5,10.5353,5.6444,4.0963,18.1525,6.4801,10.0695,9.8503,0.0,9.1242,5.1238
1.75,4.9868,7.9323,3.836,19.0567,6.5897,5.3841,10.6312,0.274,11.6861,4.2607
2.0,3.3702,10.0284,5.2882,4.5347,7.1103,23.1804,10.6997,0.548,5.5622,1.644
2.25,3.9456,6.6856,5.9458,2.9455,7.4391,22.9475,11.4669,1.9317,1.4248,1.2878
2.5,4.2607,6.4801,5.0964,0.2329,7.3432,16.8647,11.3436,10.7545,4.1648,7.8775
2.75,4.7402,3.1373,3.151,0.9042,6.4527,9.1379,6.6856,18.4676,11.5765,8.22
3.0,5.48,2.9181,3.288,8.6173,8.7817,2.3427,11.7546,9.9188,3.6579,2.4249
3.25,5.2197,2.9181,2.9592,3.3976,7.8501,5.1512,11.1655,3.0277,3.973,13.9055
3.5,13.9055,3.7538,4.4662,5.6718,9.042,5.1512,5.9047,11.3025,8.9324,3.1099
3.75,10.2065,1.6714,3.7949,3.6305,7.4802,3.9867,5.7403,4.6854,12.6314,24.2079
4.0,14.8782,2.5071,3.288,2.7263,8.5214,1.8769,5.891,5.7951,11.1107,12.6725
4.25,6.6856,10.8641,3.6305,9.7544,8.083,3.5072,3.2332,16.5359,21.509,14.0699
4.5,6.576,14.8234,3.4113,3.8497,8.4666,4.4525,6.1513,10.7545,5.1101,14.8371
4.75,0,0,0,0,0,0,0,0,0,0
