! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,6.5408,11.3152,5.4912,6.8992,3.1104,23.6032,1.3568,15.8464,6.144,22.4384
4.0,7.5264,3.4176,11.776,6.2208,2.5088,10.1376,12.8256,2.3168,9.0368,4.1472
6.0,7.8336,23.4752,5.7344,2.3424,2.9312,0.8192,1.6512,0.4608,10.944,4.6336
8.0,12.288,14.0544,10.7264,12.0832,3.8528,5.056,5.6448,5.1584,8.2944,1.4592
10.0,10.944,22.2464,5.3376,12.4544,3.8528,2.24,2.1248,1.0112,6.1312,2.1888
12.0,11.6608,4.3648,18.752,1.6768,3.1104,4.928,4.0448,0.4224,0.7168,2.9312
14.0,14.2464,6.144,14.6688,9.2032,5.6704,4.8256,10.9568,1.7024,0.0,3.904
16.0,7.0656,6.6816,9.9584,1.5616,11.0592,3.7504,12.3008,4.224,0.0,10.24
18.0,1.024,4.9152,6.1056,19.0464,13.12,7.6544,11.5072,2.88,0.7168,4.8768
20.0,0.7552,1.9072,8.8192,5.888,16.5504,7.6288,1.0112,2.1888,2.4064,0.9728
22.0,1.8304,1.3696,3.6096,0.4608,21.5936,5.8752,8.2048,2.7008,7.7056,1.9456
24.0,1.3312,0.5504,7.6416,3.1488,13.888,23.4752,2.2784,6.08,11.5456,0.4864
26.0,4.1088,4.3648,2.112,0.2304,6.1056,3.52,2.8928,1.8816,8.6656,0.2432
28.0,6.528,5.7344,1.0496,1.9712,3.0464,2.4576,13.2864,10.9824,8.5376,20.9664
30.0,3.8784,1.4976,0.2688,6.5536,4.7616,0.0,9.2032,31.5264,4.5696,0.9728
32.0,11.2768,1.3696,0.6528,6.7712,5.0432,0.0,9.9584,6.3744,6.5024,20.48
34.0,13.376,5.4528,4.6464,20.9024,4.736,15.6928,2.5472,29.376,8.1792,4.8768
36.0,5.7856,9.1392,10.6496,10.5856,3.0592,6.336,16.2048,2.8672,27.904,20.2368
38.0,0,0,0,0,0,0,0,0,0,0
