! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,4.089,18.2172,13.254,13.7898,18.612,58.2894,0.0,25.4928,31.6686,16.3842
1.0,17.9634,22.8702,12.69,11.28,71.7126,56.3436,0.423,17.5122,9.447,8.4882
1.5,23.9418,39.0006,12.2388,22.6446,69.1182,10.4904,15.9894,27.9744,20.2194,12.9156
2.0,20.163,37.647,16.6662,19.4862,2.5098,16.2432,15.1716,25.8876,40.7772,6.1758
2.5,32.148,7.2474,13.113,15.9048,0.4794,7.8678,29.1024,10.293,18.8658,1.9176
3.0,39.7056,4.512,16.497,17.202,0.2256,2.3124,77.4654,11.0262,11.4492,25.8312
3.5,17.9634,3.948,18.6402,16.8918,0.0,0.5922,31.5558,18.1044,3.6942,23.5188
4.0,9.1368,1.3536,17.0046,22.3062,0.0,0.5922,17.625,16.779,2.7072,27.7488
4.5,3.1584,1.974,13.677,20.7552,0.4794,0.5922,3.6942,15.0024,2.7072,30.0612
5.0,5.9784,1.7484,14.7768,18.4146,0.0,0.5922,0.0,6.6834,5.3862,20.445
5.5,11.985,45.7122,17.4558,16.1868,0.0,0.5922,0.0,3.0456,25.2672,12.3234
6.0,5.9784,15.1998,16.9764,11.7876,0.0,0.5922,0.0,5.3016,23.2368,16.5816
6.5,8.8266,18.4146,19.5144,19.0632,0.0,2.0586,0.0,13.536,27.2976,21.2064
7.0,15.4254,22.1934,19.2888,8.9958,0.9588,58.4304,0.0,18.2454,6.4014,17.7378
7.5,11.985,18.8094,16.215,12.69,27.918,28.9332,4.089,15.0024,5.3862,17.7378
8.0,9.447,10.998,15.1998,13.254,47.5452,4.8786,30.738,15.9048,4.0326,10.8006
8.5,23.6316,2.679,13.2822,13.7334,26.508,12.831,51.6342,17.6532,18.8658,6.1758
9.0,20.4732,9.4752,15.51,7.614,15.933,19.7682,4.512,18.5556,24.5904,5.9502
9.5,0,0,0,0,0,0,0,0,0,0
