! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,33.65,16.45,1.3,12.05,8.05,22.725,23.65,1.95,12.6,0.825
4.0,23.125,8.775,15.475,14.825,26.55,22.225,52.5,19.025,16.2,0.85
6.0,1.025,4.75,44.7,15.075,22.75,11.175,23.75,12.375,5.3,28.85
8.0,6.125,12.075,17.7,13.475,17.175,26.925,21.925,8.25,11.025,5.525
10.0,2.05,18.15,2.2,16.8,23.475,40.525,10.05,8.475,6.5,1.7
12.0,2.05,12.675,1.325,13.6,28.0,22.05,3.2,24.175,23.525,6.8
14.0,2.725,18.45,0.45,11.425,19.775,27.6,16.8,27.775,55.4,39.9
16.0,11.575,21.05,4.875,12.05,11.6,30.975,11.45,20.625,26.95,43.3
18.0,23.475,33.675,22.575,6.525,3.95,0.45,19.475,8.625,17.2,37.35
20.0,0.0,17.625,5.3,20.15,3.4,0.125,3.775,24.6,6.05,6.375
22.0,0.35,9.475,1.775,15.35,14.275,0.3,2.575,18.175,11.65,4.675
24.0,41.15,11.75,9.3,18.175,15.7,0.0,2.05,18.15,9.85,13.15
26.0,23.8,39.45,72.575,35.525,15.175,9.675,21.525,16.4,27.525,11.025
28.0,32.65,21.375,38.5,35.75,24.175,5.075,21.55,20.3,10.35,2.55
30.0,46.25,4.275,11.95,9.225,15.95,30.175,15.725,21.1,9.875,47.125
32.0,0,0,0,0,0,0,0,0,0,0
