! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,3.7576,2.1472,8.4058,3.0134,7.2468,3.3184,8.3814,7.6738,6.283,5.5266
0.1667,4.9776,2.0496,10.1504,6.0268,5.5266,3.8186,6.5758,10.3212,9.7966,11.4192
0.25,5.1484,2.7328,11.7486,9.8088,8.296,7.869,6.588,0.488,5.0264,0.915
0.3333,4.3066,4.6116,7.1248,12.4684,8.9914,16.4456,2.8182,2.0618,2.7572,1.2688
0.4167,2.745,4.9898,2.3058,9.821,9.6746,1.1956,3.0866,1.8788,1.5006,2.684
0.5,3.2208,2.928,2.7816,10.9556,5.8804,1.4274,3.1476,1.1224,1.5006,0.4758
0.5833,2.6962,2.6596,8.3692,16.6164,9.333,3.3306,9.7844,0.5856,1.5006,0.7686
0.6667,4.1358,3.8552,7.0638,6.7954,10.0284,2.623,9.7844,3.6112,3.5136,1.8788
0.75,4.7336,3.8552,2.2448,4.1602,6.9174,4.0504,4.2334,5.734,3.0134,5.6364
0.8333,1.3908,4.1602,1.5006,0.7564,3.111,8.3448,4.3188,4.575,1.2566,15.3842
0.9167,2.989,5.4168,2.745,1.1346,6.222,6.9052,8.2228,4.9776,3.0134,5.4046
1.0,3.0866,8.113,3.0256,1.5128,13.481,9.2964,0.1098,5.4168,7.5274,1.6836
1.0833,4.819,7.5274,7.1248,2.2692,6.222,8.5766,0.1098,6.0634,9.0402,1.5494
1.1667,6.71,5.4656,2.196,3.4038,1.037,6.1976,0.2928,6.0634,11.7974,1.3664
1.25,7.4664,5.8194,1.1346,1.1346,2.074,5.002,0.3294,4.0382,11.041,2.4888
1.3333,5.2216,7.0272,1.5494,0.7564,2.4156,5.7218,0.671,4.758,5.0264,13.054
1.4167,3.2086,7.0394,0.8784,2.2692,1.3786,3.5746,8.1008,5.4168,3.7698,5.5632
1.5,4.1602,7.0028,1.7324,4.5384,3.4526,3.0988,9.9552,5.4168,7.2834,7.3932
1.5833,6.6246,4.3676,2.4034,9.0646,4.4896,5.002,0.3294,6.9052,5.2704,5.7462
1.6667,9.7966,6.71,8.5766,6.039,3.111,3.5746,16.0918,9.1622,1.5006,1.5128
1.75,13.2004,8.8816,8.3204,3.0256,1.3786,3.3306,9.5526,7.32,3.5136,4.9044
1.8333,8.0154,6.4538,11.4436,2.2692,1.037,1.9032,4.5628,5.7462,4.0138,13.237
1.9167,5.5754,4.026,4.8312,2.6474,0.0,2.623,2.3912,6.1854,5.7706,6.9418
2.0,4.0138,4.1602,4.3432,1.5128,0.6954,4.7702,2.562,6.4782,7.2834,5.1972
2.0833,0,0,0,0,0,0,0,0,0,0
