! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,3.985,2.965,5.6513,3.4928,1.8679,5.2896,2.0459,8.1537,4.9575,2.4847
0.5,8.6578,3.7893,1.524,2.1467,1.9272,4.9812,0.9903,2.9769,4.572,2.3305
0.75,9.233,0.8243,0.4388,3.3623,2.5202,7.0626,1.9866,1.4113,2.2653,3.7003
1.0,9.5651,6.096,0.9784,3.4987,5.0642,0.9784,1.1979,2.3542,2.6566,2.3364
1.25,7.033,8.5629,9.0136,3.4987,3.8308,0.1957,1.5359,4.0798,2.0814,1.3224
1.5,7.3532,6.4222,12.1624,2.5558,3.2319,0.0,1.8857,2.6685,2.4194,1.0674
1.75,2.4906,3.4572,0.759,2.4194,2.9057,0.1898,2.7159,2.9828,1.0793,1.6545
2.0,0.3914,4.2815,3.8011,2.9591,2.5677,2.4965,2.8108,8.3139,0.9666,0.9903
2.25,0.3617,3.9553,2.7159,4.1688,1.0318,6.5052,10.5495,6.5882,1.1801,4.062
2.5,0.1601,1.9747,1.1919,6.7246,2.3186,1.5121,2.7278,5.4912,1.9569,4.234
2.75,0.1305,1.6485,0.4329,4.3052,3.0717,1.2512,2.6092,3.2971,3.0717,4.9041
3.0,0.1008,1.4825,0.0,2.4194,3.6292,3.7359,1.4113,1.7256,2.6211,2.8405
3.25,0.1127,1.8146,0.3261,1.4766,2.3305,1.5359,2.117,1.4113,4.2815,5.6928
3.5,2.0696,2.4728,1.5181,3.6292,2.882,11.0239,2.6507,1.0971,4.1925,9.5176
3.75,4.8982,2.6329,3.1488,2.6922,2.3186,2.7219,3.7478,0.9429,9.0314,4.2874
4.0,1.2868,2.799,4.7796,3.3623,6.2799,4.3408,4.0502,0.9429,5.3073,3.0777
4.25,1.0437,1.8146,3.475,2.9591,7.3769,0.6227,8.1122,2.9828,4.8745,2.538
4.5,0.427,2.3068,7.3828,3.6292,4.1451,4.8567,6.1553,1.8798,1.7849,2.2593
4.75,0,0,0,0,0,0,0,0,0,0
