! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,52.032,42.3573,10.0812,43.6581,7.8319,12.466,0.271,3.6043,24.0106,25.7179
6.0,21.9239,13.6584,9.8644,31.5715,10.6774,16.2058,33.9563,3.3062,19.9727,4.7154
9.0,24.932,5.1761,1.1924,31.1108,39.0511,10.1083,37.2896,4.9593,6.2872,26.2057
12.0,0.0,1.897,8.4823,11.4091,14.4443,9.3495,0.0,13.7939,2.9539,6.9376
15.0,0.0,0.542,25.8263,3.9566,42.1134,17.1814,0.0,13.5229,0.0,0.1084
18.0,14.363,0.3252,4.5257,1.2737,12.4931,24.3087,0.0,20.4334,3.7669,0.0
21.0,0.0,5.3116,31.165,4.878,2.2493,9.5934,1.3279,11.5988,14.0378,0.0542
24.0,0.0,2.7642,56.8016,6.6124,8.5907,10.7858,6.2059,28.1569,1.7344,8.2113
27.0,0.0,10.9755,6.9105,6.3414,1.1382,2.0054,6.775,24.0106,0.7046,37.9671
30.0,0.2981,5.2845,8.672,1.8428,14.4985,2.7371,2.6829,18.4822,0.1897,5.4742
33.0,12.195,5.3116,4.5257,5.2032,42.4928,2.9539,18.2925,8.5636,3.5501,0.0542
36.0,0.7046,18.3738,0.0,6.4498,5.5284,7.6964,19.8643,13.7939,5.7452,0.2439
39.0,3.6043,46.8288,0.1897,0.1897,0.2439,9.2682,9.4308,18.7532,13.7668,0.1897
42.0,0.1626,9.5121,0.0,0.0,8.5636,5.2845,3.3604,4.1463,2.6558,0.271
45.0,0.0,57.0726,0.0,0.0,10.1083,11.111,0.0,4.1463,3.7669,14.5798
48.0,0.0,1.2737,4.9322,0.0,2.1138,19.0513,0.1626,4.1463,2.981,9.3495
51.0,4.4444,0.6775,0.0,0.0,2.6829,10.0812,10.8942,3.3062,14.8779,20.6773
54.0,14.1462,0.0271,1.7886,0.0,17.9673,6.504,3.9837,1.1111,17.5879,41.3004
57.0,0.1084,0.3523,27.9943,0.0,15.0947,10.8942,3.6856,11.0297,32.4658,3.1165
60.0,0.0,0.0,6.3143,3.8211,4.1463,9.8373,11.6259,3.0352,37.669,38.1026
63.0,11.9511,0.0,1.3821,13.4958,1.5989,12.7912,28.1569,18.7532,24.6881,5.962
66.0,37.3709,0.0,32.9265,26.4767,0.542,31.707,23.3331,19.0513,6.4498,0.0271
69.0,26.3412,15.7722,18.5364,39.6202,3.0623,10.8129,39.8912,9.6476,7.046,5.7452
72.0,46.4223,27.5065,8.8888,33.0891,3.7669,8.2655,9.8102,9.6476,24.0919,15.989
75.0,0,0,0,0,0,0,0,0,0,0
