! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,7.6752,8.6264,32.5376,6.4124,4.1328,46.4776,3.7392,6.2976,1.2628,4.1492
4.0,7.4784,6.3796,3.0504,5.9696,4.2804,0.0,7.2816,5.5104,10.6764,27.552
6.0,3.772,2.1484,0.0,0.8692,6.56,0.0,7.4948,10.3648,26.3548,9.3316
8.0,5.8056,14.1204,3.0176,0.574,7.4948,0.0,10.004,8.0032,4.0672,0.1804
10.0,2.9848,15.99,34.9648,1.1644,6.0844,0.0,10.0696,12.9888,1.886,0.41
12.0,0.6396,12.7428,12.3656,2.7716,10.7092,0.0,9.0528,10.2336,0.2788,0.2952
14.0,3.7064,14.6616,0.0,5.9696,6.2484,0.0,9.184,0.7872,1.4924,0.0
16.0,4.8708,16.3344,0.0,10.6272,6.5436,0.0,9.2496,0.0,0.0,0.0
18.0,10.824,12.8576,0.0,8.446,14.1204,0.0,5.8056,0.0,0.246,0.0
20.0,7.2488,4.9856,0.0,48.462,11.6932,16.0064,5.166,0.0,0.2788,0.0
22.0,14.8584,3.2964,0.0,10.1844,7.2488,18.0564,5.3464,0.0,3.034,0.0
24.0,9.184,0.3772,24.272,0.574,6.7732,8.3968,5.9532,0.2624,2.2796,0.0
26.0,14.9568,6.7896,21.9104,0.1476,7.0192,10.7092,3.6408,3.8048,0.246,0.0
28.0,14.0712,0.9184,9.3972,0.0,12.792,26.3548,6.8224,6.1664,5.9696,0.0
30.0,5.084,1.6072,0.0,0.0,5.6088,5.5596,6.97,11.6768,5.5432,0.0
32.0,1.0332,0.0,0.0,0.0,1.2136,0.7872,7.0192,12.2016,0.246,34.1448
34.0,1.2628,0.0,0.0,0.0,0.5412,1.312,8.2328,5.5104,2.9684,26.7648
36.0,1.7548,1.4596,0.0,0.0,1.4432,8.9872,9.9548,9.9712,5.4776,25.2068
38.0,1.4432,9.2332,0.0,0.0,2.788,0.0,9.5776,9.3152,17.4004,0.3608
40.0,5.1824,13.2512,0.0,5.5268,6.8388,0.0,4.5592,11.152,21.4184,0.0
42.0,6.3468,5.822,0.0,20.0736,11.89,1.9352,3.8376,7.0848,9.9876,0.0
44.0,4.9692,7.7736,0.0,24.8788,9.02,9.3316,4.2968,0.5248,7.3144,25.5676
46.0,15.4816,2.4764,18.4664,7.134,5.9368,5.6908,5.1332,23.8784,33.62,5.002
48.0,13.366,2.1484,4.018,4.2148,7.0192,4.3952,5.6088,8.2656,1.9516,5.0348
50.0,0,0,0,0,0,0,0,0,0,0
