! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,20.863,10.199,0.806,7.471,4.991,14.0895,14.663,1.209,7.812,0.5115
4.0,14.3375,5.4405,9.5945,9.1915,16.461,13.7795,32.55,11.7955,10.044,0.527
6.0,0.6355,2.945,27.714,9.3465,14.105,6.9285,14.725,7.6725,3.286,17.887
8.0,3.7975,7.4865,10.974,8.3545,10.6485,16.6935,13.5935,5.115,6.8355,3.4255
10.0,1.271,11.253,1.364,10.416,14.5545,25.1255,6.231,5.2545,4.03,1.054
12.0,1.271,7.8585,0.8215,8.432,17.36,13.671,1.984,14.9885,14.5855,4.216
14.0,1.6895,11.439,0.279,7.0835,12.2605,17.112,10.416,17.2205,34.348,24.738
16.0,7.1765,13.051,3.0225,7.471,7.192,19.2045,7.099,12.7875,16.709,26.846
18.0,14.5545,20.8785,13.9965,4.0455,2.449,0.279,12.0745,5.3475,10.664,23.157
20.0,0.0,10.9275,3.286,12.493,2.108,0.0775,2.3405,15.252,3.751,3.9525
22.0,0.217,5.8745,1.1005,9.517,8.8505,0.186,1.5965,11.2685,7.223,2.8985
24.0,25.513,7.285,5.766,11.2685,9.734,0.0,1.271,11.253,6.107,8.153
26.0,14.756,24.459,44.9965,22.0255,9.4085,5.9985,13.3455,10.168,17.0655,6.8355
28.0,20.243,13.2525,23.87,22.165,14.9885,3.1465,13.361,12.586,6.417,1.581
30.0,28.675,2.6505,7.409,5.7195,9.889,18.7085,9.7495,13.082,6.1225,29.2175
32.0,0,0,0,0,0,0,0,0,0,0
