! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,13.1712,3.2046,0.9212,1.5582,1.3818,4.8706,0.5096,6.027,3.4986,6.3504
1.0,2.9302,4.0474,1.8228,6.0466,3.822,4.2434,3.0478,2.6362,2.0286,7.4676
1.5,6.6542,4.949,2.3716,2.9204,4.5178,4.7432,3.2634,1.323,0.9016,6.7914
2.0,10.8486,5.0078,6.3896,5.8702,5.5664,2.7244,1.7934,0.3724,1.6954,0.9016
2.5,4.2336,2.8322,9.31,1.7346,6.7228,2.303,4.7138,1.6954,2.0286,0.2254
3.0,4.214,5.537,6.2034,1.7934,6.2622,5.9976,4.5374,3.773,2.3716,0.0
3.5,2.8616,13.8768,16.611,3.3026,1.6268,5.0666,5.1156,4.9,1.47,0.2254
4.0,7.4774,8.428,20.2566,5.7036,2.548,5.6742,4.9784,4.5276,2.254,0.4508
4.5,6.664,7.8988,1.8228,5.9584,0.8134,6.0074,5.1156,1.8816,3.0478,0.6762
5.0,6.7326,8.4378,0.3626,6.3112,0.931,4.9,4.312,1.6954,7.5656,0.0
5.5,0.6762,10.1822,0.0,3.2928,0.8134,3.6162,5.4782,1.323,6.8894,0.6762
6.0,2.1364,4.9294,0.0,0.9408,2.0874,4.4688,4.41,1.323,3.0478,0.0
6.5,3.5476,1.078,0.1862,1.225,2.0874,4.8902,4.802,0.9408,2.7048,0.0
7.0,0.6272,0.0,0.0,2.2834,9.0454,3.4594,6.0074,2.45,3.3908,0.0
7.5,1.8718,0.6664,0.0,2.401,5.8016,3.3614,3.4104,5.4684,4.1748,1.3622
8.0,1.9012,0.9506,0.0,5.8016,5.2234,4.8804,5.7722,1.127,5.9878,2.0384
8.5,2.7244,2.6558,0.0,9.2218,7.6538,3.5084,5.1842,0.3724,6.7718,5.6546
9.0,2.1756,4.6452,0.9114,10.4272,1.7444,1.3034,4.7726,0.9408,5.9878,9.9568
9.5,2.9498,0.0,0.0,6.4778,1.9698,2.3618,3.7142,1.5092,3.724,9.9568
10.0,1.764,0.294,1.8228,0.9506,6.615,2.6852,4.8706,6.7816,3.1654,8.8298
10.5,3.5084,0.1862,0.0,1.666,4.1748,4.704,3.773,23.373,6.2132,12.446
11.0,2.3912,3.9102,16.7874,0.4018,8.7024,6.2034,0.8722,14.7,11.515,9.506
11.5,1.0682,1.4112,1.274,9.2218,4.5276,2.7342,5.1744,5.6546,3.6162,7.0168
12.0,4.8706,2.8714,10.9466,2.4892,3.3614,3.2928,2.3716,3.2046,3.9494,7.4676
12.5,0,0,0,0,0,0,0,0,0,0
