! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,42.0,18.648,2.604,6.762,31.248,62.37,21.336,38.22,28.35,32.634
4.0,28.644,22.008,15.834,9.744,65.352,39.27,27.678,35.406,10.584,19.572
6.0,15.162,24.444,34.608,10.416,41.454,35.07,31.038,35.574,20.454,34.776
8.0,31.92,22.806,32.382,1.386,42.504,24.276,18.186,14.7,26.166,48.342
10.0,29.61,23.394,2.562,12.39,32.382,28.35,37.044,19.152,29.442,32.046
12.0,41.328,28.854,3.318,32.634,22.89,11.76,17.43,5.796,34.398,32.046
14.0,17.766,27.258,88.326,24.906,10.626,14.448,38.22,8.232,12.306,24.444
16.0,8.358,40.362,37.548,33.138,29.778,36.288,3.738,32.298,28.686,19.026
18.0,47.208,26.208,40.866,62.832,24.57,30.492,3.822,36.372,23.94,40.74
20.0,37.842,29.736,35.322,70.056,20.664,41.034,59.01,44.982,37.716,24.99
22.0,59.43,28.98,13.608,20.79,28.686,27.762,37.086,47.124,20.496,34.776
24.0,10.08,47.754,30.198,13.482,15.498,24.444,11.214,41.748,26.502,16.842
26.0,5.124,39.774,27.972,33.768,11.382,13.23,43.68,21.336,47.796,16.296
28.0,17.808,22.89,27.594,66.444,10.122,13.566,48.342,25.032,34.188,28.812
30.0,27.72,16.884,27.258,21.252,32.844,17.64,22.176,14.028,38.976,14.658
32.0,0,0,0,0,0,0,0,0,0,0
