! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,0.8562,4.5617,1.6172,1.0283,0.5889,1.9162,0.2265,2.3556,0.829,0.6433
0.1667,3.701,3.1801,2.8856,1.4451,0.5708,4.6659,0.5753,1.1597,0.9739,0.7656
0.25,3.5198,2.6953,4.4938,1.0328,0.2899,2.5096,1.1687,0.3669,2.2242,0.6659
0.3333,4.0996,1.812,4.7248,0.7203,1.7078,2.6274,1.6806,0.3669,1.3907,0.5255
0.4167,4.0996,1.7803,3.5742,1.0328,3.0668,2.2695,1.3409,1.0917,2.9173,1.5311
0.5,3.7327,5.1733,1.8437,3.3024,1.7033,1.9117,0.5617,0.7565,0.9739,2.8992
0.5833,2.2559,2.3284,2.3058,3.3024,2.3873,1.3137,2.3511,0.0,1.2503,3.0532
0.6667,1.889,1.667,1.6127,1.9615,1.7033,1.0736,4.5209,9.6851,0.5572,3.7916
0.75,1.1687,1.1506,2.7678,2.8901,1.0238,1.1959,4.7973,2.7769,0.5572,1.3998
0.8333,0.4621,1.1189,2.9989,3.5062,1.7033,0.4802,6.4734,0.9966,0.4168,0.8018
0.9167,0.5527,1.8482,1.1506,3.7146,0.4575,0.598,2.4507,3.0079,1.667,0.5617
1.0,0.906,1.6852,3.8052,2.4779,0.3941,0.7157,0.6025,1.3499,3.8913,0.2038
1.0833,0.9151,1.0102,1.0374,1.7531,2.2152,1.3137,0.0,1.6172,1.9434,0.2038
1.1667,0.5028,1.359,1.3816,1.8573,5.4541,1.9117,0.7021,0.5572,1.8075,1.88
1.25,0.2446,1.5719,0.3443,1.5493,4.0906,0.9558,0.8833,0.5572,1.3907,1.88
1.3333,0.2446,1.2276,0.231,1.0328,4.4303,1.1959,0.5753,0.829,4.0317,3.3748
1.4167,2.1472,1.1823,1.4994,2.2695,4.4303,2.034,0.8969,1.2412,3.1982,3.1755
1.5,3.0623,1.282,0.5753,1.4451,2.3873,3.1076,1.6036,4.5889,2.3601,3.5696
1.5833,3.855,0.9332,0.1132,1.4451,1.2457,2.2695,3.0487,2.7497,2.0838,3.5696
1.6667,1.1189,1.5085,0.1132,2.4779,0.7973,0.598,2.7814,0.7203,3.1982,2.5459
1.75,0.7701,2.4009,1.4994,1.8573,1.1914,1.7939,2.188,3.2525,1.9434,2.2876
1.8333,0.8698,1.2412,3.1121,1.0328,1.1914,3.2254,5.3454,1.9388,1.5266,2.2876
1.9167,1.7123,1.2911,1.1506,1.2367,1.0238,3.7055,0.299,1.1325,2.5006,2.3964
2.0,2.6138,1.2911,0.4621,0.9286,1.2457,1.9117,0.2265,2.2016,1.667,1.2865
2.0833,0,0,0,0,0,0,0,0,0,0
