! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,1.4127,12.188,8.2823,11.1631,8.864,12.465,1.2188,44.9848,11.4401,10.803
0.5,4.0719,7.3405,10.3598,0.0,8.9194,5.263,1.9667,43.6552,5.8724,15.0965
0.75,9.2518,19.8055,9.4734,0.554,10.1382,12.2711,10.1659,34.4034,3.7395,9.1964
1.0,39.6387,10.1659,6.5095,17.1463,10.4429,8.9194,4.4043,33.9602,13.1021,22.3539
1.25,61.9649,9.1687,7.1189,21.7999,8.5316,6.925,4.6536,19.39,10.0274,9.6396
1.5,40.996,19.667,8.8917,11.4401,6.6203,8.1992,4.7367,18.0881,19.6116,11.7171
1.75,20.221,6.9804,15.4012,28.0601,8.5316,6.9527,4.0165,3.7672,24.9854,11.4955
2.0,18.6144,3.6841,11.8556,22.6032,10.4983,8.8363,4.3489,0.277,31.6334,6.5926
2.25,12.7974,2.7146,8.8917,14.1547,11.5509,8.033,4.4043,0.1385,19.0022,2.493
2.5,0.3878,3.3517,8.0053,13.6284,20.9135,7.5344,4.2381,0.1385,8.6147,4.5151
2.75,0.3601,7.7837,5.6231,10.6091,17.7834,7.3682,5.0414,0.1662,2.1329,3.0747
3.0,0.3601,6.3156,10.0828,6.8142,16.1768,10.803,7.5067,0.1939,3.2132,2.3545
3.25,0.277,12.188,14.8195,8.7255,15.9275,15.5397,5.9001,5.3738,5.7339,1.6066
3.5,3.1855,14.5979,25.484,20.4149,8.6978,17.2017,11.4124,19.8332,4.0719,14.9026
3.75,2.5761,16.7308,12.4373,4.9029,11.8833,15.0134,16.2322,5.8724,4.2935,13.1298
4.0,1.8005,16.4815,7.7006,3.2686,11.7448,11.3016,11.3293,2.493,14.7087,12.2711
4.25,1.0526,6.1494,6.5095,11.9941,15.512,14.4594,20.3041,6.1771,2.3545,10.7476
4.5,0.5817,14.8749,19.5562,10.3598,11.911,10.6091,25.5671,8.8086,20.0271,17.7557
4.75,0.554,13.6284,25.484,19.8886,11.8002,12.3542,18.8083,4.8475,4.0996,22.3539
5.0,5.3461,10.7199,8.8917,11.1631,14.0162,12.0495,26.2319,1.6066,6.8419,19.0576
5.25,29.1958,15.5674,8.2823,0.0,9.6673,4.4597,13.4622,8.1161,16.7031,22.991
5.5,15.4566,9.9443,14.8195,2.9916,10.0551,10.8861,35.6499,8.1161,19.5562,11.8279
5.75,4.0442,8.3654,10.6645,2.4376,8.9194,20.0271,16.62,2.4376,15.7059,14.9026
6.0,2.8531,28.5864,11.8556,22.8802,7.8945,29.5282,18.7806,4.155,9.5288,6.1217
6.25,0,0,0,0,0,0,0,0,0,0
