! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
1.0,57.0774,20.2007,30.3958,26.4163,45.0252,10.4604,33.6552,8.8307,6.7462,16.4486
2.0,40.1361,29.1451,23.3464,18.8742,69.0159,13.9093,15.5011,12.9997,10.1193,3.7521
3.0,14.9326,30.5095,50.6723,7.2389,57.987,28.9556,22.7021,14.2504,9.9298,17.6614
4.0,4.7375,32.8972,25.0898,18.0783,12.5449,45.9727,27.667,17.5856,8.9444,3.411
5.0,6.3672,22.2852,3.6763,16.676,22.0957,18.9121,1.8192,27.3638,32.7835,25.4309
6.0,3.6763,24.6729,17.2066,26.7574,21.4893,4.3964,6.7462,21.1861,11.3321,22.4368
7.0,8.5654,8.5654,40.5909,39.1507,7.3905,6.2535,20.5039,18.4952,18.5331,4.6996
8.0,9.6645,13.9472,21.4135,42.3722,0.1895,4.8512,24.7108,28.3871,27.4775,9.4371
9.0,13.1134,24.4455,11.5595,31.1159,7.5421,2.5014,38.6201,40.174,5.3818,39.1507
10.0,13.8714,26.0373,38.0516,13.4924,1.0233,23.6117,38.9233,40.8941,11.1805,15.16
11.0,20.845,25.6962,14.0988,8.3001,0.9854,50.2175,8.9065,16.7897,15.0463,16.4107
12.0,28.6524,14.0609,20.5797,2.6909,5.2681,67.1209,28.3871,19.5943,15.9938,17.5477
13.0,22.0199,26.7195,17.7372,11.4837,9.3613,47.4129,8.717,36.5356,16.676,22.9295
14.0,14.8568,17.4719,9.0202,28.9177,8.0727,5.9503,14.6673,34.2995,36.4598,48.2088
15.0,34.489,20.0112,14.0988,6.4809,29.8273,3.6005,31.2675,9.9298,51.3924,32.3287
16.0,32.1013,18.7226,23.119,42.4859,56.1299,6.8978,17.2445,15.8043,24.4455,12.2796
17.0,34.2616,9.6645,8.1864,27.2122,12.5828,28.7661,24.9003,4.5101,57.1153,29.4862
18.0,19.6322,13.9472,10.1572,11.2563,12.4691,9.2097,14.0609,11.37,19.4427,42.2206
19.0,0,0,0,0,0,0,0,0,0,0
