! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,14.304,13.896,15.948,5.868,7.692,10.728,16.44,11.832,12.684,11.124
0.1667,7.032,14.436,11.748,12.48,11.556,13.368,21.12,26.028,17.1,14.82
0.25,4.752,14.508,10.908,10.704,15.696,12.612,15.252,25.02,15.036,20.004
0.3333,10.872,28.908,10.068,5.352,9.828,18.156,17.892,15.552,12.972,20.736
0.4167,11.664,7.992,20.136,10.704,21.996,14.22,4.404,10.812,11.496,11.856
0.5,16.836,17.04,15.108,24.972,18.744,13.236,5.28,8.784,13.86,12.588
0.5833,30.708,5.856,11.748,21.396,10.164,11.796,14.964,10.476,13.86,9.624
0.6667,15.036,11.112,11.748,16.044,16.536,16.272,13.2,5.412,12.084,9.624
0.75,8.796,6.252,12.588,12.48,7.788,9.612,11.448,6.084,10.908,9.624
0.8333,0,0,0,0,0,0,0,0,0,0
