! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,16.152,7.896,0.624,5.784,3.864,10.908,11.352,0.936,6.048,0.396
4.0,11.1,4.212,7.428,7.116,12.744,10.668,25.2,9.132,7.776,0.408
6.0,0.492,2.28,21.456,7.236,10.92,5.364,11.4,5.94,2.544,13.848
8.0,2.94,5.796,8.496,6.468,8.244,12.924,10.524,3.96,5.292,2.652
10.0,0.984,8.712,1.056,8.064,11.268,19.452,4.824,4.068,3.12,0.816
12.0,0.984,6.084,0.636,6.528,13.44,10.584,1.536,11.604,11.292,3.264
14.0,1.308,8.856,0.216,5.484,9.492,13.248,8.064,13.332,26.592,19.152
16.0,5.556,10.104,2.34,5.784,5.568,14.868,5.496,9.9,12.936,20.784
18.0,11.268,16.164,10.836,3.132,1.896,0.216,9.348,4.14,8.256,17.928
20.0,0.0,8.46,2.544,9.672,1.632,0.06,1.812,11.808,2.904,3.06
22.0,0.168,4.548,0.852,7.368,6.852,0.144,1.236,8.724,5.592,2.244
24.0,19.752,5.64,4.464,8.724,7.536,0.0,0.984,8.712,4.728,6.312
26.0,11.424,18.936,34.836,17.052,7.284,4.644,10.332,7.872,13.212,5.292
28.0,15.672,10.26,18.48,17.16,11.604,2.436,10.344,9.744,4.968,1.224
30.0,22.2,2.052,5.736,4.428,7.656,14.484,7.548,10.128,4.74,22.62
32.0,0,0,0,0,0,0,0,0,0,0
