! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,14.0605,6.6185,18.5745,0.0,24.5525,54.168,15.4025,6.832,10.3395,4.941
0.5,11.8035,7.808,21.3195,11.224,45.445,35.6545,22.936,14.091,14.7925,5.307
0.75,5.429,15.006,11.834,37.4235,33.7025,23.3325,22.936,14.9145,12.505,5.3985
1.0,7.4115,16.1955,11.834,10.858,18.2085,6.527,31.659,9.455,16.8055,5.1545
1.25,13.6335,26.413,7.503,28.3345,38.5825,17.69,27.694,12.383,15.311,6.161
1.5,17.6595,16.1955,9.089,35.319,12.078,18.483,17.019,31.11,4.5445,9.15
1.75,17.8425,29.707,18.9405,20.984,11.0715,25.1015,20.557,16.958,9.028,7.198
2.0,15.0365,28.2125,29.9815,17.141,5.4595,18.483,33.611,23.3935,17.202,13.908
2.25,19.947,18.3,23.668,11.529,2.2875,7.5335,19.0015,19.2455,17.751,19.7945
2.5,14.762,21.0145,11.834,12.5965,3.538,29.4325,13.4505,19.2455,30.7135,13.847
2.75,16.653,19.215,9.089,9.089,4.9715,15.86,7.8995,26.0165,24.8575,24.7965
3.0,10.736,21.0145,18.544,25.5285,13.6945,5.795,13.054,14.701,13.786,31.2015
3.25,27.3585,23.729,34.709,11.529,31.903,2.562,5.551,30.1035,8.4485,22.9665
3.5,18.117,10.2175,17.751,3.1415,27.6635,2.684,5.9475,17.5985,10.2175,32.025
3.75,42.639,12.322,10.6445,10.858,7.747,9.3635,4.758,17.5375,5.002,16.4395
4.0,25.315,15.616,16.5615,12.5965,5.551,9.2415,18.2085,12.383,19.0015,43.5235
4.25,10.614,11.712,17.3545,23.424,11.6815,9.882,6.71,9.211,41.9985,20.2825
4.5,15.982,5.7035,15.7685,23.424,6.8625,13.2065,18.605,9.821,32.696,22.9055
4.75,0,0,0,0,0,0,0,0,0,0
