! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,1.0811,5.76,2.042,1.2984,0.7436,2.4196,0.286,2.9744,1.0468,0.8122
0.1667,4.6732,4.0154,3.6436,1.8247,0.7207,5.8916,0.7264,1.4643,1.2298,0.9667
0.25,4.4444,3.4034,5.6742,1.3042,0.3661,3.1689,1.4758,0.4633,2.8085,0.8408
0.3333,5.1766,2.288,5.966,0.9095,2.1564,3.3176,2.1221,0.4633,1.756,0.6635
0.4167,5.1766,2.248,4.5131,1.3042,3.8724,2.8657,1.6931,1.3785,3.6837,1.9334
0.5,4.7133,6.5322,2.328,4.1699,2.1507,2.4138,0.7093,0.9552,1.2298,3.6608
0.5833,2.8486,2.9401,2.9115,4.1699,3.0144,1.6588,2.9687,0.0,1.5787,3.8553
0.6667,2.3852,2.105,2.0363,2.4768,2.1507,1.3556,5.7086,12.2294,0.7036,4.7876
0.75,1.4758,1.4529,3.4949,3.6494,1.2927,1.5101,6.0575,3.5064,0.7036,1.7675
0.8333,0.5834,1.4128,3.7866,4.4273,2.1507,0.6063,8.1739,1.2584,0.5262,1.0124
0.9167,0.6978,2.3338,1.4529,4.6904,0.5777,0.755,3.0945,3.7981,2.105,0.7093
1.0,1.144,2.1278,4.8048,3.1288,0.4976,0.9038,0.7608,1.7046,4.9135,0.2574
1.0833,1.1554,1.2756,1.3099,2.2136,2.7971,1.6588,0.0,2.042,2.4539,0.2574
1.1667,0.6349,1.716,1.7446,2.3452,6.8869,2.4138,0.8866,0.7036,2.2823,2.3738
1.25,0.3089,1.9848,0.4347,1.9562,5.1652,1.2069,1.1154,0.7036,1.756,2.3738
1.3333,0.3089,1.5501,0.2917,1.3042,5.5942,1.5101,0.7264,1.0468,5.0908,4.2614
1.4167,2.7113,1.4929,1.8933,2.8657,5.5942,2.5683,1.1326,1.5673,4.0383,4.0097
1.5,3.8667,1.6188,0.7264,1.8247,3.0144,3.9239,2.0249,5.7944,2.9801,4.5074
1.5833,4.8677,1.1783,0.143,1.8247,1.573,2.8657,3.8496,3.472,2.6312,4.5074
1.6667,1.4128,1.9048,0.143,3.1288,1.0067,0.755,3.5121,0.9095,4.0383,3.2146
1.75,0.9724,3.0316,1.8933,2.3452,1.5044,2.2651,2.7628,4.107,2.4539,2.8886
1.8333,1.0982,1.5673,3.9296,1.3042,1.5044,4.0726,6.7496,2.4482,1.9276,2.8886
1.9167,2.1622,1.6302,1.4529,1.5616,1.2927,4.679,0.3775,1.43,3.1574,3.0259
2.0,3.3004,1.6302,0.5834,1.1726,1.573,2.4138,0.286,2.7799,2.105,1.6245
2.0833,0,0,0,0,0,0,0,0,0,0
