! Written by JB Pacific Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,1.0712,3.3537,5.5661,1.6356,2.7151,4.6062,2.6203,1.1907,0.7292,0.6015
0.1667,2.9952,4.5155,4.4537,1.5409,2.7151,1.8911,2.5008,1.1866,2.917,1.0712
0.25,3.638,1.8911,5.0099,2.1383,1.166,1.5326,3.9305,2.5585,2.1877,1.4214
0.3333,3.4237,1.166,5.5661,3.123,0.7828,2.7151,3.811,1.3678,2.5503,2.3896
0.4167,3.2095,3.9305,2.7851,2.2207,0.6221,2.9499,2.7398,2.884,1.2772,2.163
0.5,4.602,4.0747,1.7634,2.4226,3.5885,2.2413,1.4296,4.4867,1.2772,1.0094
0.5833,2.3525,6.2583,0.4614,2.814,3.5885,3.0694,2.0229,3.6297,1.6398,0.6798
0.6667,0.9641,1.8911,0.2554,2.748,2.8552,2.7151,2.0229,4.8039,0.7581,2.0106
0.75,1.4997,2.7645,0.2554,3.5679,2.06,1.6521,0.9517,2.5668,0.5191,3.2672
0.8333,2.781,1.8911,0.1607,1.4956,0.8364,2.4802,0.5974,2.3608,0.6056,3.1559
0.9167,2.1383,1.4544,0.1401,3.2054,1.9488,2.2413,0.239,1.5162,1.5821,2.6945
1.0,0.9641,0.8734,0.1401,2.7934,2.0724,1.4173,3.0941,2.3031,2.917,3.844
1.0833,0.7498,0.8734,0.1401,1.3184,1.578,2.3608,3.811,1.9817,4.3754,4.9852
1.1667,0.3214,0.7292,0.3461,1.9694,2.0847,2.1259,3.6915,1.0753,6.5632,4.429
1.25,1.6068,1.6027,0.7952,2.8304,6.1347,0.2348,3.2136,1.1412,5.1047,2.3402
1.3333,3.638,1.4544,2.7851,1.3555,5.665,1.4173,1.3102,1.8004,3.2795,3.6627
1.4167,4.1736,0.8734,5.5661,2.1754,0.4244,3.1889,1.0712,1.8993,1.5821,0.791
1.5,1.0712,1.6027,5.0099,1.8458,0.3626,2.3608,2.1424,2.4473,1.3349,0.6839
1.5833,0,0,0,0,0,0,0,0,0,0
