EventID,Region,Region (source),Duration,TimeStep,Original Burst Depth (mm),Area,AspectRatio,Rotation,Burst Start Time,Lat,Long
556,East Coast (South),East Coast (South),5760,180,406.75,200,2.3,0.7853982,333,-28.2625,153.3125
557,East Coast (South),East Coast (South),5760,180,389.537,200,3.6,0.7853982,2660,-30.3875,152.8875
558,East Coast (South),East Coast (South),5760,180,329.043,200,2.3,0,158,-28.3375,153.2125
559,East Coast (South),East Coast (South),5760,180,323.03,200,2.3,0.7853982,46,-33.6875,151.0875
560,East Coast (South),East Coast (South),5760,180,285.624,200,2.3,1.5707963,3174,-30.3125,152.9875
561,East Coast (South),East Coast (South),5760,180,767.437,500,1.5,0.7853982,403,-28.2625,153.2625
562,East Coast (South),East Coast (South),5760,180,503.566,500,2.3,0.7853982,725,-28.2625,153.3625
563,East Coast (South),East Coast (South),5760,180,486.286,500,2.3,2.3561945,2270,-34.3375,150.8125
564,East Coast (South),East Coast (South),5760,180,413.727,500,2.3,0.7853982,2660,-30.3625,152.8625
565,East Coast (South),East Coast (South),5760,180,411.471,500,1.5,0,3392,-28.4875,153.1125
566,East Coast (South),East Coast (South),5760,180,399.317,500,3.6,2.3561945,45,-34.2875,150.7625
567,East Coast (South),East Coast (South),5760,180,293.331,500,2.3,2.3561945,2608,-28.8625,152.3125
568,East Coast (South),East Coast (South),5760,180,245.789,500,2.3,2.3561945,2877,-34.0625,151.0875
569,East Coast (South),East Coast (South),5760,180,180.906,500,1.5,1.5707963,600,-32.7125,151.0875
570,East Coast (South),East Coast (North),5760,180,639.807,500,2.3,0,106,-28.2125,153.2625
571,East Coast (South),East Coast (South),5760,180,494.84,1000,3.6,1.5707963,2668,-30.2875,152.5125
572,East Coast (South),East Coast (South),5760,180,462.02,1000,2.3,0,726,-28.2875,153.4125
573,East Coast (South),East Coast (South),5760,180,476.67,1000,2.3,2.3561945,93,-28.3375,153.3625
574,East Coast (South),East Coast (South),5760,180,406.29,1000,3.6,0.7853982,1264,-28.9375,153.3125
575,East Coast (South),East Coast (South),5760,180,396.63,1000,2.3,2.3561945,883,-28.2875,153.4125
576,East Coast (South),East Coast (South),5760,180,345.86,1000,1.5,0.7853982,3390,-28.3875,153.1625
577,East Coast (South),East Coast (South),5760,180,341.97,1000,1.5,0.7853982,2016,-28.2875,153.3125
578,East Coast (South),East Coast (South),5760,180,327.97,1000,1.5,2.3561945,334,-28.3375,153.3625
579,East Coast (South),East Coast (South),5760,180,322.3,1000,2.3,1.5707963,2263,-34.3875,150.6625
580,East Coast (South),East Coast (South),5760,180,240.16,1000,3.6,2.3561945,31,-34.4375,150.4125
581,East Coast (South),East Coast (South),5760,180,472.93,2500,1.5,1.570796,2666,-30.2875,152.5125
582,East Coast (South),East Coast (South),5760,180,458.2,2500,2.3,0,107,-28.2875,153.2625
583,East Coast (South),East Coast (South),5760,180,414.37,2500,1.5,0,3500,-30.5375,152.8625
584,East Coast (South),East Coast (South),5760,180,406.69,2500,1.5,0,725,-28.2875,153.3125
585,East Coast (South),East Coast (South),5760,180,409.25,2500,2.3,2.356194,44,-34.3375,150.4125
586,East Coast (South),East Coast (South),5760,180,398.25,2500,1.5,2.356194,1675,-34.4875,150.5625
587,East Coast (South),East Coast (South),5760,180,382.13,2500,3.6,0,1269,-28.9375,153.2625
588,East Coast (South),East Coast (South),5760,180,377.4,2500,2.3,0,890,-31.1875,152.3125
589,East Coast (South),East Coast (South),5760,180,369.03,2500,3.6,2.356194,20,-30.1875,152.6625
590,East Coast (South),East Coast (South),5760,180,324.12,2500,3.6,0,579,-31.1875,152.4125
591,East Coast (South),East Coast (South),5760,180,408.45,5000,1.5,0.7853982,2667,-30.3875,152.4125
592,East Coast (South),East Coast (South),5760,180,376.43,5000,2.3,0.7853982,730,-31.8875,152.0125
593,East Coast (South),East Coast (South),5760,180,353.15,5000,1.5,0.7853982,1264,-28.8875,153.1125
594,East Coast (South),East Coast (South),5760,180,328.13,5000,1.5,0.7853982,1677,-34.4875,150.6125
595,East Coast (South),East Coast (South),5760,180,315.14,5000,3.6,0.7853982,47,-34.3875,150.6125
596,East Coast (South),East Coast (South),5760,180,306.51,5000,3.6,2.3561945,20,-30.0875,152.5125
597,East Coast (South),East Coast (South),5760,180,305.89,5000,1.5,2.3561945,890,-31.1875,152.2125
598,East Coast (South),East Coast (South),5760,180,281.59,5000,1.5,0.7853982,242,-32.2875,151.6125
599,East Coast (South),East Coast (South),5760,180,278.81,5000,3.6,0,2011,-29.6875,152.9125
600,East Coast (South),East Coast (South),5760,180,269.61,5000,3.6,1.5707963,699,-30.2875,152.5125
601,East Coast (South),East Coast (South),5760,180,459.77,10000,2.3,0,460,-28.9875,153.2125
602,East Coast (South),East Coast (South),5760,180,351.16,10000,1.5,0.7853982,730,-31.8875,152.1125
603,East Coast (South),East Coast (South),5760,180,335.66,10000,3.6,0,2662,-30.7875,152.5125
604,East Coast (South),East Coast (South),5760,180,329.36,10000,1.5,2.3561945,44,-34.1875,150.3125
605,East Coast (South),East Coast (South),5760,180,315.05,10000,2.3,0.7853982,3498,-30.7875,152.5125
606,East Coast (South),East Coast (South),5760,180,296.74,10000,2.3,0,892,-31.0875,152.3125
607,East Coast (South),East Coast (South),5760,180,294.81,10000,1.5,0,20,-29.9875,152.8125
608,East Coast (South),East Coast (South),5760,180,277.54,10000,1.5,1.5707963,1264,-28.7875,152.9125
609,East Coast (South),East Coast (South),5760,180,274.01,10000,2.3,0,111,-29.7875,152.6125
610,East Coast (South),East Coast (South),5760,180,271.43,10000,2.3,0.7853982,2603,-28.5875,152.9125
611,East Coast (South),East Coast (South),5760,180,392.91,20000,2.3,0,461,-29.6125,152.8875
612,East Coast (South),East Coast (South),5760,180,289.15,20000,3.6,0,407,-28.6125,153.0125
613,East Coast (South),East Coast (South),5760,180,270.39,20000,3.6,0,2663,-30.8625,152.3875
614,East Coast (South),East Coast (South),5760,180,268.63,20000,1.5,0,752,-34.2375,150.2625
615,East Coast (South),East Coast (South),5760,180,245.74,20000,1.5,0,1267,-28.9875,153.0125
616,East Coast (South),East Coast (South),5760,180,244.43,20000,2.3,0,114,-29.8625,152.5125
617,East Coast (South),East Coast (South),5760,180,221.61,20000,1.5,0.7853982,3497,-30.6125,152.3875
618,East Coast (South),East Coast (South),5760,180,220.43,20000,2.3,0,2013,-29.6125,152.7625
619,East Coast (South),East Coast (South),5760,180,217.47,20000,3.6,0,2609,-28.8625,153.0125
620,East Coast (South),East Coast (South),5760,180,188.52,20000,2.3,0,890,-29.6125,152.8875
621,East Coast (South),East Coast (South),5760,180,293.43,40000,2.3,0,461,-28.9875,152.8875
622,East Coast (South),East Coast (South),5760,180,228.19,40000,3.6,0.7853982,743,-32.9875,151.1375
623,East Coast (South),East Coast (South),5760,180,193.44,40000,1.5,0,1268,-29.3625,152.8875
624,East Coast (South),East Coast (South),5760,180,191.52,40000,2.3,0,890,-28.9875,152.8875
625,East Coast (South),East Coast (South),5760,180,172.6,40000,2.3,0,2669,-29.3625,152.5125
626,East Coast (South),East Coast (South),5760,180,154.68,40000,3.6,0,235,-28.9875,152.8875
627,East Coast (South),East Coast (South),5760,180,135.13,40000,3.6,0.7853982,1275,-34.2375,150.6375
628,East Coast (South),East Coast (South),5760,180,134.67,40000,2.3,0,605,-32.3625,150.0125
629,East Coast (South),East Coast (South),5760,180,127.54,40000,3.6,0.7853982,697,-32.8625,151.3875
630,East Coast (South),East Coast (South),5760,180,125.53,40000,1.5,0.7853982,1679,-34.1125,150.3875
631,East Coast (South),East Coast (South),7200,180,675.567,100,1.5,0,1666,-34.3375,150.8625
632,East Coast (South),East Coast (South),7200,180,541.351,100,3.6,2.3561945,3496,-30.4375,152.9375
633,East Coast (South),East Coast (South),7200,180,479.535,100,3.6,2.3561945,3385,-28.4375,153.1875
634,East Coast (South),East Coast (South),7200,180,333.515,100,3.6,1.5707963,3175,-30.3125,152.9625
635,East Coast (South),East Coast (South),7200,180,311.618,100,3.6,2.3561945,2875,-34.0625,151.1625
636,East Coast (South),East Coast (South),7200,180,260.059,100,3.6,1.5707963,3526,-33.6875,150.5125
637,East Coast (South),East Coast (South),7200,180,258.065,100,3.6,2.3561945,737,-34.0625,151.1625
638,East Coast (South),East Coast (North),7200,180,617.702,100,3.6,0.7853982,2025,-27.4375,152.9625
639,East Coast (South),East Coast (North),7200,180,417.091,100,3.6,2.3561945,404,-27.4375,153.0875
640,East Coast (South),East Coast (North),7200,180,227.975,100,3.6,0.7853982,244,-27.4625,153.1875
641,East Coast (South),East Coast (South),7200,180,744.933,200,3.6,0,401,-28.3375,153.2625
642,East Coast (South),East Coast (South),7200,180,686.358,200,2.3,0,455,-28.2875,153.2625
643,East Coast (South),East Coast (South),7200,180,641.321,200,3.6,0,98,-28.3375,153.2625
644,East Coast (South),East Coast (South),7200,180,546.177,200,2.3,0,2014,-28.2375,153.2875
645,East Coast (South),East Coast (South),7200,180,489.9,200,1.5,1.5707963,3387,-28.4625,153.1125
646,East Coast (South),East Coast (South),7200,180,454.778,200,3.6,0,879,-28.3375,153.3625
647,East Coast (South),East Coast (South),7200,180,451.236,200,2.3,0.7853982,333,-28.2625,153.3125
648,East Coast (South),East Coast (South),7200,180,406.598,200,3.6,0.7853982,2656,-30.3875,152.8875
649,East Coast (South),East Coast (South),7200,180,378.17,200,2.3,0,152,-28.3375,153.2375
650,East Coast (South),East Coast (South),7200,180,310.622,200,2.3,1.5707963,3172,-30.3125,152.9875
651,East Coast (South),East Coast (South),7200,180,609.271,500,2.3,2.3561945,97,-28.2875,153.1875
652,East Coast (South),East Coast (South),7200,180,524.992,500,2.3,0.7853982,724,-28.2625,153.3625
653,East Coast (South),East Coast (South),7200,180,455.72,500,1.5,0,3387,-28.4875,153.1375
654,East Coast (South),East Coast (South),7200,180,430.566,500,2.3,0,876,-28.5625,153.4375
655,East Coast (South),East Coast (South),7200,180,429.463,500,2.3,0.7853982,2656,-30.3625,152.8625
656,East Coast (South),East Coast (South),7200,180,424.392,500,3.6,2.3561945,41,-34.2875,150.7625
657,East Coast (South),East Coast (South),7200,180,305.122,500,2.3,2.3561945,2600,-28.8625,152.3125
658,East Coast (South),East Coast (South),7200,180,278.229,500,2.3,2.3561945,2875,-34.0375,151.0875
659,East Coast (South),East Coast (South),7200,180,241.758,500,3.6,1.5707963,578,-30.7375,152.0625
660,East Coast (South),East Coast (North),7200,180,661.916,500,2.3,0,400,-26.6625,152.9125
661,East Coast (South),East Coast (South),7200,180,584.9,1000,2.3,0,86,-28.2875,153.2625
662,East Coast (South),East Coast (South),7200,180,581.04,1000,2.3,1.5707963,2659,-30.2875,152.5625
663,East Coast (South),East Coast (South),7200,180,488.72,1000,2.3,0,724,-28.2875,153.4125
664,East Coast (South),East Coast (South),7200,180,427.02,1000,1.5,0.7853982,3386,-28.4375,153.1625
665,East Coast (South),East Coast (South),7200,180,428.65,1000,2.3,2.3561945,874,-28.2875,153.4125
666,East Coast (South),East Coast (South),7200,180,365.59,1000,1.5,2.3561945,334,-28.3375,153.3625
667,East Coast (South),East Coast (South),7200,180,263.45,1000,2.3,0,3175,-30.1375,153.0125
668,East Coast (South),East Coast (South),7200,180,258.82,1000,2.3,0.7853982,2878,-34.0875,151.0625
669,East Coast (South),East Coast (South),7200,180,243.9,1000,3.6,2.3561945,29,-34.4375,150.4125
670,East Coast (South),East Coast (North),7200,180,551.55,1000,1.5,2.3561945,2024,-27.8875,153.1625
671,East Coast (South),East Coast (South),7200,180,445.84,2500,2.3,0,3493,-30.4375,152.8625
672,East Coast (South),East Coast (South),7200,180,422.57,2500,2.3,2.356194,42,-34.3375,150.4125
673,East Coast (South),East Coast (South),7200,180,417.41,2500,1.5,0,722,-28.2875,153.3125
674,East Coast (South),East Coast (South),7200,180,408.67,2500,2.3,2.356194,2655,-30.2875,152.6625
675,East Coast (South),East Coast (South),7200,180,396.46,2500,3.6,0,1260,-28.9375,153.2625
676,East Coast (South),East Coast (South),7200,180,393.06,2500,2.3,0,882,-31.1875,152.3125
677,East Coast (South),East Coast (South),7200,180,387.71,2500,3.6,2.356194,19,-30.1875,152.6625
678,East Coast (South),East Coast (South),7200,180,359.93,2500,1.5,0,2026,-29.7875,152.8125
679,East Coast (South),East Coast (South),7200,180,336.42,2500,2.3,1.570796,3388,-28.4875,152.9625
680,East Coast (South),East Coast (South),7200,180,328.7,2500,3.6,0,573,-31.1875,152.4125
681,East Coast (South),East Coast (South),7200,180,421.78,5000,1.5,0.7853982,2664,-30.3875,152.4125
682,East Coast (South),East Coast (South),7200,180,385.46,5000,1.5,0,877,-28.4875,153.3125
683,East Coast (South),East Coast (South),7200,180,359.95,5000,1.5,0.7853982,1262,-28.8875,153.1125
684,East Coast (South),East Coast (South),7200,180,352.7,5000,1.5,0,38,-34.2875,150.5125
685,East Coast (South),East Coast (South),7200,180,346.57,5000,1.5,0,2026,-29.6875,152.8125
686,East Coast (South),East Coast (South),7200,180,322.92,5000,3.6,2.3561945,18,-30.0875,152.5125
687,East Coast (South),East Coast (South),7200,180,316.22,5000,3.6,0,698,-30.1875,152.9125
688,East Coast (South),East Coast (South),7200,180,293.57,5000,1.5,0.7853982,241,-32.2875,151.6125
689,East Coast (South),East Coast (South),7200,180,285.28,5000,2.3,0.7853982,3389,-28.6875,152.9125
690,East Coast (South),East Coast (South),7200,180,277.82,5000,1.5,0.7853982,577,-31.0875,152.3125
691,East Coast (South),East Coast (South),7200,180,365.79,10000,3.6,0,2661,-30.7875,152.5125
692,East Coast (South),East Coast (South),7200,180,356.64,10000,2.3,0.7853982,3495,-30.7875,152.5125
693,East Coast (South),East Coast (South),7200,180,340.38,10000,1.5,2.3561945,43,-34.1875,150.3125
694,East Coast (South),East Coast (South),7200,180,324.8,10000,1.5,0,2026,-29.6875,152.8125
695,East Coast (South),East Coast (South),7200,180,313.04,10000,2.3,2.3561945,7,-30.0875,152.5125
696,East Coast (South),East Coast (South),7200,180,309.34,10000,2.3,0,883,-31.0875,152.3125
697,East Coast (South),East Coast (South),7200,180,309.17,10000,1.5,0,18,-29.9875,152.8125
698,East Coast (South),East Coast (South),7200,180,297.19,10000,2.3,0,105,-29.7875,152.6125
699,East Coast (South),East Coast (South),7200,180,286.38,10000,2.3,0.7853982,2598,-28.5875,152.9125
700,East Coast (South),East Coast (South),7200,180,285.27,10000,1.5,1.5707963,1262,-28.7875,152.9125
701,East Coast (South),East Coast (South),7200,180,395.91,20000,2.3,0,454,-29.6125,152.8875
702,East Coast (South),East Coast (South),7200,180,311.64,20000,2.3,0,2660,-30.7375,152.5125
703,East Coast (South),East Coast (South),7200,180,274.98,20000,2.3,0,2027,-29.6125,152.7625
704,East Coast (South),East Coast (South),7200,180,271.06,20000,2.3,0,1261,-29.1125,153.0125
705,East Coast (South),East Coast (South),7200,180,254.78,20000,2.3,0,104,-29.8625,152.5125
706,East Coast (South),East Coast (South),7200,180,243.8,20000,1.5,0.7853982,3493,-30.6125,152.3875
707,East Coast (South),East Coast (South),7200,180,234.72,20000,2.3,0,884,-28.8625,153.0125
708,East Coast (South),East Coast (South),7200,180,226.42,20000,2.3,0,696,-30.8625,152.6375
709,East Coast (South),East Coast (South),7200,180,221.14,20000,3.6,0,2599,-28.8625,153.0125
710,East Coast (South),East Coast (South),7200,180,191.03,20000,1.5,0,1669,-34.2375,150.6375
711,East Coast (South),East Coast (South),7200,180,296.46,40000,2.3,0,456,-28.9875,152.8875
712,East Coast (South),East Coast (South),7200,180,205.66,40000,2.3,0,881,-28.9875,152.8875
713,East Coast (South),East Coast (South),7200,180,204.81,40000,1.5,0,1261,-29.3625,152.8875
714,East Coast (South),East Coast (South),7200,180,151.16,40000,3.6,0.7853982,696,-32.8625,151.3875
715,East Coast (South),East Coast (South),7200,180,142.75,40000,1.5,0.7853982,1664,-34.1125,150.3875
716,East Coast (South),East Coast (South),7200,180,94.07,40000,1.5,1.5707963,2264,-34.8625,149.6375
717,East Coast (South),East Coast (South),7200,180,89.75,40000,2.3,1.5707963,326,-32.9875,150.1375
718,East Coast (South),East Coast (North),7200,180,285.1,40000,2.3,0,402,-26.4875,152.6375
719,East Coast (South),East Coast (North),7200,180,254.82,40000,1.5,0,2022,-28.2375,152.7625
720,East Coast (South),East Coast (North),7200,180,158.23,40000,3.6,2.3561945,1412,-25.4875,151.7625
721,East Coast (South),East Coast (South),8640,180,721.499,100,1.5,0,1658,-34.3375,150.8625
722,East Coast (South),East Coast (South),8640,180,512.308,100,3.6,2.3561945,3384,-28.4375,153.1875
723,East Coast (South),East Coast (South),8640,180,338.999,100,3.6,1.5707963,3171,-30.3125,152.9625
724,East Coast (South),East Coast (South),8640,180,312.826,100,3.6,2.3561945,2871,-34.0625,151.1625
725,East Coast (South),East Coast (South),8640,180,276.877,100,3.6,1.5707963,3524,-33.6875,150.5125
726,East Coast (South),Southern Slopes (Tasmania),8640,180,215.556,100,1.5,1.5707963,2799,-41.8875,145.6125
727,East Coast (South),Southern Slopes (Tasmania),8640,180,212.582,100,1.5,1.5707963,3123,-41.8875,145.5875
728,East Coast (South),Southern Slopes (Tasmania),8640,180,204.763,100,1.5,2.3561945,2796,-41.9125,145.5875
729,East Coast (South),S-SW Flatlands (West),8640,180,198.061,100,1.5,0,805,-31.9625,116.1875
730,East Coast (South),Wet Tropics,8640,180,731.312,100,3.6,0.7853982,2764,-19.1375,146.4625
731,East Coast (South),East Coast (South),8640,180,677.568,200,3.6,0,90,-28.3375,153.2625
732,East Coast (South),East Coast (South),8640,180,526.545,200,1.5,1.5707963,3384,-28.4875,153.1125
733,East Coast (South),East Coast (South),8640,180,488.918,200,3.6,0,870,-28.3375,153.3625
734,East Coast (South),East Coast (South),8640,180,466.618,200,2.3,0.7853982,331,-28.2875,153.3125
735,East Coast (South),East Coast (South),8640,180,386.383,200,2.3,0,141,-28.3375,153.2375
736,East Coast (South),East Coast (South),8640,180,316.578,200,2.3,1.5707963,3169,-30.3125,152.9875
737,East Coast (South),East Coast (South),8640,180,304.505,200,2.3,2.3561945,2871,-34.1125,151.0375
738,East Coast (South),East Coast (South),8640,180,280.491,200,3.6,1.5707963,3524,-33.6875,150.4875
739,East Coast (South),East Coast (North),8640,180,780.766,200,2.3,0,2009,-27.9375,153.1875
740,East Coast (South),East Coast (North),8640,180,638.876,200,2.3,0,270,-28.1875,153.2625
741,East Coast (South),East Coast (South),8640,180,675.487,500,2.3,2.3561945,1658,-34.4625,150.7375
742,East Coast (South),East Coast (South),8640,180,648.7,500,2.3,2.3561945,88,-28.2625,153.1875
743,East Coast (South),East Coast (South),8640,180,587.489,500,2.3,0,2009,-28.2375,153.3125
744,East Coast (South),East Coast (South),8640,180,490.491,500,1.5,0,3384,-28.4875,153.1375
745,East Coast (South),East Coast (South),8640,180,469.241,500,2.3,0,871,-28.5375,153.4375
746,East Coast (South),East Coast (South),8640,180,437.882,500,3.6,2.3561945,37,-34.2875,150.7625
747,East Coast (South),East Coast (South),8640,180,311.687,500,2.3,2.3561945,2597,-28.8625,152.3125
748,East Coast (South),East Coast (South),8640,180,280.873,500,2.3,2.3561945,2871,-34.0625,151.0625
749,East Coast (South),East Coast (South),8640,180,255.287,500,3.6,1.5707963,576,-30.7375,152.0625
750,East Coast (South),East Coast (North),8640,180,712.882,500,2.3,0.7853982,141,-26.6125,152.7625
751,East Coast (South),East Coast (South),8640,180,610.1,1000,2.3,0,80,-28.2875,153.2625
752,East Coast (South),East Coast (South),8640,180,504.97,1000,3.6,2.3561945,1660,-34.4875,150.5625
753,East Coast (South),East Coast (South),8640,180,458.53,1000,2.3,0.7853982,3384,-28.4375,153.1625
754,East Coast (South),East Coast (South),8640,180,448.47,1000,2.3,2.3561945,864,-28.2875,153.4125
755,East Coast (South),East Coast (South),8640,180,388.93,1000,1.5,2.3561945,332,-28.3375,153.3625
756,East Coast (South),East Coast (South),8640,180,372.5,1000,1.5,1.5707963,2000,-28.2875,153.4125
757,East Coast (South),East Coast (South),8640,180,270.28,1000,2.3,0,3170,-30.1375,153.0125
758,East Coast (South),East Coast (South),8640,180,225.29,1000,3.6,1.5707963,589,-28.8375,153.2625
759,East Coast (South),Southern Slopes (mainland),8640,180,239.31,1000,3.6,0.7853982,2870,-34.8375,150.6125
760,East Coast (South),Southern Slopes (mainland),8640,180,140.03,1000,3.6,0,702,-38.1375,146.2125
761,East Coast (South),East Coast (South),8640,180,402.68,2500,2.3,0,865,-28.5375,153.4625
762,East Coast (South),East Coast (South),8640,180,393.15,2500,3.6,2.356194,14,-30.1875,152.6625
763,East Coast (South),East Coast (South),8640,180,372.62,2500,3.6,0,574,-31.1875,152.4125
764,East Coast (South),East Coast (South),8640,180,365.6,2500,2.3,1.570796,3384,-28.4875,152.9625
765,East Coast (South),East Coast (South),8640,180,298.27,2500,1.5,2.356194,330,-28.3375,153.3625
766,East Coast (South),East Coast (South),8640,180,250.23,2500,3.6,0,3167,-29.9375,153.0125
767,East Coast (South),East Coast (North),8640,180,1161.17,2500,2.3,2.356194,1540,-21.5375,149.1625
768,East Coast (South),East Coast (North),8640,180,590.25,2500,2.3,0,135,-26.4875,152.7125
769,East Coast (South),East Coast (North),8640,180,522.67,2500,1.5,0,2007,-27.5375,152.9625
770,East Coast (South),East Coast (North),8640,180,507.05,2500,2.3,0,81,-28.0875,153.2625
771,East Coast (South),East Coast (South),8640,180,410.98,5000,1.5,0,868,-28.4875,153.3125
772,East Coast (South),East Coast (South),8640,180,375.08,5000,3.6,0,1259,-29.0875,153.2125
773,East Coast (South),East Coast (South),8640,180,332.01,5000,1.5,0,575,-31.0875,152.4125
774,East Coast (South),East Coast (South),8640,180,330.02,5000,3.6,0,1659,-34.0875,150.7125
775,East Coast (South),East Coast (South),8640,180,312.05,5000,2.3,0.7853982,3384,-28.6875,152.9125
776,East Coast (South),East Coast (South),8640,180,289.61,5000,2.3,0.7853982,389,-30.4875,152.5125
777,East Coast (South),East Coast (South),8640,180,290.1,5000,3.6,1.5707963,694,-30.2875,152.5125
778,East Coast (South),East Coast (South),8640,180,209.16,5000,1.5,0.7853982,3527,-33.8875,150.2125
779,East Coast (South),East Coast (South),8640,180,201.06,5000,1.5,0.7853982,589,-28.8875,153.1125
780,East Coast (South),East Coast (North),8640,180,1084.11,5000,3.6,0,1538,-21.5875,149.0125
781,East Coast (South),East Coast (South),8640,180,373.55,10000,3.6,0,2658,-30.7875,152.5125
782,East Coast (South),East Coast (South),8640,180,364.14,10000,1.5,0,2008,-29.5875,152.8125
783,East Coast (South),East Coast (South),8640,180,346,10000,1.5,2.3561945,39,-34.1875,150.3125
784,East Coast (South),East Coast (South),8640,180,296.38,10000,2.3,0.7853982,2596,-28.5875,152.9125
785,East Coast (South),East Coast (South),8640,180,296.53,10000,1.5,0,1659,-34.1875,150.6125
786,East Coast (South),East Coast (South),8640,180,278.53,10000,2.3,0.7853982,3384,-28.5875,152.9125
787,East Coast (South),East Coast (South),8640,180,279.38,10000,1.5,0,575,-31.1875,152.3125
788,East Coast (South),East Coast (South),8640,180,253.52,10000,3.6,0.7853982,388,-30.6875,152.4125
789,East Coast (South),East Coast (South),8640,180,199.46,10000,3.6,0,3168,-29.5875,152.9125
790,East Coast (South),East Coast (North),8640,180,988.7,10000,2.3,0,1538,-21.6875,149.0125
791,East Coast (South),East Coast (South),8640,180,319.36,20000,2.3,0,2657,-30.7375,152.5125
792,East Coast (South),East Coast (South),8640,180,270.8,20000,3.6,0,867,-28.7375,153.1375
793,East Coast (South),East Coast (South),8640,180,247.4,20000,3.6,0.7853982,3494,-30.9875,152.2625
794,East Coast (South),East Coast (South),8640,180,235.58,20000,2.3,0,695,-30.8625,152.6375
795,East Coast (South),East Coast (South),8640,180,206.19,20000,1.5,0,1659,-34.2375,150.6375
796,East Coast (South),East Coast (South),8640,180,202.42,20000,1.5,0,386,-30.9875,152.2625
797,East Coast (South),East Coast (South),8640,180,168.65,20000,3.6,0,3166,-29.6125,152.8875
798,East Coast (South),East Coast (South),8640,180,127.69,20000,1.5,0.7853982,3525,-34.1125,150.3875
799,East Coast (South),East Coast (North),8640,180,359.6,20000,1.5,0,1602,-21.6125,148.8875
800,East Coast (South),East Coast (North),8640,180,338.29,20000,2.3,0,150,-26.4875,152.6375
801,East Coast (South),East Coast (South),8640,180,212.82,40000,2.3,0,873,-28.8625,152.8875
802,East Coast (South),East Coast (South),8640,180,156.66,40000,3.6,0.7853982,695,-32.8625,151.3875
803,East Coast (South),East Coast (South),8640,180,145.91,40000,1.5,0.7853982,1667,-34.1125,150.3875
804,East Coast (South),East Coast (North),8640,180,292.5,40000,1.5,0,2007,-28.2375,152.7625
805,East Coast (South),East Coast (North),8640,180,204.53,40000,2.3,0,1261,-28.1125,152.8875
806,East Coast (South),Central Slopes,8640,180,196.43,40000,3.6,0.7853982,142,-27.3625,151.8875
807,East Coast (South),Wet Tropics,8640,180,326.45,40000,1.5,2.3561945,3230,-19.6125,146.3875
808,East Coast (South),Wet Tropics,8640,180,308.61,40000,3.6,2.3561945,1452,-19.3625,146.5125
809,East Coast (South),Monsoonal North,8640,180,278.06,40000,3.6,1.5707963,2756,-19.4875,145.7625
810,East Coast (South),Monsoonal North,8640,180,233.62,40000,1.5,2.3561945,2194,-18.9875,145.7625
811,East Coast (South),East Coast (South),10080,180,523.634,100,1.5,0.7853982,3383,-28.4875,153.1875
812,East Coast (South),East Coast (South),10080,180,393.546,100,3.6,0.7853982,36,-33.7625,151.1875
813,East Coast (South),East Coast (South),10080,180,278.55,100,3.6,1.5707963,3523,-33.6875,150.5125
814,East Coast (South),Southern Slopes (Tasmania),10080,180,246.439,100,1.5,2.3561945,2798,-41.8875,145.5875
815,East Coast (South),Southern Slopes (Tasmania),10080,180,238.14,100,1.5,1.5707963,3122,-41.8875,145.5875
816,East Coast (South),S-SW Flatlands (West),10080,180,242.26,100,1.5,0,804,-31.9875,116.1875
817,East Coast (South),Wet Tropics,10080,180,750.103,100,3.6,0.7853982,2754,-19.1375,146.4625
818,East Coast (South),Wet Tropics,10080,180,705.771,100,3.6,0,3245,-17.7875,145.9125
819,East Coast (South),Wet Tropics,10080,180,666.883,100,1.5,1.5707963,2473,-17.8625,145.6625
820,East Coast (South),Monsoonal North,10080,180,371.69,100,1.5,1.5707963,2835,-12.3875,130.9125
821,East Coast (South),East Coast (South),10080,180,725.477,200,3.6,0,83,-28.3375,153.2625
822,East Coast (South),East Coast (South),10080,180,534.995,200,2.3,0.7853982,3383,-28.4875,153.1125
823,East Coast (South),East Coast (South),10080,180,503.577,200,3.6,0,860,-28.3375,153.3625
824,East Coast (South),East Coast (South),10080,180,389.593,200,2.3,0.7853982,36,-33.7625,151.1625
825,East Coast (South),East Coast (South),10080,180,282.3,200,3.6,1.5707963,3522,-33.6875,150.4875
826,East Coast (South),East Coast (North),10080,180,607.77,200,2.3,0,339,-26.6875,152.8875
827,East Coast (South),Southern Slopes (Tasmania),10080,180,224.876,200,2.3,2.3561945,2797,-41.9125,145.5875
828,East Coast (South),S-SW Flatlands (West),10080,180,233.914,200,1.5,0,804,-31.9875,116.2125
829,East Coast (South),Wet Tropics,10080,180,1559.754,200,2.3,2.3561945,1548,-20.9875,148.6375
830,East Coast (South),Wet Tropics,10080,180,799.634,200,3.6,0.7853982,3220,-19.0625,146.4125
831,East Coast (South),East Coast (South),10080,180,692.927,500,2.3,2.3561945,82,-28.2625,153.1875
832,East Coast (South),East Coast (South),10080,180,599.772,500,2.3,0,2001,-28.2375,153.3125
833,East Coast (South),East Coast (South),10080,180,499.994,500,1.5,0,3383,-28.4875,153.1375
834,East Coast (South),East Coast (South),10080,180,492.617,500,2.3,0,861,-28.6625,153.4625
835,East Coast (South),East Coast (South),10080,180,448.655,500,3.6,2.3561945,35,-34.2875,150.7625
