EventID,Region,Region (source),Duration,TimeStep,Original Burst Depth (mm),Area,AspectRatio,Rotation,Burst Start Time,Lat,Long
836,East Coast (South),East Coast (South),10080,180,316.243,500,2.3,2.3561945,2595,-28.8625,152.3125
837,East Coast (South),East Coast (North),10080,180,732.999,500,2.3,0.7853982,139,-26.6125,152.7625
838,East Coast (South),East Coast (North),10080,180,586.698,500,2.3,0,339,-26.6125,152.8875
839,East Coast (South),S-SW Flatlands (West),10080,180,140.755,500,2.3,0.7853982,1150,-28.5375,114.7125
840,East Coast (South),Wet Tropics,10080,180,1488.246,500,2.3,2.3561945,1548,-20.9875,148.6625
841,East Coast (South),East Coast (South),10080,180,462.19,1000,2.3,2.3561945,3383,-28.5375,153.1625
842,East Coast (South),East Coast (South),10080,180,468.54,1000,2.3,2.3561945,858,-28.2875,153.4125
843,East Coast (South),East Coast (North),10080,180,668.88,1000,2.3,0,84,-28.0875,153.2625
844,East Coast (South),East Coast (North),10080,180,608.13,1000,2.3,0,2003,-27.8875,153.1625
845,East Coast (South),Wet Tropics,10080,180,1423.05,1000,2.3,1.5707963,1548,-20.9875,148.7625
846,East Coast (South),Wet Tropics,10080,180,944.79,1000,2.3,0,3220,-18.8875,146.1625
847,East Coast (South),Wet Tropics,10080,180,588.16,1000,1.5,0,2474,-17.7875,145.8125
848,East Coast (South),Wet Tropics,10080,180,456.59,1000,3.6,2.3561945,397,-21.0875,148.7125
849,East Coast (South),Monsoonal North,10080,180,496.15,1000,3.6,0,3409,-20.9375,148.6125
850,East Coast (South),Monsoonal North,10080,180,308.38,1000,1.5,0.7853982,2911,-13.1375,130.9625
851,East Coast (South),East Coast (South),10080,180,520.12,2500,2.3,0,94,-28.2875,153.2625
852,East Coast (South),East Coast (South),10080,180,455.42,2500,2.3,0,859,-28.5375,153.4625
853,East Coast (South),East Coast (South),10080,180,439.86,2500,2.3,2.356194,35,-34.3375,150.4125
854,East Coast (South),East Coast (South),10080,180,373.53,2500,2.3,1.570796,3383,-28.4875,152.9625
855,East Coast (South),East Coast (South),10080,180,305.98,2500,1.5,2.356194,329,-28.3375,153.3625
856,East Coast (South),East Coast (North),10080,180,1190.93,2500,3.6,2.356194,1568,-21.3875,148.9625
857,East Coast (South),East Coast (North),10080,180,627.2,2500,2.3,0,142,-26.5875,152.7625
858,East Coast (South),East Coast (North),10080,180,524.18,2500,1.5,0,2000,-27.5375,152.9625
859,East Coast (South),East Coast (North),10080,180,470.27,2500,1.5,2.356194,341,-26.4375,152.7625
860,East Coast (South),Southern Slopes (Tasmania),10080,180,165.67,2500,3.6,2.356194,3519,-42.5375,145.7625
861,East Coast (South),East Coast (South),10080,180,428.92,5000,1.5,0,862,-28.4875,153.3125
862,East Coast (South),East Coast (South),10080,180,315.75,5000,2.3,0.7853982,3382,-28.6875,152.9125
863,East Coast (South),East Coast (North),10080,180,1215.52,5000,3.6,0,1565,-21.5875,149.0125
864,East Coast (South),East Coast (North),10080,180,445.09,5000,2.3,2.3561945,2004,-27.5875,152.9125
865,East Coast (South),East Coast (North),10080,180,365.34,5000,3.6,0.7853982,3446,-21.3875,148.4125
866,East Coast (South),East Coast (North),10080,180,329.57,5000,3.6,1.5707963,82,-28.2875,152.9125
867,East Coast (South),Wet Tropics,10080,180,645.63,5000,1.5,2.3561945,3220,-19.0875,146.0125
868,East Coast (South),Wet Tropics,10080,180,537.48,5000,1.5,0,2754,-18.9875,146.1125
869,East Coast (South),Wet Tropics,10080,180,497.01,5000,3.6,2.3561945,1002,-18.9875,146.0125
870,East Coast (South),Wet Tropics,10080,180,469.03,5000,3.6,0,1599,-18.2875,145.9125
871,East Coast (South),East Coast (South),10080,180,366.5,10000,1.5,0,1997,-29.5875,152.8125
872,East Coast (South),East Coast (South),10080,180,346.29,10000,3.6,0,866,-28.5875,153.2125
873,East Coast (South),East Coast (South),10080,180,283.48,10000,2.3,0.7853982,3383,-28.5875,152.9125
874,East Coast (South),East Coast (South),10080,180,262.05,10000,3.6,0.7853982,385,-30.6875,152.4125
875,East Coast (South),East Coast (North),10080,180,1117.18,10000,2.3,0,1565,-21.6875,149.0125
876,East Coast (South),East Coast (North),10080,180,476.33,10000,1.5,2.3561945,137,-26.6875,152.7125
877,East Coast (South),East Coast (North),10080,180,388.84,10000,1.5,0.7853982,2004,-27.6875,152.6125
878,East Coast (South),East Coast (North),10080,180,358.92,10000,2.3,0.7853982,3440,-21.3875,148.5125
879,East Coast (South),Wet Tropics,10080,180,572.82,10000,1.5,0,3220,-18.9875,146.0125
880,East Coast (South),Wet Tropics,10080,180,481.21,10000,2.3,0,1592,-18.2875,145.9125
881,East Coast (South),East Coast (South),10080,180,312.03,20000,2.3,0,1997,-29.6125,152.7625
882,East Coast (South),East Coast (South),10080,180,240.11,20000,1.5,0,863,-28.8625,153.0125
883,East Coast (South),East Coast (North),10080,180,874.31,20000,2.3,2.3561945,1541,-21.7375,149.1375
884,East Coast (South),East Coast (North),10080,180,378.45,20000,2.3,0,136,-26.4875,152.6375
885,East Coast (South),Central Slopes,10080,180,247.3,20000,3.6,0.7853982,1999,-28.1125,152.2625
886,East Coast (South),Wet Tropics,10080,180,396.11,20000,3.6,2.3561945,3219,-19.4875,146.6375
887,East Coast (South),Wet Tropics,10080,180,394.2,20000,3.6,2.3561945,2755,-19.4875,146.6375
888,East Coast (South),Wet Tropics,10080,180,294.29,20000,3.6,0,1585,-18.8625,145.8875
889,East Coast (South),Wet Tropics,10080,180,168.62,20000,3.6,2.3561945,1234,-17.6125,145.1375
890,East Coast (South),Monsoonal North,10080,180,344.74,20000,2.3,2.3561945,2187,-18.9875,146.0125
891,East Coast (South),East Coast (North),10080,180,295.14,40000,1.5,0,2006,-28.2375,152.7625
