Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
4601,East Coast (South),East Coast (South),540,2,186,rare,1.0209,4/30/1988 8:35,4/30/1988 17:30,115095,1849,qcd_566040_233,-33.7698,151.0671
4657,East Coast (South),East Coast (South),540,3,165.66,rare,0.8794,3/19/1978 5:55,3/19/1978 14:50,38353,499,qcd_060106,-31.6647,152.0637
4743,East Coast (South),East Coast (South),540,1,208.4,rare,1.2902,2/1/2001 8:45,2/1/2001 17:40,61099,960,qcd_203010_77,-28.7365,153.164
4744,East Coast (South),East Coast (South),540,2,204.15,rare,2.3914,2/24/1975 9:10,2/24/1975 18:05,37917,496,qcd_060080,-31.6274,152.443
4745,East Coast (South),East Coast (South),540,2,168,rare,2.2899,1/16/1988 21:30,1/17/1988 6:25,115004,1848,qcd_566038_233,-33.8578,151.2788
4746,East Coast (South),East Coast (South),540,2,139.67,rare,2.3396,10/21/1967 0:50,10/21/1967 9:45,38882,504,qcd_061151,-32.2426,151.683
4750,East Coast (South),East Coast (South),540,3,173.99,rare,2.4593,2/9/1992 16:30,2/10/1992 1:25,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4754,East Coast (South),East Coast (South),540,3,205.63,rare,0.6488,3/10/1974 12:55,3/10/1974 21:50,36385,479,qcd_058076,-29.7,152.9333
4802,East Coast (South),East Coast (South),720,1,90.61,frequent,14.5779,2/3/1990 21:05,2/4/1990 9:00,42702,552,qcd_067033,-33.6022,150.7794
4804,East Coast (South),East Coast (South),720,1,97.75,frequent,15.7445,2/9/1992 1:00,2/9/1992 12:55,42457,547,qcd_066137,-33.9181,150.9864
4805,East Coast (South),East Coast (South),720,2,123.64,frequent,14.4418,1/9/1949 18:55,1/10/1949 6:50,42157,543,qcd_066062,-33.8607,151.205
4806,East Coast (South),East Coast (South),720,2,154.12,frequent,14.5973,3/21/1983 0:35,3/21/1983 12:30,118820,1917,qcd_568070_231,-34.5542,150.5694
4807,East Coast (South),East Coast (South),720,2,91.97,frequent,14.618,3/19/1978 8:20,3/19/1978 20:15,39972,519,qcd_061288,-32.3322,151.4595
4808,East Coast (South),East Coast (South),720,2,103.23,frequent,14.9758,10/11/1982 1:10,10/11/1982 13:05,38339,499,qcd_060106,-31.6647,152.0637
4809,East Coast (South),East Coast (South),720,2,125.72,frequent,15.0094,9/24/1995 23:45,9/25/1995 11:40,117998,1904,qcd_568047_231,-34.3306,150.6097
4810,East Coast (South),East Coast (South),720,3,90.58,frequent,14.645,5/22/1981 19:20,5/23/1981 7:15,39632,515,qcd_061238,-32.8143,151.3025
4811,East Coast (South),East Coast (South),720,3,129.51,frequent,14.7289,3/11/1974 1:35,3/11/1974 13:30,37780,494,qcd_060030,-31.9033,152.4496
4813,East Coast (South),East Coast (South),720,3,62.69,frequent,14.8205,8/23/2003 13:05,8/24/2003 1:00,113934,1832,qcd_563075_231,-33.1213,150.046
4703,East Coast (South),East Coast (South),720,2,187,intermediate,6.3822,8/31/1996 0:55,8/31/1996 12:50,121444,1962,qcd_568189_233,-34.1891,150.9794
4788,East Coast (South),East Coast (South),720,1,128.46,intermediate,8.2334,3/10/1958 0:05,3/10/1958 12:00,114922,1847,qcd_566037_233,-33.8085,151.0907
4789,East Coast (South),East Coast (South),720,1,86.6,intermediate,5.9046,6/26/1997 16:05,6/27/1997 4:00,44008,571,qcd_070080,-34.4048,149.8197
4790,East Coast (South),East Coast (South),720,2,104.47,intermediate,14.2618,3/8/1967 9:20,3/8/1967 21:15,38869,504,qcd_061151,-32.2426,151.683
4791,East Coast (South),East Coast (South),720,2,130,intermediate,3.3079,2/9/1992 14:30,2/10/1992 2:25,116833,1882,qcd_567085_233,-33.608,150.7671
4792,East Coast (South),East Coast (South),720,2,144.85,intermediate,3.5368,7/5/1988 15:55,7/6/1988 3:50,118303,1908,qcd_568051_231,-34.0089,150.507
4793,East Coast (South),East Coast (South),720,2,129.14,intermediate,10.2865,5/17/1977 3:15,5/17/1977 15:10,36505,481,qcd_058099,-29.2823,152.9886
4794,East Coast (South),East Coast (South),720,3,88,intermediate,4.2556,2/5/2010 16:55,2/6/2010 4:50,113696,1828,qcd_563064_233,-32.2375,150.6306
4800,East Coast (South),East Coast (South),720,3,138.79,intermediate,9.3893,4/3/1988 16:10,4/4/1988 4:05,118378,1910,qcd_568054_231,-34.4761,150.5222
4801,East Coast (South),East Coast (South),720,3,97.65,intermediate,8.8185,9/24/1995 21:35,9/25/1995 9:30,113418,1824,qcd_563056_231,-34.0333,150.2153
4443,East Coast (South),East Coast (South),720,2,222.5,rare,0.1048,8/5/1986 10:00,8/5/1986 21:55,116588,1877,qcd_567077_233,-33.8807,150.9504
4654,East Coast (South),East Coast (South),720,1,361.07,rare,0.193,2/28/1976 11:35,2/28/1976 23:30,36900,486,qcd_058131,-28.8521,153.4556
4724,East Coast (South),East Coast (South),720,2,139.51,rare,0.4748,6/8/2007 2:20,6/8/2007 14:15,62383,989,qcd_210076_77,-32.3366,150.9824
4747,East Coast (South),East Coast (South),720,3,166.7,rare,1.7074,10/20/1967 21:50,10/21/1967 9:45,38882,504,qcd_061151,-32.2426,151.683
4751,East Coast (South),East Coast (South),720,3,210.4,rare,1.6438,2/9/1992 14:40,2/10/1992 2:35,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4758,East Coast (South),East Coast (South),720,2,164.8,rare,2.286,2/23/2004 20:30,2/24/2004 8:25,37092,488,qcd_058192,-28.9883,152.8809
4777,East Coast (South),East Coast (South),720,1,155.59,rare,2.4317,1/19/1971 12:15,1/20/1971 0:10,38903,504,qcd_061151,-32.2426,151.683
4785,East Coast (South),East Coast (South),720,2,157.5,rare,0.7366,10/24/1987 13:50,10/25/1987 1:45,120288,1940,qcd_568147_233,-34.0996,150.6981
4786,East Coast (South),East Coast (South),720,2,110.39,rare,1.2895,2/24/1976 20:25,2/25/1976 8:20,39883,518,qcd_061287,-32.1852,150.1737
4787,East Coast (South),East Coast (South),720,3,178.13,rare,2.664,2/20/1954 13:00,2/21/1954 0:55,36047,475,qcd_058025,-29.7067,152.94
4833,East Coast (South),East Coast (South),1080,1,79,frequent,15.0169,6/30/2005 0:55,6/30/2005 18:50,113678,1828,qcd_563064_233,-32.2375,150.6306
4834,East Coast (South),East Coast (South),1080,1,96.05,frequent,15.1106,7/10/1962 3:05,7/10/1962 21:00,35203,463,qcd_056059,-29.05,152.1
4836,East Coast (South),East Coast (South),1080,2,80.62,frequent,14.6879,6/22/1998 7:00,6/23/1998 0:55,62042,982,qcd_208009_77,-31.5795,151.3154
4837,East Coast (South),East Coast (South),1080,2,95.81,frequent,14.8691,9/24/1995 7:10,9/25/1995 1:05,113869,1831,qcd_563073_231,-33.6139,150.1561
4838,East Coast (South),East Coast (South),1080,2,153.87,frequent,15.0039,5/9/1980 5:40,5/9/1980 23:35,38137,497,qcd_060085,-31.3865,152.2482
4842,East Coast (South),East Coast (South),1080,2,161.41,frequent,15.0352,6/17/1949 18:10,6/18/1949 12:05,42319,544,qcd_066063,-33.7206,151.1128
4845,East Coast (South),East Coast (South),1080,2,143.19,frequent,15.2667,1/4/2008 9:05,1/5/2008 3:00,61052,959,qcd_203005_77,-28.5049,152.9669
4846,East Coast (South),East Coast (South),1080,3,106.09,frequent,15.1779,3/20/1983 23:40,3/21/1983 17:35,113333,1823,qcd_563055_231,-34.1139,150.2194
4849,East Coast (South),East Coast (South),1080,3,222.19,frequent,15.5718,2/16/2009 5:50,2/16/2009 23:45,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4855,East Coast (South),East Coast (South),1080,3,199.13,frequent,15.8669,10/23/1999 16:20,10/24/1999 10:15,118441,1911,qcd_568058_231,-34.4583,150.6444
4710,East Coast (South),East Coast (South),1080,2,252.4,intermediate,8.4849,2/24/2004 3:30,2/24/2004 21:25,36658,483,qcd_058113,-28.4738,153.0861
4716,East Coast (South),East Coast (South),1080,2,322.08,intermediate,5.1315,3/9/1974 23:05,3/10/1974 17:00,36786,485,qcd_058129,-28.4659,153.2631
4733,East Coast (South),East Coast (South),1080,2,222.42,intermediate,11.3345,10/24/1987 5:55,10/24/1987 23:50,118119,1906,qcd_568049_231,-34.3264,150.7417
4824,East Coast (South),East Coast (South),1080,1,91.66,intermediate,6.3238,1/22/1976 19:00,1/23/1976 12:55,40546,526,qcd_062020,-32.5014,150.0333
4825,East Coast (South),East Coast (South),1080,1,209.5,intermediate,3.5038,2/2/1990 11:05,2/3/1990 5:00,115014,1848,qcd_566038_233,-33.8578,151.2788
4826,East Coast (South),East Coast (South),1080,2,146.14,intermediate,9.3358,5/17/1995 15:05,5/18/1995 9:00,112686,1815,qcd_563046_231,-33.8889,150.3861
4827,East Coast (South),East Coast (South),1080,2,152.19,intermediate,11.1591,8/29/1963 9:20,8/30/1963 3:15,42333,545,qcd_066078,-34.0517,150.98
4828,East Coast (South),East Coast (South),1080,3,136.52,intermediate,10.9109,12/25/1962 23:15,12/26/1962 17:10,38893,504,qcd_061151,-32.2426,151.683
4830,East Coast (South),East Coast (South),1080,3,102.91,intermediate,10.9149,5/22/1981 15:20,5/23/1981 9:15,39266,511,qcd_061209,-32.9597,150.675
4832,East Coast (South),East Coast (South),1080,3,137.2,intermediate,11.6301,5/21/2009 5:55,5/21/2009 23:50,37118,488,qcd_058192,-28.9883,152.8809
4491,East Coast (South),East Coast (South),1080,1,268.64,rare,1.1153,2/2/1990 11:45,2/3/1990 5:40,39524,514,qcd_061223,-32.9131,151.75
4727,East Coast (South),East Coast (South),1080,3,180.5,rare,2.4265,6/10/1991 3:20,6/10/1991 21:15,116596,1877,qcd_567077_233,-33.8807,150.9504
4748,East Coast (South),East Coast (South),1080,2,205.44,rare,1.6553,10/20/1967 21:15,10/21/1967 15:10,38882,504,qcd_061151,-32.2426,151.683
4778,East Coast (South),East Coast (South),1080,2,233.48,rare,0.839,1/19/1971 12:50,1/20/1971 6:45,38903,504,qcd_061151,-32.2426,151.683
4814,East Coast (South),East Coast (South),1080,1,241.5,rare,2.1459,2/9/1992 3:35,2/9/1992 21:30,115725,1859,qcd_566071_233,-33.7338,151.2208
4815,East Coast (South),East Coast (South),1080,2,245.5,rare,1.2378,4/10/1998 6:50,4/11/1998 0:45,115604,1857,qcd_566065_233,-33.8773,151.1673
4816,East Coast (South),East Coast (South),1080,2,180.4,rare,0.3471,3/9/2001 4:05,3/9/2001 22:00,35758,470,qcd_057103,-30.0093,152.0101
4818,East Coast (South),East Coast (South),1080,2,223.06,rare,0.6125,7/5/1988 11:35,7/6/1988 5:30,112598,1814,qcd_563043_231,-33.9844,150.1167
4819,East Coast (South),East Coast (South),1080,2,385.03,rare,1.1427,4/27/1963 11:05,4/28/1963 5:00,37552,492,qcd_059040,-30.3107,153.1187
4823,East Coast (South),East Coast (South),1080,3,146.74,rare,3.1392,9/24/1995 15:40,9/25/1995 9:35,112214,1810,qcd_563037_231,-34.0683,150.4033
4847,East Coast (South),East Coast (South),1440,3,121.74,frequent,14.7368,3/20/1983 17:40,3/21/1983 17:35,113333,1823,qcd_563055_231,-34.1139,150.2194
4875,East Coast (South),East Coast (South),1440,1,127.03,frequent,15.5956,2/1/2001 12:00,2/2/2001 11:55,61556,970,qcd_204036_77,-28.9325,152.2182
4876,East Coast (South),East Coast (South),1440,1,214.72,frequent,15.6437,3/1/1975 22:05,3/2/1975 22:00,36245,477,qcd_058044,-28.5966,153.2233
4877,East Coast (South),East Coast (South),1440,2,158.8,frequent,14.6685,11/13/1969 5:35,11/14/1969 5:30,114928,1847,qcd_566037_233,-33.8085,151.0907
4878,East Coast (South),East Coast (South),1440,2,100.04,frequent,14.7119,1/22/1976 17:35,1/23/1976 17:30,40120,520,qcd_061309,-32.6881,150.9728
4879,East Coast (South),East Coast (South),1440,2,112.78,frequent,15.0475,11/10/1975 10:05,11/11/1975 10:00,35396,466,qcd_057033,-30.5112,152.0427
4880,East Coast (South),East Coast (South),1440,2,188.4,frequent,15.1647,3/8/2001 19:05,3/9/2001 19:00,37227,489,qcd_059000,-30.8141,152.5129
4882,East Coast (South),East Coast (South),1440,2,172.07,frequent,15.1668,1/11/1968 21:25,1/12/1968 21:20,37768,494,qcd_060030,-31.9033,152.4496
4883,East Coast (South),East Coast (South),1440,3,104.51,frequent,14.4863,7/10/1962 5:35,7/11/1962 5:30,35877,471,qcd_057104,-31.2739,151.9655
4885,East Coast (South),East Coast (South),1440,3,224.95,frequent,15.6819,8/5/1986 5:10,8/6/1986 5:05,118755,1916,qcd_568069_231,-34.1817,150.9233
4680,East Coast (South),East Coast (South),1440,2,211.45,intermediate,4.1243,6/11/1967 16:30,6/12/1967 16:25,36139,476,qcd_058026,-28.4414,152.8296
4831,East Coast (South),East Coast (South),1440,3,133.24,intermediate,5.7862,5/22/1981 10:05,5/23/1981 10:00,39266,511,qcd_061209,-32.9597,150.675
4835,East Coast (South),East Coast (South),1440,1,116.19,intermediate,10.4002,7/10/1962 1:20,7/11/1962 1:15,35203,463,qcd_056059,-29.05,152.1
4866,East Coast (South),East Coast (South),1440,1,230.6,intermediate,12.584,7/19/1965 13:15,7/20/1965 13:10,36233,477,qcd_058044,-28.5966,153.2233
4867,East Coast (South),East Coast (South),1440,2,192.46,intermediate,4.1194,1/12/1968 0:10,1/13/1968 0:05,38886,504,qcd_061151,-32.2426,151.683
4869,East Coast (South),East Coast (South),1440,2,100.25,intermediate,6.9911,10/24/1999 0:15,10/25/1999 0:10,62737,998,qcd_21210065_77,-34.6595,149.5608
4870,East Coast (South),East Coast (South),1440,2,183,intermediate,9.487,9/24/1995 19:05,9/25/1995 19:00,114422,1842,qcd_566026_233,-33.9226,151.1556
4871,East Coast (South),East Coast (South),1440,2,161.39,intermediate,13.8577,5/6/1953 23:35,5/7/1953 23:30,114926,1847,qcd_566037_233,-33.8085,151.0907
4872,East Coast (South),East Coast (South),1440,3,180.09,intermediate,9.1286,4/6/1962 21:35,4/7/1962 21:30,36049,475,qcd_058025,-29.7067,152.94
4873,East Coast (South),East Coast (South),1440,3,166.47,intermediate,3.9109,5/8/1980 17:00,5/9/1980 16:55,35444,467,qcd_057056,-30.75,152.0667
4655,East Coast (South),East Coast (South),1440,2,527.88,rare,0.0937,2/28/1976 2:45,2/29/1976 2:40,36900,486,qcd_058131,-28.8521,153.4556
4661,East Coast (South),East Coast (South),1440,3,150.62,rare,3.1575,1/20/1956 22:55,1/21/1956 22:50,35202,463,qcd_056059,-29.05,152.1
4728,East Coast (South),East Coast (South),1440,2,217.5,rare,1.8738,6/10/1991 2:05,6/11/1991 2:00,116596,1877,qcd_567077_233,-33.8807,150.9504
4749,East Coast (South),East Coast (South),1440,2,242.98,rare,1.3117,10/20/1967 21:05,10/21/1967 21:00,38882,504,qcd_061151,-32.2426,151.683
4755,East Coast (South),East Coast (South),1440,2,404.16,rare,0.1468,3/9/1974 23:50,3/10/1974 23:45,36385,479,qcd_058076,-29.7,152.9333
4817,East Coast (South),East Coast (South),1440,2,215.4,rare,0.1934,3/9/2001 3:05,3/10/2001 3:00,35758,470,qcd_057103,-30.0093,152.0101
4856,East Coast (South),East Coast (South),1440,1,146.8,rare,1.4021,6/8/2007 4:10,6/9/2007 4:05,39894,518,qcd_061287,-32.1852,150.1737
4859,East Coast (South),East Coast (South),1440,1,321.65,rare,0.8371,2/2/1990 9:40,2/3/1990 9:35,137620,2216,qcd_lisarow_58,-33.3833,151.375
4860,East Coast (South),East Coast (South),1440,2,221.15,rare,2.1096,3/19/1978 5:45,3/20/1978 5:40,38908,504,qcd_061151,-32.2426,151.683
4865,East Coast (South),East Coast (South),1440,2,128.7,rare,2.1589,6/26/1997 10:55,6/27/1997 10:50,62656,996,qcd_21210063_77,-34.6438,149.5583
4848,East Coast (South),East Coast (South),1800,3,136.29,frequent,14.6838,3/20/1983 11:40,3/21/1983 17:35,113333,1823,qcd_563055_231,-34.1139,150.2194
4881,East Coast (South),East Coast (South),1800,2,212.8,frequent,14.6678,3/8/2001 16:30,3/9/2001 22:25,37227,489,qcd_059000,-30.8141,152.5129
4895,East Coast (South),East Coast (South),1800,1,91.8,frequent,15.4667,4/12/1994 5:45,4/13/1994 11:40,122333,1974,qcd_570340_231,-34.9056,149.6708
4896,East Coast (South),East Coast (South),1800,1,275.39,frequent,16.0475,8/1/1990 2:40,8/2/1990 8:35,119601,1929,qcd_568102_231,-34.5522,150.6317
4899,East Coast (South),East Coast (South),1800,2,168.11,frequent,14.4482,3/17/1978 13:00,3/18/1978 18:55,36151,476,qcd_058026,-28.4414,152.8296
4900,East Coast (South),East Coast (South),1800,2,157.6,frequent,14.7467,5/6/2001 14:55,5/7/2001 20:50,38915,504,qcd_061151,-32.2426,151.683
4901,East Coast (South),East Coast (South),1800,2,278.03,frequent,15.954,2/9/1992 1:55,2/10/1992 7:50,118567,1913,qcd_568061_231,-34.4056,150.7097
4902,East Coast (South),East Coast (South),1800,2,135.94,frequent,16.7588,1/18/1971 23:10,1/20/1971 5:05,39982,519,qcd_061288,-32.3322,151.4595
4906,East Coast (South),East Coast (South),1800,3,167.5,frequent,16.3691,1/21/1999 8:05,1/22/1999 14:00,117353,1893,qcd_567147_233,-33.7437,150.9924
4907,East Coast (South),East Coast (South),1800,3,167,frequent,18.3924,6/28/2005 18:00,6/29/2005 23:55,36520,481,qcd_058099,-29.2823,152.9886
4713,East Coast (South),East Coast (South),1800,2,173,intermediate,7.1354,4/29/1988 6:15,4/30/1988 12:10,116911,1883,qcd_567087_233,-33.7342,150.7692
4868,East Coast (South),East Coast (South),1800,2,225.3,intermediate,3.2762,1/11/1968 16:00,1/12/1968 21:55,38886,504,qcd_061151,-32.2426,151.683
4884,East Coast (South),East Coast (South),1800,3,118.44,intermediate,13.806,7/10/1962 1:15,7/11/1962 7:10,35877,471,qcd_057104,-31.2739,151.9655
4888,East Coast (South),East Coast (South),1800,1,319.4,intermediate,8.4177,1/31/2001 11:40,2/1/2001 17:35,140351,2265,qcd_southboambe_58,-30.3417,153.0512
4889,East Coast (South),East Coast (South),1800,1,169.82,intermediate,4.7787,1/19/1971 0:50,1/20/1971 6:45,39050,506,qcd_061158,-32.5067,151.3779
4890,East Coast (South),East Coast (South),1800,2,364.79,intermediate,7.1856,2/16/2009 2:25,2/17/2009 8:20,137974,2223,qcd_middleboamb_58,-30.3262,153.048
4891,East Coast (South),East Coast (South),1800,2,140.78,intermediate,9.5761,5/7/1963 18:30,5/9/1963 0:25,35399,466,qcd_057033,-30.5112,152.0427
4892,East Coast (South),East Coast (South),1800,2,254.5,intermediate,3.9026,2/8/1992 14:25,2/9/1992 20:20,116346,1873,qcd_566100_233,-33.808,151.3019
4893,East Coast (South),East Coast (South),1800,3,390.12,intermediate,3.7562,3/17/1978 15:45,3/18/1978 21:40,36665,483,qcd_058113,-28.4738,153.0861
4894,East Coast (South),East Coast (South),1800,3,200.96,intermediate,3.7506,8/4/1986 22:55,8/6/1986 4:50,62805,999,qcd_212320_77,-33.876,150.7698
2737,East Coast (South),East Coast (South),1800,2,212.98,rare,1.8688,6/12/1967 9:05,6/13/1967 15:00,35463,467,qcd_057056,-30.75,152.0667
4492,East Coast (South),East Coast (South),1800,1,323.13,rare,1.1065,2/2/1990 11:35,2/3/1990 17:30,39524,514,qcd_061223,-32.9131,151.75
4687,East Coast (South),East Coast (South),1800,2,550.84,rare,0.1484,3/9/1974 20:10,3/11/1974 2:05,36926,486,qcd_058131,-28.8521,153.4556
4752,East Coast (South),East Coast (South),1800,3,333.26,rare,1.2102,2/8/1992 20:30,2/10/1992 2:25,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4762,East Coast (South),East Coast (South),1800,2,150.6,rare,1.5212,6/26/1997 7:50,6/27/1997 13:45,62536,993,qcd_21210060_77,-34.6423,149.5663
4779,East Coast (South),East Coast (South),1800,1,299.72,rare,0.7835,1/19/1971 12:30,1/20/1971 18:25,38903,504,qcd_061151,-32.2426,151.683
4820,East Coast (South),East Coast (South),1800,3,463.5,rare,0.9198,4/26/1963 23:05,4/28/1963 5:00,37552,492,qcd_059040,-30.3107,153.1187
4857,East Coast (South),East Coast (South),1800,2,162.4,rare,1.385,6/7/2007 22:10,6/9/2007 4:05,39894,518,qcd_061287,-32.1852,150.1737
4874,East Coast (South),East Coast (South),1800,3,216.5,rare,1.7152,5/8/1980 10:15,5/9/1980 16:10,35444,467,qcd_057056,-30.75,152.0667
4886,East Coast (South),East Coast (South),1800,2,363.99,rare,0.2923,8/5/1986 0:10,8/6/1986 6:05,113573,1826,qcd_563059_231,-33.6897,150.3008
4903,East Coast (South),East Coast (South),2160,2,150.55,frequent,15.4526,1/18/1971 20:35,1/20/1971 8:30,39982,519,qcd_061288,-32.3322,151.4595
4922,East Coast (South),East Coast (South),2160,1,169.35,frequent,14.9676,3/5/1972 13:20,3/7/1972 1:15,42458,547,qcd_066137,-33.9181,150.9864
4923,East Coast (South),East Coast (South),2160,1,184.8,frequent,18.5242,5/2/1996 2:55,5/3/1996 14:50,61249,963,qcd_204001_77,-29.9793,152.725
4929,East Coast (South),East Coast (South),2160,2,260.02,frequent,14.5448,1/31/2001 5:50,2/1/2001 17:45,61644,973,qcd_205006_77,-30.6405,152.856
4930,East Coast (South),East Coast (South),2160,2,206,frequent,14.5795,10/18/2004 20:05,10/20/2004 8:00,37779,494,qcd_060030,-31.9033,152.4496
4931,East Coast (South),East Coast (South),2160,2,367.53,frequent,15.746,4/6/1962 11:50,4/7/1962 23:45,37681,493,qcd_059067,-30.3439,152.7128
4933,East Coast (South),East Coast (South),2160,2,166.64,frequent,15.7684,3/19/1978 6:50,3/20/1978 18:45,42466,547,qcd_066137,-33.9181,150.9864
4934,East Coast (South),East Coast (South),2160,3,266.11,frequent,14.9153,5/6/1963 20:05,5/8/1963 8:00,36916,486,qcd_058131,-28.8521,153.4556
4935,East Coast (South),East Coast (South),2160,3,194.3,frequent,16.1047,8/6/1998 8:45,8/7/1998 20:40,138567,2235,qcd_northmanly_58,-33.7687,151.2687
4936,East Coast (South),East Coast (South),2160,3,177.17,frequent,16.1653,10/27/1972 11:55,10/28/1972 23:50,36388,479,qcd_058076,-29.7,152.9333
4714,East Coast (South),East Coast (South),2160,3,209.5,intermediate,4.405,4/29/1988 5:50,4/30/1988 17:45,116911,1883,qcd_567087_233,-33.7342,150.7692
4803,East Coast (South),East Coast (South),2160,2,198.52,intermediate,5.5127,2/2/1990 19:15,2/4/1990 7:10,42702,552,qcd_067033,-33.6022,150.7794
4913,East Coast (South),East Coast (South),2160,1,156.54,intermediate,10.5394,2/21/1977 11:45,2/22/1977 23:40,35443,467,qcd_057056,-30.75,152.0667
4914,East Coast (South),East Coast (South),2160,1,122.84,intermediate,5.9504,7/31/1990 23:10,8/2/1990 11:05,62658,996,qcd_21210063_77,-34.6438,149.5583
4915,East Coast (South),East Coast (South),2160,2,270.21,intermediate,4.3549,7/5/1931 22:45,7/7/1931 10:40,42197,543,qcd_066062,-33.8607,151.205
4916,East Coast (South),East Coast (South),2160,2,272.31,intermediate,4.2002,2/9/1956 9:35,2/10/1956 21:30,42199,543,qcd_066062,-33.8607,151.205
4917,East Coast (South),East Coast (South),2160,2,275.23,intermediate,14.1309,5/6/1963 16:00,5/8/1963 3:55,37567,492,qcd_059040,-30.3107,153.1187
4918,East Coast (South),East Coast (South),2160,2,230.2,intermediate,12.3299,3/31/2009 18:35,4/2/2009 6:30,38132,497,qcd_060085,-31.3865,152.2482
4920,East Coast (South),East Coast (South),2160,3,260.28,intermediate,3.3991,5/8/1980 1:05,5/9/1980 13:00,35628,469,qcd_057095,-28.7551,152.4507
4921,East Coast (South),East Coast (South),2160,3,178.83,intermediate,5.5051,7/4/1988 19:55,7/6/1988 7:50,113251,1822,qcd_563054_231,-34.1253,150.0447
2738,East Coast (South),East Coast (South),2160,2,242.65,rare,1.3702,6/12/1967 8:45,6/13/1967 20:40,35463,467,qcd_057056,-30.75,152.0667
4493,East Coast (South),East Coast (South),2160,1,409.31,rare,0.4671,2/2/1990 11:35,2/3/1990 23:30,39524,514,qcd_061223,-32.9131,151.75
4688,East Coast (South),East Coast (South),2160,2,636.26,rare,0.0754,3/9/1974 16:55,3/11/1974 4:50,36926,486,qcd_058131,-28.8521,153.4556
4753,East Coast (South),East Coast (South),2160,3,376.38,rare,0.9436,2/8/1992 14:30,2/10/1992 2:25,140832,2276,qcd_wyoming_58,-33.4117,151.3483
4821,East Coast (South),East Coast (South),2160,3,505.32,rare,0.6781,4/26/1963 17:15,4/28/1963 5:10,37552,492,qcd_059040,-30.3107,153.1187
4861,East Coast (South),East Coast (South),2160,2,270.56,rare,1.9781,3/18/1978 23:30,3/20/1978 11:25,38908,504,qcd_061151,-32.2426,151.683
4887,East Coast (South),East Coast (South),2160,2,409.73,rare,0.2858,8/5/1986 0:15,8/6/1986 12:10,113573,1826,qcd_563059_231,-33.6897,150.3008
4908,East Coast (South),East Coast (South),2160,1,285.5,rare,2.7183,6/10/1991 14:05,6/12/1991 2:00,115195,1850,qcd_566047_233,-33.9747,151.0778
4911,East Coast (South),East Coast (South),2160,2,318.97,rare,1.56,7/19/1965 9:40,7/20/1965 21:35,36391,479,qcd_058076,-29.7,152.9333
4912,East Coast (South),East Coast (South),2160,3,325,rare,2.6496,6/7/2007 17:50,6/9/2007 5:45,40365,523,qcd_061351,-33.3102,151.2443
4932,East Coast (South),East Coast (South),2880,2,429.41,frequent,14.9662,4/6/1962 3:25,4/8/1962 3:20,37681,493,qcd_059067,-30.3439,152.7128
4948,East Coast (South),East Coast (South),2880,1,286.16,frequent,17.1213,5/10/1962 15:20,5/12/1962 15:15,37551,492,qcd_059040,-30.3107,153.1187
4949,East Coast (South),East Coast (South),2880,1,163.52,frequent,17.1717,1/22/1976 17:15,1/24/1976 17:10,39969,519,qcd_061288,-32.3322,151.4595
4950,East Coast (South),East Coast (South),2880,2,294.6,frequent,14.659,1/3/2008 3:20,1/5/2008 3:15,36265,477,qcd_058044,-28.5966,153.2233
4954,East Coast (South),East Coast (South),2880,2,203.12,frequent,15.0315,3/8/2001 10:45,3/10/2001 10:40,61347,965,qcd_204007_77,-29.5082,152.6832
4955,East Coast (South),East Coast (South),2880,2,372.54,frequent,15.1302,7/31/1990 8:35,8/2/1990 8:30,118896,1918,qcd_568071_231,-34.4628,150.7333
4956,East Coast (South),East Coast (South),2880,2,133.71,frequent,15.6159,3/18/1978 6:25,3/20/1978 6:20,38242,498,qcd_060104,-31.4138,151.598
4957,East Coast (South),East Coast (South),2880,3,204.86,frequent,14.9855,6/19/1975 9:40,6/21/1975 9:35,38454,501,qcd_061029,-33.2333,151.2
4958,East Coast (South),East Coast (South),2880,3,305.31,frequent,16.4151,5/6/1963 3:45,5/8/1963 3:40,35982,473,qcd_058013,-28.3167,153.4333
4959,East Coast (South),East Coast (South),2880,3,334.47,frequent,17.62,8/4/1986 13:10,8/6/1986 13:05,118637,1914,qcd_568065_231,-34.2653,150.8778
2750,East Coast (South),East Coast (South),2880,3,454.06,intermediate,3.9866,6/9/1991 12:20,6/11/1991 12:15,118834,1917,qcd_568070_231,-34.5542,150.5694
4812,East Coast (South),East Coast (South),2880,3,285.26,intermediate,5.8723,3/11/1974 4:15,3/13/1974 4:10,37780,494,qcd_060030,-31.9033,152.4496
4839,East Coast (South),East Coast (South),2880,3,322.84,intermediate,4.932,5/8/1980 1:00,5/10/1980 0:55,38137,497,qcd_060085,-31.3865,152.2482
4897,East Coast (South),East Coast (South),2880,2,350.36,intermediate,13.2126,7/31/1990 9:05,8/2/1990 9:00,119601,1929,qcd_568102_231,-34.5522,150.6317
