Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
4904,East Coast (South),East Coast (South),2880,2,184.5,intermediate,11.078,1/18/1971 20:40,1/20/1971 20:35,39982,519,qcd_061288,-32.3322,151.4595
4943,East Coast (South),East Coast (South),2880,1,247.52,intermediate,3.5577,2/2/1990 10:20,2/4/1990 10:15,62807,999,qcd_212320_77,-33.876,150.7698
4944,East Coast (South),East Coast (South),2880,1,464.2,intermediate,3.8937,2/1/2001 2:10,2/3/2001 2:05,36667,483,qcd_058113,-28.4738,153.0861
4945,East Coast (South),East Coast (South),2880,2,355.42,intermediate,7.7208,5/16/1977 13:45,5/18/1977 13:40,37565,492,qcd_059040,-30.3107,153.1187
4946,East Coast (South),East Coast (South),2880,2,365.12,intermediate,7.7263,1/24/1974 21:05,1/26/1974 21:00,36599,482,qcd_058109,-28.3672,153.1689
4947,East Coast (South),East Coast (South),2880,2,392,intermediate,4.9871,2/5/2002 5:10,2/7/2002 5:05,37560,492,qcd_059040,-30.3107,153.1187
4780,East Coast (South),East Coast (South),2880,1,395.37,rare,0.5651,1/19/1971 12:50,1/21/1971 12:45,38903,504,qcd_061151,-32.2426,151.683
4822,East Coast (South),East Coast (South),2880,3,578.27,rare,0.385,4/26/1963 5:35,4/28/1963 5:30,37552,492,qcd_059040,-30.3107,153.1187
4829,East Coast (South),East Coast (South),2880,2,296.35,rare,2.2359,12/25/1962 0:00,12/26/1962 23:55,38893,504,qcd_061151,-32.2426,151.683
4858,East Coast (South),East Coast (South),2880,3,210.2,rare,0.9641,6/7/2007 1:45,6/9/2007 1:40,39894,518,qcd_061287,-32.1852,150.1737
4862,East Coast (South),East Coast (South),2880,2,346.87,rare,1.0061,3/18/1978 8:25,3/20/1978 8:20,38908,504,qcd_061151,-32.2426,151.683
4909,East Coast (South),East Coast (South),2880,2,361,rare,1.384,6/10/1991 2:05,6/12/1991 2:00,115195,1850,qcd_566047_233,-33.9747,151.0778
4937,East Coast (South),East Coast (South),2880,1,322.52,rare,1.7647,8/5/1998 21:15,8/7/1998 21:10,135407,2168,qcd_cromer_58,-33.7488,151.3
4938,East Coast (South),East Coast (South),2880,2,299.73,rare,1.9422,8/4/1986 12:55,8/6/1986 12:50,112035,1808,qcd_563035_231,-33.9758,150.3811
4939,East Coast (South),East Coast (South),2880,2,250.18,rare,2.9709,1/29/2001 11:10,1/31/2001 11:05,61305,964,qcd_204002_77,-28.8857,152.5658
4940,East Coast (South),East Coast (South),2880,1,215.95,rare,0.6917,2/23/1955 17:30,2/25/1955 17:25,38750,503,qcd_061089,-32.0632,150.9272
4924,East Coast (South),East Coast (South),4320,2,254.37,frequent,14.5303,5/1/1996 7:50,5/4/1996 7:45,61249,963,qcd_204001_77,-29.9793,152.725
4970,East Coast (South),East Coast (South),4320,1,177.14,frequent,15.3136,8/23/1969 20:10,8/26/1969 20:05,35453,467,qcd_057056,-30.75,152.0667
4973,East Coast (South),East Coast (South),4320,1,483.48,frequent,16.3833,5/7/1963 15:15,5/10/1963 15:10,37685,493,qcd_059067,-30.3439,152.7128
4974,East Coast (South),East Coast (South),4320,2,250.2,frequent,15.3113,1/30/2001 18:05,2/2/2001 18:00,61245,963,qcd_204001_77,-29.9793,152.725
4975,East Coast (South),East Coast (South),4320,2,177.07,frequent,15.3331,10/9/1982 11:45,10/12/1982 11:40,35451,467,qcd_057056,-30.75,152.0667
4976,East Coast (South),East Coast (South),4320,2,247.5,frequent,15.4341,8/15/1998 17:40,8/18/1998 17:35,116203,1869,qcd_566092_233,-34.0295,151.0711
4977,East Coast (South),East Coast (South),4320,2,210.8,frequent,15.7123,5/6/2001 5:50,5/9/2001 5:45,38603,502,qcd_061078,-32.7932,151.8359
4979,East Coast (South),East Coast (South),4320,3,197.98,frequent,14.4534,3/17/1978 8:55,3/20/1978 8:50,39825,517,qcd_061250,-32.6296,151.5919
4980,East Coast (South),East Coast (South),4320,3,194,frequent,15.5277,3/6/2001 12:50,3/9/2001 12:45,39973,519,qcd_061288,-32.3322,151.4595
4981,East Coast (South),East Coast (South),4320,3,379.6,frequent,17.0673,2/14/2009 19:10,2/17/2009 19:05,37956,496,qcd_060080,-31.6274,152.443
4840,East Coast (South),East Coast (South),4320,2,417.13,intermediate,3.3532,5/7/1980 1:35,5/10/1980 1:30,38137,497,qcd_060085,-31.3865,152.2482
4898,East Coast (South),East Coast (South),4320,1,398.61,intermediate,12.4489,7/31/1990 12:10,8/3/1990 12:05,119601,1929,qcd_568102_231,-34.5522,150.6317
4905,East Coast (South),East Coast (South),4320,1,219.3,intermediate,9.8965,1/18/1971 20:40,1/21/1971 20:35,39982,519,qcd_061288,-32.3322,151.4595
4919,East Coast (South),East Coast (South),4320,2,357.8,intermediate,6.9901,3/30/2009 18:35,4/2/2009 18:30,38132,497,qcd_060085,-31.3865,152.2482
4963,East Coast (South),East Coast (South),4320,2,371.01,intermediate,14.2879,11/5/1984 11:35,11/8/1984 11:30,118579,1913,qcd_568061_231,-34.4056,150.7097
4964,East Coast (South),East Coast (South),4320,2,475.56,intermediate,7.1166,11/10/1975 20:05,11/13/1975 20:00,37942,496,qcd_060080,-31.6274,152.443
4966,East Coast (South),East Coast (South),4320,2,303.8,intermediate,13.7759,5/20/2009 17:05,5/23/2009 17:00,37236,489,qcd_059000,-30.8141,152.5129
4967,East Coast (South),East Coast (South),4320,3,152.99,intermediate,12.6825,1/28/1971 19:45,1/31/1971 19:40,40116,520,qcd_061309,-32.6881,150.9728
4968,East Coast (South),East Coast (South),4320,3,329.8,intermediate,4.7193,4/27/1988 19:05,4/30/1988 19:00,118521,1912,qcd_568060_231,-34.2972,150.6736
4969,East Coast (South),East Coast (South),4320,3,183.64,intermediate,10.0424,4/5/1962 19:40,4/8/1962 19:35,35892,471,qcd_057104,-31.2739,151.9655
2739,East Coast (South),East Coast (South),4320,2,316.43,rare,1.0542,6/11/1967 13:35,6/14/1967 13:30,35463,467,qcd_057056,-30.75,152.0667
2789,East Coast (South),East Coast (South),4320,2,217.4,rare,1.8942,1/31/2001 1:50,2/3/2001 1:45,35780,470,qcd_057103,-30.0093,152.0101
4637,East Coast (South),East Coast (South),4320,2,196.82,rare,2.0211,1/21/1976 15:20,1/24/1976 15:15,38754,503,qcd_061089,-32.0632,150.9272
4781,East Coast (South),East Coast (South),4320,1,478.42,rare,0.3877,1/19/1971 3:20,1/22/1971 3:15,38903,504,qcd_061151,-32.2426,151.683
4863,East Coast (South),East Coast (South),4320,3,414.93,rare,0.844,3/17/1978 11:50,3/20/1978 11:45,38908,504,qcd_061151,-32.2426,151.683
4910,East Coast (South),East Coast (South),4320,2,411,rare,1.3301,6/9/1991 3:45,6/12/1991 3:40,115195,1850,qcd_566047_233,-33.9747,151.0778
4941,East Coast (South),East Coast (South),4320,1,277.89,rare,0.328,2/23/1955 12:55,2/26/1955 12:50,38750,503,qcd_061089,-32.0632,150.9272
4960,East Coast (South),East Coast (South),4320,2,367.21,rare,2.1725,8/4/1986 5:50,8/7/1986 5:45,41982,542,qcd_066037,-33.9465,151.1731
4961,East Coast (South),East Coast (South),4320,2,412.22,rare,2.1815,6/7/2007 4:05,6/10/2007 4:00,138402,2231,qcd_narara_58,-33.395,151.3267
4962,East Coast (South),East Coast (South),4320,3,368.64,rare,2.9498,4/28/1988 0:50,5/1/1988 0:45,118395,1910,qcd_568054_231,-34.4761,150.5222
5002,East Coast (South),East Coast (South),5760,1,140.06,frequent,15.4486,3/2/1977 17:45,3/6/1977 17:40,39465,513,qcd_061212,-32.3767,150.96
5003,East Coast (South),East Coast (South),5760,1,251,frequent,17.2,5/12/2003 21:00,5/16/2003 20:55,114572,1844,qcd_566028_233,-33.9265,151.2144
5005,East Coast (South),East Coast (South),5760,2,207.65,frequent,14.5294,1/20/1976 14:30,1/24/1976 14:25,42711,552,qcd_067033,-33.6022,150.7794
5006,East Coast (South),East Coast (South),5760,2,425.96,frequent,14.9451,5/15/1977 9:40,5/19/1977 9:35,37945,496,qcd_060080,-31.6274,152.443
5007,East Coast (South),East Coast (South),5760,2,209.33,frequent,14.9712,5/4/1979 4:15,5/8/1979 4:10,39828,517,qcd_061250,-32.6296,151.5919
5008,East Coast (South),East Coast (South),5760,2,304.03,frequent,15.5503,3/6/2001 6:20,3/10/2001 6:15,61900,979,qcd_207004_77,-31.4225,152.4708
5012,East Coast (South),East Coast (South),5760,2,351.12,frequent,16.3139,6/10/1967 4:35,6/14/1967 4:30,36262,477,qcd_058044,-28.5966,153.2233
5014,East Coast (South),East Coast (South),5760,3,484.2,frequent,14.9049,1/22/2012 23:40,1/26/2012 23:35,37443,491,qcd_059026,-30.3076,152.9874
5015,East Coast (South),East Coast (South),5760,3,414.16,frequent,15.249,3/14/1978 23:40,3/18/1978 23:35,36333,478,qcd_058072,-28.6533,153.4542
5016,East Coast (South),East Coast (South),5760,3,266.83,frequent,16.0359,6/8/1964 9:15,6/12/1964 9:10,42249,543,qcd_066062,-33.8607,151.205
4843,East Coast (South),East Coast (South),5760,3,330.07,intermediate,13.1569,6/14/1949 12:10,6/18/1949 12:05,42319,544,qcd_066063,-33.7206,151.1128
4850,East Coast (South),East Coast (South),5760,3,461.36,intermediate,8.5748,2/13/2009 9:45,2/17/2009 9:40,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4965,East Coast (South),East Coast (South),5760,2,547.83,intermediate,5.3369,11/10/1975 12:35,11/14/1975 12:30,37942,496,qcd_060080,-31.6274,152.443
4971,East Coast (South),East Coast (South),5760,2,200.82,intermediate,12.5898,8/24/1969 0:35,8/28/1969 0:30,35453,467,qcd_057056,-30.75,152.0667
4978,East Coast (South),East Coast (South),5760,2,237.4,intermediate,13.4978,5/5/2001 17:40,5/9/2001 17:35,38603,502,qcd_061078,-32.7932,151.8359
4995,East Coast (South),East Coast (South),5760,1,190.25,intermediate,8.978,5/14/1977 4:10,5/18/1977 4:05,38274,498,qcd_060104,-31.4138,151.598
4997,East Coast (South),East Coast (South),5760,1,171.73,intermediate,14.2542,2/21/1977 11:20,2/25/1977 11:15,38267,498,qcd_060104,-31.4138,151.598
4999,East Coast (South),East Coast (South),5760,2,194.22,intermediate,7.374,5/5/1963 16:35,5/9/1963 16:30,35938,472,qcd_057105,-31.0667,151.9167
5000,East Coast (South),East Coast (South),5760,2,498.2,intermediate,7.4017,6/6/1991 9:55,6/10/1991 9:50,119604,1929,qcd_568102_231,-34.5522,150.6317
5001,East Coast (South),East Coast (South),5760,3,348.8,intermediate,11.7876,1/22/2012 17:00,1/26/2012 16:55,38146,497,qcd_060085,-31.3865,152.2482
2740,East Coast (South),East Coast (South),5760,2,339.19,rare,0.9688,6/10/1967 17:50,6/14/1967 17:45,35463,467,qcd_057056,-30.75,152.0667
2790,East Coast (South),East Coast (South),5760,2,249,rare,1.2596,1/30/2001 14:35,2/3/2001 14:30,35780,470,qcd_057103,-30.0093,152.0101
4689,East Coast (South),East Coast (South),5760,1,797.85,rare,0.0749,3/9/1974 9:40,3/13/1974 9:35,36926,486,qcd_058131,-28.8521,153.4556
4782,East Coast (South),East Coast (South),5760,1,505.93,rare,0.385,1/18/1971 23:00,1/22/1971 22:55,38903,504,qcd_061151,-32.2426,151.683
4795,East Coast (South),East Coast (South),5760,2,196,rare,3.0599,2/4/2010 1:40,2/8/2010 1:35,113696,1828,qcd_563064_233,-32.2375,150.6306
4841,East Coast (South),East Coast (South),5760,3,479.48,rare,2.772,5/6/1980 0:10,5/10/1980 0:05,38137,497,qcd_060085,-31.3865,152.2482
4982,East Coast (South),East Coast (South),5760,2,771.39,rare,2.4349,3/6/2001 12:55,3/10/2001 12:50,61417,967,qcd_204017_77,-30.3057,152.7146
4985,East Coast (South),East Coast (South),5760,3,322.5,rare,3.0137,8/15/1998 16:55,8/19/1998 16:50,120950,1951,qcd_568170_233,-33.3472,150.8578
4986,East Coast (South),East Coast (North),5760,2,873.32,rare,0.5299,5/1/1996 12:50,5/5/1996 12:45,26237,347,qcd_040197,-27.9695,153.1954
4993,East Coast (South),East Coast (North),5760,2,1294.04,rare,0.569,1/24/1974 6:35,1/28/1974 6:30,26103,346,qcd_040192,-28.2264,153.2786
5009,East Coast (South),East Coast (South),7200,2,320.01,frequent,15.1582,3/6/2001 0:45,3/11/2001 0:40,61900,979,qcd_207004_77,-31.4225,152.4708
5013,East Coast (South),East Coast (South),7200,2,377.3,frequent,14.8368,6/9/1967 5:00,6/14/1967 4:55,36262,477,qcd_058044,-28.5966,153.2233
5034,East Coast (South),East Coast (South),7200,1,504.52,frequent,15.2544,4/30/1996 22:40,5/5/1996 22:35,61017,958,qcd_201001_77,-28.3537,153.2931
5036,East Coast (South),East Coast (South),7200,1,210.25,frequent,16.5795,5/14/1977 7:00,5/19/1977 6:55,39832,517,qcd_061250,-32.6296,151.5919
5037,East Coast (South),East Coast (South),7200,2,227.5,frequent,15.7564,5/12/2003 21:10,5/17/2003 21:05,117731,1900,qcd_567167_233,-33.6961,150.9194
5038,East Coast (South),East Coast (South),7200,2,251.54,frequent,19.3568,6/7/1964 13:05,6/12/1964 13:00,41988,542,qcd_066037,-33.9465,151.1731
5039,East Coast (South),East Coast (South),7200,2,292.73,frequent,22.776,1/16/1951 7:15,1/21/1951 7:10,42320,544,qcd_066063,-33.7206,151.1128
5040,East Coast (South),East Coast (South),7200,3,358.6,frequent,17.0998,5/7/1987 4:00,5/12/1987 3:55,36934,486,qcd_058131,-28.8521,153.4556
5041,East Coast (South),East Coast (South),7200,3,236.2,frequent,17.3075,4/20/2008 14:10,4/25/2008 14:05,38930,504,qcd_061151,-32.2426,151.683
5044,East Coast (South),East Coast (South),7200,3,359.9,frequent,18.4569,1/8/1968 5:45,1/13/1968 5:40,36603,482,qcd_058109,-28.3672,153.1689
4844,East Coast (South),East Coast (South),7200,3,347.43,intermediate,12.6723,6/14/1949 8:05,6/19/1949 8:00,42319,544,qcd_066063,-33.7206,151.1128
4851,East Coast (South),East Coast (South),7200,3,537.23,intermediate,5.1495,2/12/2009 9:55,2/17/2009 9:50,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4972,East Coast (South),East Coast (South),7200,2,219.11,intermediate,10.4659,8/23/1969 5:05,8/28/1969 5:00,35453,467,qcd_057056,-30.75,152.0667
4996,East Coast (South),East Coast (South),7200,1,207.54,intermediate,7.4502,5/14/1977 2:30,5/19/1977 2:25,38274,498,qcd_060104,-31.4138,151.598
4998,East Coast (South),East Coast (South),7200,2,187.37,intermediate,12.1519,2/21/1977 9:15,2/26/1977 9:10,38267,498,qcd_060104,-31.4138,151.598
5004,East Coast (South),East Coast (South),7200,2,280,intermediate,13.7859,5/12/2003 21:00,5/17/2003 20:55,114572,1844,qcd_566028_233,-33.9265,151.2144
5030,East Coast (South),East Coast (South),7200,1,207.91,intermediate,12.7343,1/7/1974 12:55,1/12/1974 12:50,35458,467,qcd_057056,-30.75,152.0667
5031,East Coast (South),East Coast (South),7200,2,459.19,intermediate,7.739,6/9/1967 3:55,6/14/1967 3:50,36609,482,qcd_058109,-28.3672,153.1689
5032,East Coast (South),East Coast (South),7200,2,229.78,intermediate,5.4965,6/7/1964 21:20,6/12/1964 21:15,39729,516,qcd_061240,-32.9667,151.1333
5033,East Coast (South),East Coast (South),7200,3,449.11,intermediate,9.6469,5/4/1980 17:55,5/9/1980 17:50,37070,487,qcd_058158,-28.3395,153.3809
2741,East Coast (South),East Coast (South),7200,3,363.55,rare,0.7276,6/9/1967 12:20,6/14/1967 12:15,35463,467,qcd_057056,-30.75,152.0667
2751,East Coast (South),East Coast (South),7200,3,708.85,rare,1.4194,6/7/1991 0:50,6/12/1991 0:45,118834,1917,qcd_568070_231,-34.5542,150.5694
2855,East Coast (South),East Coast (North),7200,2,558.17,rare,1.3524,5/1/1996 0:05,5/6/1996 0:00,26738,351,qcd_040223,-27.4178,153.1142
4633,East Coast (South),East Coast (South),7200,1,513.2,rare,2.1938,11/10/1975 1:05,11/15/1975 1:00,37240,489,qcd_059000,-30.8141,152.5129
4796,East Coast (South),East Coast (South),7200,3,206,rare,2.8164,2/3/2010 1:40,2/8/2010 1:35,113696,1828,qcd_563064_233,-32.2375,150.6306
4925,East Coast (South),East Coast (South),7200,1,411.77,rare,3.1749,5/1/1996 12:20,5/6/1996 12:15,61249,963,qcd_204001_77,-29.9793,152.725
4983,East Coast (South),East Coast (South),7200,2,834.01,rare,1.87,3/5/2001 16:35,3/10/2001 16:30,61417,967,qcd_204017_77,-30.3057,152.7146
4987,East Coast (South),East Coast (North),7200,1,1040.64,rare,0.2216,5/1/1996 12:35,5/6/1996 12:30,26237,347,qcd_040197,-27.9695,153.1954
5020,East Coast (South),East Coast (North),7200,2,790.27,rare,0.7751,1/8/1968 0:40,1/13/1968 0:35,486,360,qcd_040386,-26.5892,152.7322
5027,East Coast (South),East Coast (North),7200,1,654.02,rare,1.1531,5/1/1996 0:05,5/6/1996 0:00,28478,374,qcd_040584,-28.0481,153.2875
5010,East Coast (South),East Coast (South),8640,2,327.02,frequent,15.147,3/5/2001 22:05,3/11/2001 22:00,61900,979,qcd_207004_77,-31.4225,152.4708
5042,East Coast (South),East Coast (South),8640,3,249,frequent,16.0914,4/19/2008 14:00,4/25/2008 13:55,38930,504,qcd_061151,-32.2426,151.683
5053,East Coast (South),East Coast (South),8640,1,297.76,frequent,18.2885,4/30/1996 8:30,5/6/1996 8:25,61110,960,qcd_203010_77,-28.7365,153.164
5055,East Coast (South),East Coast (South),8640,1,260.39,frequent,23.1002,5/1/1953 18:00,5/7/1953 17:55,42248,543,qcd_066062,-33.8607,151.205
5057,East Coast (South),East Coast (South),8640,2,337.14,frequent,18.5526,5/14/1977 2:40,5/20/1977 2:35,38144,497,qcd_060085,-31.3865,152.2482
5058,East Coast (South),East Coast (South),8640,2,184.6,frequent,18.5658,1/11/2004 9:15,1/17/2004 9:10,35904,471,qcd_057104,-31.2739,151.9655
5060,East Coast (South),East Coast (South),8640,2,127.57,frequent,22.4244,1/25/1997 12:30,1/31/1997 12:25,62340,988,qcd_210061_77,-31.8099,150.9252
5061,East Coast (South),East Coast (South),8640,2,373.88,frequent,27.9349,6/8/1967 15:35,6/14/1967 15:30,36341,478,qcd_058072,-28.6533,153.4542
5062,East Coast (South),East Coast (South),8640,3,280.48,frequent,15.3942,3/15/1983 17:05,3/21/1983 17:00,114573,1844,qcd_566028_233,-33.9265,151.2144
5063,East Coast (South),East Coast (South),8640,3,162,frequent,16.2996,1/5/1974 15:45,1/11/1974 15:40,40126,520,qcd_061309,-32.6881,150.9728
4852,East Coast (South),East Coast (South),8640,3,566.74,intermediate,4.5767,2/11/2009 15:00,2/17/2009 14:55,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4951,East Coast (South),East Coast (South),8640,3,487.6,intermediate,5.8087,12/30/2007 17:20,1/5/2008 17:15,36265,477,qcd_058044,-28.5966,153.2233
5017,East Coast (South),East Coast (South),8640,2,373.24,intermediate,5.2777,6/6/1964 16:30,6/12/1964 16:25,42249,543,qcd_066062,-33.8607,151.205
5035,East Coast (South),East Coast (South),8640,1,622.15,intermediate,8.1717,4/30/1996 19:10,5/6/1996 19:05,61017,958,qcd_201001_77,-28.3537,153.2931
5046,East Coast (South),East Coast (South),8640,1,267.9,intermediate,4.6451,11/9/1975 14:15,11/15/1975 14:10,35459,467,qcd_057056,-30.75,152.0667
5047,East Coast (South),East Coast (South),8640,2,162.97,intermediate,8.2469,1/11/2004 9:50,1/17/2004 9:45,61815,977,qcd_206035_77,-30.2112,151.7261
5048,East Coast (South),East Coast (South),8640,2,305.24,intermediate,8.9163,5/13/1977 19:40,5/19/1977 19:35,38457,501,qcd_061029,-33.2333,151.2
5049,East Coast (South),East Coast (South),8640,2,377.2,intermediate,7.1074,2/2/2010 0:30,2/8/2010 0:25,41073,532,qcd_063039,-33.7122,150.3087
5050,East Coast (South),East Coast (South),8640,2,617.8,intermediate,4.5097,3/4/2001 16:50,3/10/2001 16:45,37950,496,qcd_060080,-31.6274,152.443
5051,East Coast (South),East Coast (South),8640,3,302.4,intermediate,12.3098,1/5/2011 16:20,1/11/2011 16:15,35648,469,qcd_057095,-28.7551,152.4507
2742,East Coast (South),East Coast (South),8640,3,392.89,rare,0.4541,6/8/1967 0:10,6/14/1967 0:05,35463,467,qcd_057056,-30.75,152.0667
2791,East Coast (South),East Coast (South),8640,3,293.8,rare,0.5666,1/28/2001 10:45,2/3/2001 10:40,35780,470,qcd_057103,-30.0093,152.0101
2797,East Coast (South),East Coast (South),8640,3,369.6,rare,0.6455,1/5/2011 16:45,1/11/2011 16:40,35365,465,qcd_056202,-28.9776,152.1552
2835,East Coast (South),East Coast (South),8640,1,333.64,rare,2.6473,2/2/1990 3:50,2/8/1990 3:45,42727,552,qcd_067033,-33.6022,150.7794
2840,East Coast (South),East Coast (North),8640,2,895.97,rare,0.7335,12/26/1990 14:10,1/1/1991 14:05,110012,1764,qcd_533011_66,-21.4797,148.8283
4797,East Coast (South),East Coast (South),8640,3,214,rare,2.5066,2/2/2010 11:30,2/8/2010 11:25,113696,1828,qcd_563064_233,-32.2375,150.6306
4926,East Coast (South),East Coast (South),8640,2,441.07,rare,2.5687,4/30/1996 15:10,5/6/1996 15:05,61249,963,qcd_204001_77,-29.9793,152.725
4988,East Coast (South),East Coast (North),8640,1,1114.98,rare,0.1627,5/1/1996 0:05,5/7/1996 0:00,26237,347,qcd_040197,-27.9695,153.1954
5028,East Coast (South),East Coast (North),8640,1,727.22,rare,0.7318,5/1/1996 0:05,5/7/1996 0:00,28478,374,qcd_040584,-28.0481,153.2875
5045,East Coast (South),East Coast (South),8640,3,638.8,rare,2.9238,12/30/2007 18:10,1/5/2008 18:05,36675,483,qcd_058113,-28.4738,153.0861
5011,East Coast (South),East Coast (South),10080,1,334.02,frequent,14.4563,3/5/2001 14:05,3/12/2001 14:00,61900,979,qcd_207004_77,-31.4225,152.4708
5043,East Coast (South),East Coast (South),10080,3,261.2,frequent,14.5823,4/18/2008 19:20,4/25/2008 19:15,38930,504,qcd_061151,-32.2426,151.683
5054,East Coast (South),East Coast (South),10080,2,303.21,frequent,17.7861,4/29/1996 8:30,5/6/1996 8:25,61110,960,qcd_203010_77,-28.7365,153.164
5059,East Coast (South),East Coast (South),10080,2,188,frequent,17.708,1/10/2004 17:10,1/17/2004 17:05,35904,471,qcd_057104,-31.2739,151.9655
5084,East Coast (South),East Coast (South),10080,1,392.37,frequent,19.5449,4/20/1974 17:35,4/27/1974 17:30,37071,487,qcd_058158,-28.3395,153.3809
5085,East Coast (South),East Coast (South),10080,2,232.95,frequent,23.7558,3/15/1978 11:25,3/22/1978 11:20,36448,480,qcd_058081,-28.9667,152.8167
5086,East Coast (South),East Coast (South),10080,2,140.51,frequent,27.2124,2/11/2009 14:00,2/18/2009 13:55,61466,968,qcd_204030_77,-30.2587,152.0094
5087,East Coast (South),East Coast (South),10080,2,249,frequent,28.9583,2/28/1995 19:50,3/7/1995 19:45,117287,1889,qcd_567109_233,-33.6202,151.149
5088,East Coast (South),East Coast (South),10080,3,291.54,frequent,14.5536,6/15/1975 13:35,6/22/1975 13:30,114575,1844,qcd_566028_233,-33.9265,151.2144
5089,East Coast (South),East Coast (South),10080,3,383.72,frequent,16.3705,5/3/1980 15:20,5/10/1980 15:15,37584,492,qcd_059040,-30.3107,153.1187
4853,East Coast (South),East Coast (South),10080,2,586.71,intermediate,4.2815,2/11/2009 15:00,2/18/2009 14:55,138502,2233,qcd_northbonvil_58,-30.3638,153.0055
4952,East Coast (South),East Coast (South),10080,2,518.6,intermediate,4.6729,12/30/2007 14:20,1/6/2008 14:15,36265,477,qcd_058044,-28.5966,153.2233
5018,East Coast (South),East Coast (South),10080,2,398.69,intermediate,3.9847,6/5/1964 18:00,6/12/1964 17:55,42249,543,qcd_066062,-33.8607,151.205
5052,East Coast (South),East Coast (South),10080,3,356.4,intermediate,6.9096,1/4/2011 16:50,1/11/2011 16:45,35648,469,qcd_057095,-28.7551,152.4507
5056,East Coast (South),East Coast (South),10080,3,303.6,intermediate,13.9304,5/1/1953 12:20,5/8/1953 12:15,42248,543,qcd_066062,-33.8607,151.205
5078,East Coast (South),East Coast (South),10080,2,310.51,intermediate,10.8241,4/29/1996 18:05,5/6/1996 18:00,61205,962,qcd_203900_77,-28.6206,152.9962
5079,East Coast (South),East Coast (South),10080,2,503.02,intermediate,4.7732,5/2/1980 16:15,5/9/1980 16:10,36939,486,qcd_058131,-28.8521,153.4556
5080,East Coast (South),East Coast (South),10080,3,440.42,intermediate,5.8487,6/7/1967 7:30,6/14/1967 7:25,37248,489,qcd_059000,-30.8141,152.5129
5081,East Coast (South),East Coast (South),10080,3,247.4,intermediate,5.0151,3/4/2001 3:10,3/11/2001 3:05,35902,471,qcd_057104,-31.2739,151.9655
5082,East Coast (South),East Coast (South),10080,3,395.56,intermediate,4.1596,6/11/1950 2:05,6/18/1950 2:00,42247,543,qcd_066062,-33.8607,151.205
2743,East Coast (South),East Coast (South),10080,3,453.15,rare,0.1591,6/7/1967 4:20,6/14/1967 4:15,35463,467,qcd_057056,-30.75,152.0667
2792,East Coast (South),East Coast (South),10080,2,301.4,rare,0.4944,1/28/2001 10:35,2/4/2001 10:30,35780,470,qcd_057103,-30.0093,152.0101
2798,East Coast (South),East Coast (South),10080,3,376.2,rare,0.5969,1/5/2011 13:20,1/12/2011 13:15,35365,465,qcd_056202,-28.9776,152.1552
2836,East Coast (South),East Coast (South),10080,2,334.54,rare,2.6214,2/2/1990 3:50,2/9/1990 3:45,42727,552,qcd_067033,-33.6022,150.7794
2841,East Coast (South),East Coast (North),10080,1,958.57,rare,0.6531,12/28/1990 16:35,1/4/1991 16:30,110012,1764,qcd_533011_66,-21.4797,148.8283
2856,East Coast (South),East Coast (North),10080,1,595.23,rare,1.0865,5/1/1996 0:05,5/8/1996 0:00,26738,351,qcd_040223,-27.4178,153.1142
5064,East Coast (South),East Coast (North),10080,2,589.88,rare,1.2899,1/6/1968 17:10,1/13/1968 17:05,24711,329,qcd_040093,-26.1831,152.6414
5069,East Coast (South),East Coast (North),10080,2,491.26,rare,2.702,1/6/1968 4:10,1/13/1968 4:05,23354,313,qcd_039128,-24.9069,152.323
5071,East Coast (South),East Coast (North),10080,2,400.84,rare,2.9538,1/7/1968 11:45,1/14/1968 11:40,27412,358,qcd_040318,-27.0258,152.5642
5072,East Coast (South),East Coast (North),10080,2,260.63,rare,3.1285,2/5/1954 0:50,2/12/1954 0:45,23094,310,qcd_039090,-24.9503,150.0725
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
