Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0108,0.0072,0.006,0.0052,0.0151,0.0005,0.0001,0.0007,0.0021,0.0169,0.0003,0.0028,0.0111,0.0416,0.0566,0.0031,0.0153,0.0211,0.0021,0.0023,0.0051,0.0142,0.0327,0.0124,0.0196,0.0116,0.0188,0.0209,0.0078,0.0135,0.0017,0.0033,0.0008,0.0136,0.019,0.002,0.0007,0.0004,0.0002,0.0011,0.0051
0.17,1.0699,0.735,0.6189,0.5237,1.4811,0.0502,0.0099,0.0679,0.2113,1.6771,0.0263,0.2877,1.0941,1.8922,2.9662,0.3203,1.0545,1.959,0.2208,0.2374,0.5169,1.4144,1.9634,1.228,1.0052,1.138,1.6913,0.7112,0.7804,1.3592,0.1784,0.3432,0.0849,1.3794,1.8856,0.2058,0.0765,0.0441,0.024,0.1155,0.5183
0.25,4.4679,4.3036,3.7735,2.5874,5.753,0.3153,0.063,0.4163,1.2961,7.7757,0.1682,1.78,4.1337,4.5745,6.8332,1.7449,2.9915,6.5696,1.3635,1.4293,2.4843,6.6915,5.1094,5.4524,2.6258,4.2424,5.5278,1.7392,3.7058,7.4601,1.0367,2.1521,0.5366,8.2057,9.4743,1.2862,0.4824,0.2811,0.1538,0.5146,3.0812
0.33,10.7934,11.9939,12.0925,6.647,13.5484,1.1659,0.2389,1.3649,4.6158,18.6338,0.642,5.7178,9.8824,9.399,13.4411,4.6864,6.8731,14.9124,4.9065,4.9429,6.3379,16.2629,11.0192,13.1416,5.7443,10.4216,13.0108,3.6047,9.2668,19.3127,2.9323,7.94,2.0074,24.8755,23.0506,4.4635,1.7967,1.0659,0.5911,1.3722,10.4612
0.42,17.5267,22.6368,24.0643,11.8583,21.0819,2.9062,0.62,2.7595,10.9483,30.6696,1.6927,11.7043,15.4679,11.6708,15.9463,8.8386,9.6858,21.6057,11.8543,10.2503,11.1984,27.2072,14.3964,21.6262,7.6377,16.7026,19.3594,4.5582,15.9894,34.3358,5.8029,19.1688,5.1335,46.9765,38.8297,9.5176,4.565,2.7822,1.5761,2.5153,22.6879
0.5,20.8482,30.8334,35.7073,15.2792,24.2571,5.1407,1.1584,4.1735,18.2809,36.4023,3.457,17.857,18.0086,11.6689,15.4087,12.0154,10.6479,23.6898,21.2951,15.5473,14.3222,32.7832,14.9055,25.8131,8.0458,20.0176,21.9249,4.6348,19.9295,43.6926,8.3357,32.9686,10.0665,65.632,46.7943,15.3359,8.8769,5.605,3.2683,3.4167,34.2041
0.58,20.635,33.815,41.5995,16.1892,23.3523,7.2984,1.751,4.9483,24.314,35.8526,5.8758,21.5265,17.523,10.2488,13.1399,13.3426,9.9687,21.9549,29.6051,18.5084,15.0931,32.6929,13.3341,25.5968,7.3299,20.0048,20.9062,4.1662,20.5017,45.294,9.7269,45.5374,16.3021,72.2501,46.5427,19.3956,13.8722,9.3701,5.6617,3.8417,41.5546
0.67,20.5397,34.5036,43.9241,16.5195,23.0992,8.8737,2.2758,5.2914,27.8285,35.0129,8.9385,23.469,17.5264,10.3739,13.3613,13.9554,10.1669,21.7676,35.9808,19.4569,15.3992,32.1014,13.4948,25.2855,7.4426,20.3855,21.1121,4.2096,20.5751,44.6968,10.5174,54.0174,22.8584,73.0795,45.2102,21.8908,18.5702,13.9623,8.7984,4.1726,43.8068
0.75,19.3784,34.0159,43.7493,16.1852,21.4531,9.64,2.6444,5.3115,28.5001,33.1237,12.0977,24.09,16.3151,8.9218,11.3153,14.0332,9.1235,19.7129,38.3765,18.9072,15.0476,30.5311,11.78,23.9575,6.5488,19.2044,19.3004,3.657,19.8492,43.1016,10.8757,57.8283,28.3498,70.6152,43.0075,22.9328,22.0284,18.3641,12.5026,4.2517,42.2688
