Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0001,0.0001,0.0001,0,0.0002,0,0,0,0.0037,0.0001,0,0,0.0001,0.0006,0.0004,0.0001,0.0004,0.0003,0,0,0.0001,0.0001,0.0005,0.0001,0.0004,0.0002,0.0003,0.0002,0,0,0,0,0,0.0018,0,0,0,0,0,0,0
0.25,0.0016,0.0008,0.0008,0.0002,0.002,0,0.0001,0.0002,0.0032,0.0016,0.0001,0.0004,0.001,0.0045,0.0029,0.0012,0.0033,0.0031,0,0,0.0008,0.0011,0.0039,0.0015,0.003,0.0024,0.003,0.0016,0.0002,0.0001,0.0004,0.0004,0.0001,0.0016,0.0014,0,0,0,0,0.0005,0.0004
0.33,0.0062,0.0038,0.0042,0.0009,0.0074,0,0.0003,0.0008,0.0029,0.0064,0.0003,0.0022,0.0038,0.0136,0.0092,0.0052,0.0105,0.0109,0,0.0005,0.0032,0.0046,0.0122,0.0057,0.0093,0.0086,0.0104,0.0052,0.0015,0.0011,0.0017,0.002,0.0004,0.0017,0.0058,0,0,0.0001,0,0.002,0.002
0.42,0.0184,0.0121,0.0142,0.0029,0.0218,0,0.0011,0.0026,0.0031,0.0191,0.0012,0.0074,0.0113,0.0387,0.026,0.0157,0.0304,0.0316,0,0.003,0.0096,0.0138,0.0351,0.017,0.0266,0.0253,0.0302,0.0156,0.0048,0.0039,0.0055,0.0075,0.0015,0.0027,0.0174,0,0,0.0003,0,0.0058,0.0076
0.5,0.0464,0.0321,0.0383,0.008,0.0544,0.0002,0.0032,0.0071,0.0047,0.0486,0.0037,0.0201,0.0282,0.0861,0.0585,0.0407,0.0709,0.0769,0,0.0101,0.0248,0.0354,0.0803,0.0433,0.0604,0.0631,0.0734,0.0368,0.0138,0.0116,0.0145,0.022,0.0048,0.0057,0.0446,0,0,0.0008,0,0.0148,0.022
0.58,0.0932,0.0695,0.0857,0.0182,0.108,0.0032,0.0075,0.0158,0.0092,0.099,0.0092,0.0449,0.0561,0.1537,0.1059,0.085,0.1319,0.1483,0,0.0269,0.0511,0.0727,0.1472,0.0878,0.1099,0.1249,0.142,0.0728,0.0312,0.0279,0.0312,0.0518,0.0128,0.0129,0.0916,0,0,0.0021,0,0.0299,0.0511
0.67,0.1683,0.1315,0.1667,0.0367,0.1932,0.0105,0.0156,0.0307,0.0188,0.1794,0.0207,0.0878,0.1012,0.2619,0.1804,0.1573,0.2312,0.2607,0.0123,0.0569,0.0946,0.1327,0.2546,0.1591,0.1906,0.2252,0.2526,0.1355,0.0599,0.0555,0.0592,0.1079,0.0296,0.0271,0.1667,0.0019,0,0.0046,0,0.0549,0.1038
0.75,0.286,0.2313,0.2974,0.0694,0.325,0.0249,0.0295,0.0547,0.0373,0.3051,0.0423,0.1578,0.1721,0.4109,0.2847,0.274,0.3765,0.43,0.0406,0.1073,0.1652,0.4066,0.4077,0.2711,0.3049,0.3823,0.4211,0.2313,0.1086,0.1018,0.1053,0.2032,0.0617,0.0521,0.2843,0,0,0.0095,0,0.0954,0.1891
0.83,0.4424,0.3751,0.4914,0.1202,0.4971,0.0516,0.0508,0.0904,0.069,0.4739,0.0791,0.2632,0.3651,0.5826,0.4097,0.4374,0.5537,0.6435,0.0973,0.1764,0.3261,1.0193,0.5908,0.4212,0.4404,0.5893,0.6366,0.3649,0.1804,0.1726,0.1726,0.3503,0.1168,0.1036,0.443,0,0,0.0179,0,0.1509,0.3136
0.92,0.622,0.5543,0.7418,0.1926,0.6911,0.0958,0.0807,0.1364,0.1185,0.6698,0.1357,0.401,0.7258,0.7486,0.6027,0.6334,0.7357,0.8743,0.1948,0.2638,0.6792,1.8257,0.7762,0.5952,0.5748,0.8244,1.1678,0.5162,0.2747,0.2667,0.2579,0.5571,0.2024,0.2275,0.8043,0,0.0101,0.0297,0,0.2164,0.4789
1,0.8073,0.7545,1.0303,0.288,0.8883,0.1602,0.1185,0.189,0.1893,1.1128,0.2157,0.5626,1.1352,0.8991,0.9304,0.8422,0.9067,1.1003,0.3393,0.4267,1.1953,2.7394,0.9506,0.7765,0.7348,1.0653,1.8872,0.8574,0.3636,0.3804,0.3547,0.8182,0.3236,0.4784,1.3988,0,0.0078,0.0484,0,0.2854,0.6746
1.08,0.9924,0.9652,1.3394,0.4078,1.0832,0.2435,0.1618,0.2448,0.3026,1.6612,0.3205,0.7392,1.5664,1.0339,1.3029,1.053,1.0637,1.3174,0.8177,0.9482,1.8184,3.7248,1.1124,0.9593,0.9587,1.3043,2.5172,1.7041,0.4214,0.6181,0.4588,1.1215,0.484,0.884,2.1545,0,0.0085,0.0727,0,0.3552,1.0816
1.17,1.1596,1.3112,1.9169,0.5121,1.2564,0.5958,0.207,0.2998,0.4846,2.2207,0.6996,0.9197,1.9612,1.123,1.6657,1.2466,1.1765,1.4995,1.5884,1.931,2.5073,4.6802,1.2319,1.1276,1.0843,1.5144,2.9303,2.7143,0.5031,1.0172,0.5627,1.4471,0.682,1.4316,3.0279,0,0.0195,0.1016,0,0.4181,2.0063
1.25,1.2912,1.7345,2.5837,0.8446,1.4785,1.164,0.2501,0.3492,0.7307,2.6772,1.2526,1.0892,2.2697,1.1705,1.9125,1.3982,1.2401,1.6297,2.442,3.2279,3.3177,5.5709,1.3072,1.264,1.1148,1.6731,3.0886,3.6464,0.621,1.4609,0.6559,1.7738,0.9084,2.0852,3.9252,0,0.0506,0.1333,0,0.4654,2.8645
