Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0.0001,0,0,0,0.0001,0,0,0,0.0043,0.0001,0,0,0.0001,0.0007,0.0004,0.0001,0.0004,0.0002,0,0,0,0.0001,0.0005,0.0001,0.0004,0.0002,0.0002,0.0004,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0197,0.0089,0.0092,0.0021,0.0246,0,0.0007,0.0017,0.0039,0.0179,0.0007,0.0049,0.0133,0.0769,0.0454,0.0138,0.0539,0.041,0,0,0.0094,0.0126,0.0636,0.0171,0.0519,0.0315,0.0424,0.0284,0,0,0.0043,0.0043,0.0008,0.0023,0.0152,0,0,0.0001,0,0.0066,0.0039
0.25,0.1662,0.0915,0.0961,0.0229,0.1981,0,0.0068,0.0176,0.0065,0.1622,0.0073,0.0516,0.1044,0.3865,0.2363,0.1348,0.315,0.2949,0,0.0057,0.0862,0.1157,0.3502,0.1501,0.2761,0.2427,0.2936,0.1416,0.0334,0.0183,0.0444,0.0453,0.0085,0.0085,0.1427,0,0,0.0016,0,0.0568,0.0421
0.33,0.5612,0.3748,0.4308,0.0899,0.6482,0,0.0325,0.0795,0.0229,0.5666,0.0356,0.232,0.5813,0.9963,0.8115,0.5124,0.8976,0.9039,0,0.0446,0.4224,1.3433,0.9538,0.517,0.838,0.7941,1.2891,0.3715,0.1549,0.1221,0.1799,0.2177,0.043,0.0442,0.5109,0,0,0.0077,0,0.1995,0.1983
0.42,1.1368,0.8839,1.0937,0.2238,1.2748,0.0316,0.096,0.2033,0.0756,2.0012,0.1087,0.5948,1.865,1.5565,2.244,1.1454,1.5381,1.6721,0,0.1347,1.9392,4.2619,1.5984,1.0647,2.0196,1.568,4.1144,1.1955,0.2947,0.362,0.4276,0.6401,0.1371,0.2869,2.2917,0,0,0.0238,0,0.4223,0.5572
0.5,1.8803,1.9606,2.5538,0.2704,2.3583,0.13,0.1979,0.3556,0.2189,4.1366,0.241,1.0491,2.994,1.8219,3.132,1.7538,1.9102,2.2072,0.5549,1.6193,3.6082,7.1536,2.3364,1.5318,2.438,2.2974,5.7502,3.6586,0.4038,1.2726,0.7012,1.2976,0.3232,1.027,4.8573,0,0,0.0532,0,0.6178,1.98
0.58,2.5427,3.1799,4.5395,0.8622,3.0575,1.163,0.316,0.4837,0.5839,5.5118,0.6539,1.4478,3.6366,1.891,3.4477,2.1493,2.0421,2.4746,2.2689,4.2542,5.0531,8.9434,2.5728,1.8248,2.2492,3.0416,5.9408,6.3124,0.6375,2.3426,0.9175,2.0466,0.6219,2.1937,6.9777,0,0,0.097,0,0.737,4.5508
0.67,2.8778,4.0225,5.9787,2.2097,3.3633,2.6804,0.42,0.57,1.1818,5.9986,1.73,1.7424,3.9563,1.8666,3.4917,2.3593,2.0433,2.5912,4.2458,6.8806,6.5945,10.0902,2.5296,1.9987,1.9048,3.3739,5.4766,7.9889,1.4746,3.2792,1.0692,2.9637,1.0073,3.5342,8.5943,0.4992,0,0.155,0,0.7973,6.4449
0.75,2.9793,4.4917,6.7524,4.0659,3.4122,4.3429,0.4911,0.6232,1.8921,5.9753,2.8577,1.9526,4.0847,1.7952,3.403,2.4453,1.9727,2.6215,5.9889,9.2106,8.2596,11.1422,2.3595,2.0984,1.5729,3.4217,4.7998,8.5392,2.5178,4.1106,1.1722,4.1593,1.9057,4.849,10.079,2.0643,0,0.224,0,0.8175,7.3466
0.83,2.9352,4.6751,7.0123,6.1072,3.3125,6.0907,0.5312,0.6532,2.5417,5.6837,3.7762,2.0995,4.1007,1.7002,3.2496,2.4481,1.8635,2.6,7.2778,11.1908,9.9538,12.3085,2.145,2.1496,1.2951,3.3031,4.1094,8.3509,3.5823,4.869,1.2385,5.1055,3.3298,6.0385,11.2941,4.1141,0.508,0.3272,0,0.8106,7.5573
0.92,2.8089,4.6631,6.9322,8.0197,3.1354,7.8748,0.5487,0.6666,3.0489,5.2664,4.2958,2.1983,4.0518,1.5947,3.0667,2.3958,1.7354,2.5465,8.1519,12.7847,11.5628,13.6026,1.9262,2.1679,1.0726,3.1,3.4833,7.7972,4.5274,5.5788,1.2769,5.7823,4.817,7.0767,12.3847,6.5778,1.2712,0.469,0.0547,0.786,7.3815
1,2.6416,4.528,6.6507,9.593,2.9244,9.5911,0.5501,0.6683,3.3978,4.8046,4.3763,2.2601,3.9661,1.4859,2.8734,2.3079,1.6004,2.4731,8.7044,13.9927,12.9861,14.9232,1.7209,2.1634,0.8963,2.8627,2.9441,7.1089,5.2814,6.2469,1.2941,6.2147,6.1411,7.9702,13.419,9.515,2.294,0.6309,0.8069,0.7503,7.0027
1.08,2.4583,4.3215,6.2638,10.7374,2.7044,11.1188,0.5405,0.6615,3.6032,4.3429,4.1723,2.2933,3.8605,1.3779,2.68,2.1979,1.4655,2.3875,9.0106,14.8447,14.1595,16.1473,1.5429,2.1428,0.7564,2.6197,2.4911,6.405,5.8335,6.8666,1.2949,6.4449,7.2156,8.7369,14.4238,13.1188,3.6237,0.8167,1.944,0.7081,6.5288
1.17,2.2738,4.0787,5.8327,11.5357,2.4893,12.3705,0.5233,0.6485,3.701,3.9045,3.8529,2.3042,3.7451,1.2735,2.4924,2.0753,1.335,2.2949,9.1299,15.3855,15.0565,17.1966,1.4547,2.1108,0.6535,2.3862,2.1147,5.7407,6.2351,7.4266,1.2834,6.5175,8.0188,9.3956,15.4017,16.6233,5.4828,1.0842,3.2474,0.6627,6.0223
1.25,2.0961,3.8221,5.3944,11.9105,2.2862,13.313,0.5013,0.6313,3.7161,3.5001,3.5061,2.2977,3.6258,1.1739,2.3134,1.9468,1.2115,2.1986,9.1086,15.6643,15.6807,18.037,1.3669,2.0706,0.6023,2.1692,1.8033,5.1373,6.4328,7.9334,1.2626,6.4727,8.5648,9.962,16.3466,19.9559,8.0254,1.458,4.635,0.6162,5.5188
1.33,1.9294,3.5656,4.97,11.9311,2.0983,13.9101,0.4764,0.611,3.6676,3.1335,3.1715,2.2776,3.506,1.0799,2.1446,1.817,1.0962,2.1009,8.9826,15.7293,16.0549,18.6602,1.2812,2.0247,0.5526,2.0193,1.5454,4.6041,6.4775,8.37,1.2346,6.3441,8.8862,10,17.2166,23.0635,10.76,1.9897,6.0531,0.5704,5.0373
1.42,1.7754,3.3177,4.5704,11.7035,1.9265,14.1782,0.4502,0.5888,3.572,2.8635,2.8644,2.2468,3.3877,0.9919,1.9865,1.6892,0.9896,2.0036,8.78,15.6242,16.2118,19.0726,1.1983,1.9747,0.5052,1.9187,1.3314,4.1614,6.4078,8.7265,1.2016,6.1582,9.0232,10,17.9139,25.8965,13.609,2.711,7.4645,0.526,4.5875
1.5,1.6345,3.0828,4.2007,11.3305,1.7705,14.1653,0.4234,0.5653,3.4433,2.6198,2.5891,2.2078,3.2721,0.9099,1.8392,1.5655,0.8919,1.9077,8.5227,15.3871,16.1873,19.2898,1.1191,1.9221,0.4607,1.8178,1.1532,3.7881,6.2596,8.9987,1.1647,5.9352,9.0151,10,18.4674,28.4082,16.506,3.6421,8.8426,0.4838,4.1734
1.58,1.5064,2.8632,3.8621,10.9303,1.6294,13.9498,0.397,0.5411,3.2924,2.4008,2.345,2.1625,3.1596,0.8339,1.7023,1.4473,0.8028,1.814,8.2275,15.0501,16.0165,19.3321,1.0437,1.8676,0.4192,1.7183,1.0039,3.4659,6.0766,9.1868,1.1253,5.6905,8.8977,10,18.8998,30.576,19.375,4.7923,10.1719,0.4442,3.7956
1.67,1.3902,2.6597,3.5541,10.4685,1.5022,13.5952,0.3714,0.5167,3.1279,2.2044,2.1293,2.1123,3.0505,0.7636,1.5753,1.3355,0.722,1.723,7.9077,14.6397,15.7309,19.2227,0.9723,1.8123,0.3809,1.621,0.8783,3.1835,5.8888,9.2993,1.0843,5.4351,8.701,10,19.2271,32.3956,22.1474,6.1573,11.4519,0.4073,3.4529
1.75,1.3296,2.4722,3.275,9.9758,1.3874,13.1414,0.3468,0.4924,2.9564,2.0282,1.939,2.0586,2.9448,0.6988,1.4578,1.2304,0.6489,1.6351,7.5734,14.1773,15.3582,18.9854,0.905,1.7565,0.3456,1.5268,0.7721,2.9331,5.6807,9.3468,1.0423,5.1768,8.4492,10,19.4629,33.876,24.7654,7.7201,12.6919,0.3732,3.1432
1.83,1.2757,2.3,3.0224,9.481,1.2943,12.6238,0.3235,0.4685,2.7828,1.8701,1.7708,2.0023,2.8424,0.6392,1.3492,1.1324,0.583,1.5505,7.2325,13.6803,14.9216,18.6431,0.8418,1.7007,0.3133,1.4362,0.7167,2.7115,5.4608,9.3371,1,4.9213,8.1613,10,19.619,35.0358,27.1835,9.4534,13.9051,0.3418,2.8639
1.92,1.2227,2.1421,2.7941,8.9951,1.2447,12.0812,0.3016,0.445,2.6108,1.728,1.6218,1.9443,2.7434,0.5844,1.2568,1.0412,0.5236,1.4693,6.8908,13.1623,14.4401,18.2171,0.7824,1.6454,0.2839,1.3494,0.6866,2.5264,5.2355,9.2779,0.9577,4.6722,7.8519,10,19.7055,35.9,29.3694,11.3218,15.1056,0.313,2.6123
2,1.1708,1.9976,2.5877,8.5247,1.196,11.5355,0.2811,0.4222,2.4431,1.6002,1.4895,1.8852,2.6474,0.5342,1.1808,0.9569,0.4703,1.3916,6.5529,12.6372,13.9297,17.7265,0.7269,1.5907,0.2571,1.2666,0.6565,2.3678,5.0113,9.1771,0.9159,4.4321,7.5318,10,19.7313,36.4968,31.3025,13.2851,16.3087,0.2868,2.3856
2.08,1.1202,1.8654,2.4009,8.0741,1.1484,10.9954,0.262,0.4001,2.2814,1.4849,1.3715,1.8256,2.5546,0.4881,1.1095,0.879,0.4225,1.3174,6.222,12.1133,13.4039,17.1883,0.6751,1.5369,0.2328,1.188,0.6267,2.2272,4.7922,9.042,0.8748,4.2025,7.209,10,19.7047,36.856,32.9731,15.3015,17.5267,0.2628,2.1814
2.17,1.071,1.7443,2.2317,7.6454,1.1019,10.4676,0.2443,0.3788,2.1271,1.3808,1.2661,1.7659,2.4646,0.4459,1.0427,0.8073,0.3797,1.2466,5.9006,11.5953,12.8728,16.6174,0.6267,1.484,0.2108,1.1135,0.5973,2.0998,4.5802,8.8794,0.8346,3.9841,6.8893,10,19.6333,37.0075,34.3807,17.3299,18.7675,0.2411,1.9974
2.25,1.0234,1.6334,2.0782,7.2398,1.0568,9.9567,0.2279,0.3584,1.9808,1.2866,1.1715,1.7065,2.3775,0.4074,0.9802,0.7415,0.3414,1.1792,5.5903,11.0871,12.3434,16.0261,0.5816,1.4323,0.1909,1.043,0.5686,1.9824,4.3766,8.6955,0.7955,3.7773,6.5767,10,19.5241,36.9799,35.5319,19.3316,20.034,0.2213,1.8313
2.33,0.9773,1.5317,1.9387,6.8574,1.013,9.4657,0.2128,0.3388,1.843,1.2011,1.0864,1.6476,2.2931,0.3721,0.9217,0.6811,0.307,1.1151,5.2923,10.5916,11.8208,15.4246,0.5397,1.3819,0.1728,0.9766,0.5408,1.8732,4.1818,8.4955,0.7576,3.5821,6.2738,10,19.3836,36.8007,36.4389,21.2724,21.3246,0.2033,1.6814
2.42,0.9329,1.4384,1.8118,6.4978,0.9706,8.9966,0.1988,0.3201,1.7138,1.1234,1.0097,1.5896,2.2113,0.3399,0.8671,0.6258,0.2764,1.0542,5.0072,10.1109,11.3089,14.8209,0.5006,1.3327,0.1566,0.914,0.5138,1.7709,3.9959,8.2837,0.721,3.3982,5.9824,10,19.2177,36.4946,37.118,23.123,22.6339,0.1871,1.5458
2.5,0.8901,1.3526,1.696,6.1602,0.9296,8.5503,0.1859,0.3023,1.593,1.0525,0.9403,1.5325,2.1321,0.3104,0.8161,0.5752,0.2489,0.9964,4.7355,9.6464,10.8105,14.2213,0.4643,1.2848,0.1419,0.8552,0.4877,1.6748,3.8188,8.064,0.6858,3.2253,5.7037,10,19.0314,36.0843,37.5877,24.8597,23.953,0.1723,1.423
2.58,0.849,1.2737,1.5902,5.8437,0.8901,8.127,0.1741,0.2854,1.4806,0.9879,0.8773,1.4766,2.0554,0.2836,0.7685,0.529,0.2244,0.9416,4.4771,9.1992,10.3273,13.6308,0.4306,1.2383,0.1287,0.7999,0.4627,1.5841,3.6503,7.8395,0.6519,3.0629,5.438,10,18.8294,35.59,37.8681,26.4642,25.271,0.159,1.3117
