Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0029,0.0013,0.0013,0.0003,0.0036,0,0.0001,0.0002,0.0037,0.0026,0.0001,0.0007,0.0019,0.0119,0.0071,0.002,0.0081,0.006,0,0,0.0014,0.0018,0.0097,0.0025,0.0079,0.0046,0.0062,0.0044,0,0,0.0006,0.0006,0.0001,0.0019,0.0021,0,0,0,0,0.0009,0.0006
0.25,0.0242,0.013,0.0135,0.0033,0.0292,0,0.0009,0.0025,0.0036,0.0238,0.001,0.0072,0.0153,0.0596,0.0382,0.019,0.0462,0.0441,0,0.0004,0.0124,0.0169,0.053,0.0219,0.0411,0.035,0.043,0.0214,0.0046,0.0024,0.0062,0.0063,0.0012,0.0026,0.0209,0,0,0.0002,0,0.008,0.006
0.33,0.0761,0.0498,0.0566,0.0118,0.0895,0,0.004,0.0104,0.0054,0.0784,0.0044,0.03,0.0463,0.1456,0.0959,0.0663,0.1211,0.1275,0,0.0107,0.0404,0.0567,0.1356,0.0706,0.1032,0.1052,0.1229,0.0579,0.0211,0.0162,0.023,0.0277,0.0054,0.0068,0.071,0,0,0.001,0,0.025,0.027
0.42,0.1597,0.1177,0.1434,0.0292,0.1843,0.0025,0.0117,0.0264,0.012,0.1681,0.0132,0.0757,0.0954,0.2591,0.1743,0.1476,0.2276,0.2523,0,0.0415,0.0876,0.1233,0.2499,0.1499,0.1882,0.2159,0.2439,0.1186,0.0528,0.0459,0.0537,0.081,0.017,0.0189,0.1548,0,0,0.0029,0,0.0528,0.0781
0.5,0.2703,0.2164,0.2757,0.059,0.3075,0.017,0.0257,0.0509,0.0276,0.2882,0.0309,0.1461,0.1608,0.3885,0.2672,0.2602,0.3563,0.4081,0.0186,0.0947,0.1537,0.3456,0.3853,0.256,0.2881,0.3612,0.3979,0.2073,0.1002,0.093,0.0986,0.1762,0.0425,0.0427,0.2679,0,0,0.0069,0,0.0904,0.166
0.58,0.4031,0.3432,0.4506,0.1045,0.453,0.0441,0.0462,0.0831,0.0567,0.433,0.0622,0.2406,0.2888,0.5267,0.3712,0.3999,0.5,0.586,0.0795,0.1645,0.2647,0.856,0.5345,0.3841,0.3974,0.535,0.5775,0.3269,0.1633,0.1574,0.1573,0.316,0.0906,0.0871,0.4049,0,0,0.014,0,0.1368,0.2871
0.67,0.5714,0.5056,0.677,0.1709,0.6365,0.0845,0.0742,0.1247,0.1028,0.6144,0.1135,0.3649,0.6207,0.7109,0.5295,0.5782,0.6896,0.8103,0.1702,0.2435,0.5676,1.5792,0.7307,0.5459,0.5432,0.759,0.9668,0.4811,0.2464,0.2401,0.2343,0.5073,0.1711,0.1899,0.6708,0,0.006,0.0251,0,0.1977,0.4418
0.75,0.7956,0.7221,0.9763,0.2664,0.8795,0.1409,0.1117,0.1794,0.1701,1.0672,0.193,0.5322,1.114,0.9387,0.9684,0.8198,0.933,1.1034,0.2941,0.3348,1.1406,2.6488,0.9787,0.7617,0.7933,1.0585,1.9379,0.7686,0.3454,0.3535,0.34,0.7647,0.2918,0.4086,1.3204,0,0.0015,0.0437,0,0.2819,0.6367
