Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0004,0.0002,0,0.0002,0.0001,0,0,0,0,0.0002,0,0.0002,0.0001,0.0001,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0107,0.0048,0.005,0.0012,0.0133,0,0.0003,0.0009,0.0021,0.0097,0.0004,0.0026,0.0072,0.0422,0.0252,0.0074,0.0294,0.0223,0,0,0.0051,0.0068,0.0349,0.0092,0.0284,0.017,0.023,0.0155,0,0,0.0023,0.0023,0.0004,0.0043,0.0079,0,0,0.0001,0,0.0036,0.0021
0.25,0.0818,0.045,0.0471,0.0113,0.0978,0,0.0033,0.0086,0.0197,0.0804,0.0035,0.0252,0.0513,0.1889,0.1187,0.0659,0.1518,0.1457,0,0.0028,0.0423,0.0574,0.1708,0.0742,0.1331,0.1183,0.1432,0.0688,0.017,0.0094,0.0217,0.022,0.0041,0.0404,0.0673,0,0,0.0008,0,0.0274,0.0208
0.33,0.2407,0.1626,0.1875,0.0389,0.2795,0,0.0138,0.0345,0.0822,0.2469,0.0152,0.1,0.1451,0.4251,0.2727,0.2171,0.3725,0.3905,0,0.0398,0.1305,0.2036,0.4049,0.2232,0.311,0.3342,0.3826,0.1741,0.071,0.0554,0.0763,0.0939,0.0186,0.1582,0.2116,0,0,0.0033,0,0.0821,0.0885
0.42,0.456,0.3534,0.4388,0.0897,0.5173,0.0144,0.0376,0.0812,0.2212,0.4791,0.0427,0.2347,0.3682,0.6551,0.4339,0.4437,0.6155,0.6875,0,0.1268,0.3063,1.0089,0.652,0.4291,0.4942,0.6181,0.6776,0.3226,0.1632,0.1443,0.165,0.2567,0.0551,0.4535,0.4081,0,0,0.0094,0,0.1587,0.2362
0.5,0.6763,0.58,0.7603,0.1652,0.7541,0.0637,0.0761,0.141,0.4424,0.7618,0.0933,0.4097,0.8043,0.8491,0.7152,0.6923,0.834,0.9668,0.0983,0.2308,0.7349,2.0166,0.8715,0.6427,0.6538,0.9052,1.459,0.4919,0.2758,0.2601,0.2716,0.5126,0.1285,1.3152,0.8652,0,0,0.0208,0,0.2397,0.4531
0.58,0.8931,0.8176,1.1084,0.2693,0.9837,0.1393,0.1251,0.2053,0.7173,1.3332,0.174,0.6037,1.2867,1.0195,1.1107,0.9413,1.0316,1.228,0.2768,0.4379,1.3673,3.1021,1.071,0.8547,0.936,1.1875,2.2947,0.9883,0.3587,0.3942,0.3866,0.8365,0.2549,2.7983,1.672,0,0,0.0391,0,0.3214,0.7042
0.67,1.137,1.1183,1.5797,0.3942,1.2425,0.2362,0.1815,0.2755,1.4194,2.1086,0.2951,0.8235,1.872,1.2419,1.7745,1.2165,1.2738,1.5269,0.8634,1.0908,2.1925,4.4087,1.3194,1.092,1.3261,1.5115,3.2284,2.1789,0.4097,0.7565,0.5184,1.214,0.4468,4.5744,3.0167,0,0,0.0667,0,0.4159,1.4612
0.75,1.5176,1.8687,2.6661,0.5619,1.8801,0.7438,0.2471,0.359,2.4004,3.2944,0.7812,1.0922,2.6475,1.5188,2.6555,1.5644,1.58,1.9085,1.8887,2.5761,3.4578,6.1944,1.7142,1.3925,1.8238,1.9246,4.3974,3.9404,0.4852,1.4093,0.6848,1.662,0.7043,6.8065,5.364,0,0,0.1056,0,0.5393,2.8245
