Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0103,0.0069,0.0058,0.005,0.0145,0.0005,0.0001,0.0006,0.002,0.0162,0.0002,0.0027,0.0106,0.0399,0.0543,0.003,0.0146,0.0203,0.0021,0.0022,0.0049,0.0136,0.0314,0.0119,0.0188,0.0111,0.0181,0.0201,0.0075,0.013,0.0017,0.0032,0.0008,0.0131,0.0182,0.0019,0.0007,0.0004,0.0002,0.0011,0.0049
0.17,1.0641,0.7306,0.6151,0.5206,1.4734,0.0499,0.0098,0.0675,0.21,1.6681,0.0261,0.2859,1.0883,1.9194,2.9965,0.3184,1.0575,1.9514,0.2195,0.2359,0.5139,1.4067,1.9762,1.2213,1.0161,1.1321,1.6859,0.7284,0.776,1.3514,0.1773,0.3411,0.0843,1.3713,1.8754,0.2045,0.076,0.0438,0.0238,0.1147,0.5153
0.25,4.8845,4.617,4.044,2.8055,6.31,0.3382,0.0675,0.4462,1.3891,8.4283,0.1805,1.9082,4.5494,4.9243,7.4088,1.883,3.3002,7.248,1.4617,1.5313,2.6985,7.2497,5.5952,5.9334,2.853,4.6815,6.1187,1.8336,4.0229,8.0165,1.1157,2.3079,0.5755,8.7887,10.2168,1.3792,0.5173,0.3016,0.1651,0.564,3.3001
0.33,8.223,10.1565,10.4247,5.3373,10.0769,1.0166,0.2089,1.1789,4.0094,14.705,0.5615,4.9348,7.2731,5.7722,8.1641,3.8712,4.5332,10.5334,4.2664,4.2807,5.0449,12.9105,7.0165,10.2151,3.6428,7.6298,9.0935,2.1942,7.3538,16.055,2.4682,6.9215,1.7523,21.324,18.6593,3.8751,1.5677,0.9316,0.5174,1.0659,9.0421
0.42,9.2275,13.4429,15.4609,6.5421,10.888,2.05,0.4383,1.7922,7.7066,16.492,1.1988,7.4618,7.9642,5.3398,7.1442,5.0289,4.6668,10.7539,8.3583,7.0326,6.127,14.7353,6.7367,11.5106,3.5899,8.6205,9.6536,2.0992,8.6992,19.6392,3.4035,13.4361,3.6304,29.6207,21.3472,6.3132,3.2273,1.9695,1.1167,1.3649,15.8112
0.5,9.6858,14.9725,18.1403,7.1906,11.2233,3.0716,0.6908,2.139,11.014,16.9389,2.124,9.0319,8.3451,5.3492,7.0182,5.718,4.9086,10.9026,13.113,8.5263,6.722,15.299,6.8451,11.997,3.7019,9.2971,10.1314,2.1308,9.3316,20.8065,4.0228,19.1546,6.2047,32.887,21.8956,7.995,5.4748,3.4476,2.0055,1.6008,19.9746
0.58,9.3038,15.3865,19.0863,7.3015,10.52,3.6994,0.8829,2.2758,12.5026,16.2126,3.2855,9.8343,7.8852,4.4196,5.6475,6.0143,4.4143,9.8468,16.1846,8.7904,6.8012,14.7884,5.8532,11.5576,3.2035,8.9766,9.3587,1.7773,9.2571,20.5772,4.3802,22.398,9.2105,33.0888,21.0862,8.939,7.7715,5.2585,3.1523,1.7065,20.5129
0.67,7.1363,13.4035,17.6341,6.0945,7.7619,3.8281,0.975,2.1337,12.0828,12.446,4.5084,9.3835,5.8857,2.6438,3.1273,5.2868,3.0482,6.8169,16.4138,8.0382,5.6372,11.5311,3.7023,8.9161,2.089,6.9174,6.7301,1.1077,7.4718,16.8887,4.0504,22.8541,11.5353,29.0196,16.4581,8.8694,8.983,7.0738,4.4067,1.5098,18.3471
0.75,5.0236,10.256,14.3347,4.5785,5.3135,3.6267,0.9873,1.7648,10.7008,8.5207,5.4698,7.9206,4.1245,1.7053,1.886,4.1537,2.1459,4.5252,14.954,6.5817,4.2236,8.019,2.4528,6.2202,1.429,5.052,4.718,0.7442,5.431,12.1281,3.3442,21.3104,12.3662,22.2018,11.2812,7.827,9.0465,8.2957,5.6817,1.2389,15.0918
0.83,3.6925,7.7843,11.0454,3.5267,3.8233,3.169,0.9264,1.377,8.7389,6.1041,5.9068,6.386,3.0211,1.1742,1.2382,3.3012,1.5774,3.1821,12.8028,4.9153,3.2532,5.809,1.7223,4.5404,1.0276,3.8213,3.4567,0.528,4.0812,8.834,2.7507,18.2653,11.983,16.1875,8.0324,6.4821,8.4511,8.6563,6.9299,1.0314,11.2688
0.92,2.8072,6.0722,8.7167,2.7844,2.8583,2.615,0.8242,1.0961,6.6819,4.5478,5.8936,5.2375,2.2904,0.8486,0.8636,2.6749,1.1992,2.337,10.2174,3.6429,2.5683,4.3658,1.2635,3.433,0.7679,2.9726,2.6213,0.3904,3.1581,6.668,2.2948,14.988,10.9732,12.2279,5.9562,5.4142,7.48,8.3874,8.0569,0.8695,7.957
1,2.1927,4.8442,7.0213,2.2436,2.2026,2.1588,0.7292,0.8892,5.1182,3.4949,5.6119,4.3585,1.785,0.6366,0.6303,2.2031,0.9367,1.7755,7.8248,2.7877,2.0694,3.3786,0.9591,2.6696,0.5916,2.366,2.0433,0.2983,2.5027,5.1782,1.938,12.4416,9.5704,9.5019,4.5599,4.5772,6.2691,7.7749,8.6999,0.7411,5.8207
1.08,1.7512,3.9376,5.7539,1.8391,1.7396,1.8067,0.6488,0.7332,4.0224,2.754,5.1239,3.6729,1.4229,0.4919,0.4765,1.84,0.7481,1.3861,6.1125,2.1892,1.6963,2.6776,0.7482,2.1243,0.4671,1.9195,1.629,0.2339,2.023,4.1157,1.6543,10.462,7.9828,7.5561,3.5821,3.9107,5.1433,6.8919,8.7733,0.6377,4.4084
1.17,1.4247,3.2518,4.785,1.5298,1.4022,1.53,0.5803,0.6129,3.2288,2.2156,4.5149,3.1293,1.1559,0.3894,0.3705,1.5555,0.6087,1.1065,4.882,1.7561,1.411,2.1645,0.5969,1.723,0.3764,1.5826,1.3235,0.1874,1.6627,3.335,1.4256,8.8967,6.5986,6.1255,2.8744,3.3725,4.2807,5.9116,8.4608,0.5534,3.4329
1.25,1.1775,2.7222,4.0299,1.2887,1.1497,1.3092,0.5215,0.5185,2.6382,1.8138,3.9499,2.692,0.954,0.3145,0.2948,1.3289,0.5031,0.8999,3.9722,1.4342,1.1885,1.7792,0.4852,1.4202,0.3085,1.3229,1.0925,0.1529,1.3863,2.7469,1.2387,7.6406,5.5284,5.0471,2.3479,2.9326,3.6078,5.0732,7.9205,0.484,2.7347
1.33,0.9864,2.3059,3.4317,1.0976,0.9565,1.1305,0.4708,0.4433,2.1884,1.507,3.4791,2.3357,0.7983,0.2582,0.2391,1.146,0.4214,0.7435,3.2831,1.1891,1.0123,1.4834,0.4007,1.1871,0.2567,1.1193,0.9142,0.1267,1.1701,2.2943,1.0844,6.6194,4.6863,4.2169,1.9471,2.569,3.0741,4.3922,7.1854,0.4261,2.2202
1.42,0.8361,1.9735,2.9507,0.9439,0.8059,0.9842,0.4267,0.3826,1.8391,1.2682,3.0833,2.042,0.6759,0.2152,0.1971,0.9965,0.3572,0.6227,2.7504,0.9989,0.8705,1.2521,0.3355,1.0041,0.2162,0.9569,0.7742,0.1063,0.9983,1.9396,0.9558,5.7795,4.0134,3.5659,1.6359,2.2655,2.6448,3.8327,6.3942,0.3775,1.8316
1.5,0.7159,1.7046,2.5591,0.8188,0.6865,0.8631,0.3881,0.3328,1.5631,1.0792,2.7477,1.7976,0.5783,0.1815,0.1647,0.8729,0.3059,0.5277,2.3313,0.8487,0.7551,1.0684,0.2842,0.8584,0.1842,0.8257,0.6624,0.0903,0.8599,1.6571,0.8475,5.0816,3.4683,3.0474,1.3902,2.0099,2.2949,3.368,5.7051,0.3363,1.532
1.58,0.6186,1.4843,2.2366,0.7157,0.5905,0.7619,0.3543,0.2917,1.3418,0.9274,2.4612,1.5922,0.4993,0.1548,0.1393,0.7698,0.2643,0.4517,1.9964,0.7283,0.66,0.9202,0.2432,0.7406,0.1584,0.7183,0.572,0.0774,0.7469,1.4291,0.7557,4.4961,3.0215,2.6285,1.1931,1.793,2.0065,2.9786,5.1157,0.3012,1.2967
1.67,0.5389,1.3018,1.9682,0.6299,0.5123,0.6765,0.3244,0.2573,1.162,0.8039,2.2148,1.4182,0.4347,0.1332,0.1191,0.6829,0.2303,0.3903,1.7251,0.6305,0.5809,0.7993,0.2101,0.6442,0.1374,0.6296,0.4979,0.067,0.6536,1.2426,0.6772,4.0009,2.6513,2.2861,1.0331,1.6074,1.7664,2.6494,4.6081,0.2709,1.109
