Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0002,0.0001,0.0001,0,0.0002,0,0,0,0,0.0002,0,0,0.0001,0.0012,0.0006,0.0001,0.0006,0.0004,0,0,0.0001,0.0001,0.0008,0.0002,0.0007,0.0003,0.0004,0.0006,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0.0001,0
0.17,0.033,0.015,0.0155,0.0036,0.0411,0,0.0011,0.0028,0.0065,0.0299,0.0011,0.0082,0.0222,0.1276,0.0745,0.0231,0.0898,0.0682,0,0,0.0158,0.021,0.1056,0.0285,0.0866,0.0526,0.0706,0.0476,0,0,0.0073,0.0071,0.0013,0.0133,0.0242,0,0,0.0002,0,0.0112,0.0066
0.25,0.3367,0.1842,0.1942,0.0458,0.4009,0,0.014,0.0357,0.0817,0.3246,0.0149,0.1047,0.2124,0.7992,0.4737,0.2739,0.6624,0.5985,0,0.0103,0.1751,0.4217,0.7263,0.3023,0.5803,0.4998,0.6059,0.2931,0.0637,0.0333,0.0903,0.0921,0.0172,0.1644,0.2703,0,0,0.0032,0,0.1179,0.084
0.33,1.1777,0.7936,0.9107,0.1931,1.3889,0,0.0704,0.1685,0.3981,2.0246,0.0772,0.4959,2.0402,1.9719,3.2671,1.106,1.8535,1.8493,0,0,1.9471,4.2903,2.364,1.0832,3.1575,1.6807,5.1298,1.2619,0.1462,0.2335,0.3902,0.4655,0.0923,2.0765,2.0874,0,0,0.0167,0,0.4375,0.4082
0.42,4.6486,3.7994,4.3799,0.3504,5.9821,0,0.2278,0.4679,2.0127,9.5167,0.2575,1.3847,5.9387,3.61,8.3997,2.6717,3.6011,3.947,0.3275,2.4523,7.1897,13.0468,7.9073,2.3856,8.514,6.1316,13.6462,9.5014,0.0344,2.3592,1.0065,1.4799,0.3175,11.1494,11.9991,0,0,0.0559,0,1.1445,2.875
0.5,11.4372,12.3873,15.26,4.6722,14.535,4.0119,0.5353,0.92,9.2452,20.1591,1.6297,2.7627,10.8952,6.7093,13.1489,7.9011,7.1557,9.1312,3.855,11.3209,16.0172,25.4789,13.6099,5.6855,10.9904,14.2932,21.68,29.1212,4.8746,9.4126,1.9137,4.5223,0.7129,26.425,34.4635,0,0,0.1399,0,2.836,11.0902
0.58,18.1458,24.0054,32.0676,23.3625,21.7171,15.6752,0.9805,2.8717,20.1121,28.9069,4.8891,5.4179,15.191,9.0383,16.8695,13.6644,10.0492,14.2217,12.0497,25.0843,27.5122,38.6543,16.3047,10.2774,11.0012,21.1686,25.9787,45.057,17.3586,23.9701,3.4284,13.608,3.0187,43.4196,62.0226,10.376,0,0.3453,0,4.2775,22.1216
0.67,20.8189,31.1413,45.042,50.9533,23.5253,37.2678,1.4805,4.5078,28.6381,32.6207,9.1914,9.5032,17.9303,8.9312,17.6528,16.2473,10.1236,16.765,23.6343,40.9878,39.8265,50.2459,14.6124,13.7267,8.1044,22.6088,24.7783,50.2454,31.1997,39.8594,5.5914,27.1157,12.4833,56.4586,88.3654,36.2534,7.3142,0.3618,0,4.8762,31.9268
0.75,18.4146,31.9694,46.4908,73.4446,20.7059,62.656,2.443,5.0639,31.8011,30.819,13.5691,12.6699,19.0251,7.6913,16.5065,14.9622,8.5843,15.6424,34.7331,55.3731,50.9128,58.9711,11.356,14.6373,5.3377,19.1182,20.1577,45.3451,40.7683,52.5774,6.9217,40.3766,29.5247,64.4528,107.6714,67.9946,26.1029,1.3031,1.8568,4.5604,37.1727
