Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.001,0.0006,0.0005,0.0005,0.0013,0,0,0.0001,0.0002,0.0015,0,0.0002,0.001,0.0037,0.0051,0.0003,0.0014,0.0019,0.0002,0.0002,0.0005,0.0013,0.0029,0.0011,0.0018,0.001,0.0017,0.0019,0.0007,0.0012,0.0002,0.0003,0.0001,0.0012,0.0017,0.0002,0.0001,0,0,0.0001,0.0005
0.17,0.1555,0.1054,0.0883,0.0753,0.2167,0.0071,0.0014,0.0097,0.0301,0.2443,0.0037,0.0409,0.1596,0.3166,0.5021,0.0458,0.1644,0.2928,0.0314,0.034,0.0743,0.2054,0.316,0.1785,0.1627,0.1657,0.2536,0.1206,0.1127,0.1963,0.0254,0.0487,0.012,0.1981,0.2742,0.0292,0.0108,0.0062,0.0034,0.0165,0.0745
0.25,0.9262,0.8106,0.696,0.5079,1.2243,0.0569,0.0112,0.0765,0.238,1.5902,0.03,0.3248,0.8781,1.1055,1.7526,0.3324,0.6727,1.4649,0.2492,0.2661,0.4908,1.3555,1.2051,1.1188,0.6044,0.8907,1.2116,0.4028,0.7402,1.4495,0.1929,0.3889,0.0964,1.5412,1.9034,0.233,0.0868,0.0502,0.0273,0.1009,0.579
0.33,1.8314,2.0721,2.0373,1.1161,2.3159,0.1859,0.0372,0.228,0.7606,3.3105,0.0995,0.945,1.6456,1.5441,2.3469,0.7815,1.0695,2.5405,0.8012,0.8353,1.0592,2.8656,1.7883,2.2757,0.9014,1.6726,2.099,0.5658,1.5787,3.4369,0.4825,1.2682,0.3167,4.3396,4.1649,0.7234,0.2846,0.1662,0.0911,0.2124,1.7976
0.42,2.3372,3.0808,3.3875,1.5264,2.8692,0.4026,0.0824,0.3871,1.6034,4.2595,0.2225,1.5756,2.0538,1.6577,2.3878,1.1189,1.2568,2.9984,1.7084,1.5645,1.4354,3.737,1.9864,2.9225,1.0219,2.1282,2.5426,0.6254,2.1042,4.7944,0.7244,2.6671,0.6969,6.8884,5.478,1.2928,0.624,0.3696,0.2048,0.2945,3.5629
0.5,3.0049,4.0508,4.6189,2.0047,3.6563,0.6818,0.1433,0.5344,2.6559,5.3471,0.4256,2.1858,2.6572,2.2528,3.1401,1.4939,1.702,3.8159,3.0418,2.2337,1.8861,4.7248,2.6558,3.7212,1.4015,2.8181,3.3451,0.8859,2.7245,6.1037,0.9879,4.3074,1.3073,9.055,6.8367,1.8539,1.1657,0.7025,0.3944,0.4057,5.3601
0.58,5.7723,6.973,7.6217,3.7136,7.1374,1.1353,0.2453,0.8805,4.3016,9.8628,0.8376,3.6831,5.2583,4.9201,6.9892,2.7132,3.6491,7.7491,5.2232,3.4889,3.526,8.6881,5.7647,7.0098,3.031,5.6469,6.904,1.9046,5.0693,10.6439,1.7709,7.0675,2.5222,14.786,12.2517,3.0856,2.188,1.3734,0.7819,0.7939,8.2272
0.67,9.5399,12.2966,13.2011,6.4579,11.5024,1.859,0.4134,1.5232,6.7816,16.6192,1.5661,6.5057,8.446,6.5458,9.0958,4.8381,5.337,11.8814,8.2784,5.6574,6.1,14.7399,8.0191,11.7489,4.2292,9.1248,10.6215,2.5292,8.6878,18.5173,3.2062,11.6909,4.488,25.302,20.9637,5.3931,3.7088,2.542,1.4759,1.3842,12.7264
0.75,10.8717,16.2098,18.7761,7.9637,12.6614,2.7832,0.641,2.195,9.7081,19.1884,2.547,9.3883,9.3436,6.0769,8.0552,6.2664,5.451,12.3386,11.7391,8.1427,7.4548,17.2516,7.7036,13.5265,4.1472,10.3043,11.29,2.4172,10.4127,23.0644,4.3508,17.6373,6.7966,34.5807,24.7673,8.094,5.4737,4.0522,2.4793,1.7509,17.7665
