Alpha:,1,Beta:,10,m:,0.6
SubCat,3,32,4,5,6,7,38,37,10,11,15,39,19,40,18,34,41,35,20,17,16,13,23,24,26,28,29,27,25,22,30,36,31,21,14,12,9,8,1,33,2
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area,0.87,1.539,2.011,0.736,0.967,0.484,0.185,0.259,1.25,1.468,1.085,1.183,0.742,0.429,0.558,0.661,0.43,0.902,1.7,0.815,0.687,1.356,0.557,1.069,0.308,0.878,0.885,0.176,0.892,1.899,0.546,2.956,1.672,3.108,1.891,1.197,1.191,1.399,1.871,0.208,1.767
Time (hours),Q_3,Q_32,Q_4,Q_5,Q_6,Q_7,Q_38,Q_37,Q_10,Q_11,Q_15,Q_39,Q_19,Q_40,Q_18,Q_34,Q_41,Q_35,Q_20,Q_17,Q_16,Q_13,Q_23,Q_24,Q_26,Q_28,Q_29,Q_27,Q_25,Q_22,Q_30,Q_36,Q_31,Q_21,Q_14,Q_12,Q_9,Q_8,Q_1,Q_33,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0022,0.0027,0.0006,0.0007,0.0047,0,0.0002,0.0002,0.0008,0.0048,0.0002,0.0008,0.001,0.0096,0.0047,0.0011,0.0021,0.005,0.0002,0.0002,0.0008,0.002,0.0058,0.0029,0.0042,0.0021,0.0021,0.0029,0.0009,0.0019,0.0007,0.0005,0.0001,0.0017,0.0025,0.0004,0.0002,0,0.0001,0.0006,0.0007
0.17,0.1982,0.2416,0.0525,0.0622,0.3978,0.0027,0.0148,0.0195,0.0735,0.4225,0.015,0.0738,0.0896,0.3855,0.3232,0.1001,0.1447,0.4059,0.0198,0.0201,0.0703,0.178,0.3371,0.2587,0.1908,0.1837,0.1885,0.108,0.0826,0.1662,0.0621,0.0483,0.0098,0.1512,0.2231,0.0358,0.0219,0.0032,0.0087,0.0498,0.0597
0.25,0.8382,1.2575,0.3215,0.3414,1.3986,0.0165,0.0664,0.1171,0.438,1.8027,0.0923,0.4426,0.4501,0.965,0.9637,0.464,0.4551,1.374,0.1218,0.1223,0.3654,0.9509,0.9404,1.1113,0.5121,0.7173,0.7325,0.2805,0.4542,0.9818,0.3027,0.2969,0.0603,0.9139,1.2641,0.2191,0.1339,0.0196,0.0536,0.1669,0.3603
0.33,1.6539,2.6714,1.0066,0.7716,2.5419,0.0531,0.1407,0.2975,1.3198,3.4698,0.2919,1.105,0.9641,1.5428,1.6549,0.9571,0.835,2.4615,0.3857,0.3827,0.7981,2.0728,1.5989,2.1826,0.867,1.4113,1.4382,0.4748,1.0245,2.3884,0.6443,0.9416,0.1928,2.7073,2.8738,0.6515,0.4206,0.0633,0.1719,0.3175,1.1076
0.42,2.7094,4.4541,2.1143,1.3573,3.973,0.1299,0.2486,0.5353,2.7093,5.508,0.6985,2.0068,1.6532,2.269,2.534,1.617,1.3603,3.8229,0.9238,0.8939,1.3843,3.5167,2.4613,3.5416,1.3365,2.3557,2.3977,0.7353,1.791,4.223,1.1114,2.2258,0.4686,5.2713,4.92,1.2877,0.9972,0.1557,0.4192,0.531,2.5496
0.5,3.83,6.4535,3.533,2.0772,5.2923,0.2647,0.3823,0.8194,4.2612,7.5578,1.3776,3.1268,2.466,2.7903,3.2681,2.3726,1.8733,5.0471,1.8318,1.581,2.0913,5.1804,3.1751,4.9647,1.7249,3.3757,3.4302,0.9528,2.7202,6.3971,1.6685,3.9965,0.9474,8.3582,7.2794,2.1065,1.9128,0.32,0.8509,0.7551,4.4892
0.58,4.7542,8.1558,5.1867,2.7821,6.247,0.4653,0.5191,1.1015,5.8137,9.0977,2.2319,4.277,3.2185,3.1068,3.7718,3.0503,2.3006,5.9177,3.13,2.3536,2.7645,6.6603,3.6781,6.1051,2.0025,4.2694,4.3319,1.1122,3.6133,8.4874,2.1956,6.1039,1.6736,11.6872,9.4018,3.0538,2.9853,0.577,1.511,0.9558,6.5253
0.67,5.3536,9.3251,6.8117,3.3683,6.7121,0.7031,0.6409,1.3273,7.0958,9.9537,3.1436,5.2596,3.8026,3.1783,3.9725,3.5544,2.5683,6.3198,4.5666,3.1338,3.3072,7.7383,3.8889,6.8131,2.1242,4.8981,4.9626,1.1872,4.3358,10.1173,2.6178,8.3705,2.6594,14.5623,10.947,3.9582,4.0906,0.94,2.4162,1.0989,8.4338
