Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.002,0.0013,0.0011,0.001,0.0028,0.0001,0,0.0001,0.0004,0.0032,0,0.0005,0.0021,0.0078,0.0106,0.0006,0.0028,0.0039,0.0004,0.0004,0.001,0.0027,0.0061,0.0023,0.0037,0.0022,0.0035,0.0039,0.0014,0.0025,0.0003,0.0006,0.0002,0.0025,0.0035,0.0004,0.0001,0.0001,0,0.0002,0.001
0.17,0.2572,0.1748,0.1467,0.1248,0.3579,0.0118,0.0023,0.0161,0.05,0.4038,0.0062,0.068,0.2638,0.4939,0.7866,0.076,0.2638,0.4803,0.0522,0.0564,0.1232,0.3398,0.5018,0.2952,0.2564,0.2737,0.4145,0.1852,0.1866,0.3251,0.0422,0.0809,0.02,0.3285,0.4534,0.0486,0.018,0.0104,0.0056,0.0273,0.1234
0.25,1.1809,1.0891,0.9416,0.6645,1.5434,0.0773,0.0153,0.1036,0.3223,2.061,0.0408,0.4403,1.1018,1.2966,2.0358,0.4412,0.8075,1.8045,0.3377,0.3593,0.6394,1.7622,1.4276,1.4401,0.7174,1.1151,1.4863,0.475,0.9625,1.9278,0.2586,0.5282,0.131,2.0778,2.4973,0.3163,0.118,0.0683,0.0372,0.1299,0.7805
0.33,2.317,2.635,2.6478,1.4132,2.9299,0.2474,0.0497,0.2974,1.0074,4.1521,0.1331,1.2278,2.0929,1.9978,3.0027,0.9917,1.3877,3.2259,1.0626,1.1019,1.3417,3.5995,2.3103,2.8659,1.1723,2.1417,2.6936,0.7392,1.9937,4.329,0.6155,1.6878,0.4223,5.5934,5.2126,0.9519,0.3792,0.222,0.1219,0.2727,2.3652
0.42,3.2072,4.1478,4.5021,2.0919,3.9358,0.5467,0.1124,0.5146,2.1629,5.7885,0.3047,2.1093,2.8301,2.2966,3.2907,1.5308,1.7556,4.1233,2.3113,2.0644,1.9707,5.0825,2.759,3.9951,1.4244,2.9506,3.5273,0.8688,2.8796,6.457,0.9894,3.6014,0.9503,9.1115,7.4021,1.7248,0.8501,0.5054,0.2808,0.4102,4.7382
0.5,3.8278,5.3428,6.1153,2.6191,4.5991,0.8966,0.1903,0.7085,3.4509,6.8427,0.5738,2.9172,3.3462,2.4881,3.4374,1.9775,2.0326,4.6822,4.004,2.9018,2.4585,6.0722,3.0588,4.7611,1.6072,3.5694,4.1269,0.9612,3.5297,7.9536,1.3203,5.6663,1.7501,11.8708,8.8025,2.4772,1.5582,0.9449,0.5331,0.5336,6.8528
0.58,4.2998,6.3031,7.4097,3.0615,5.0757,1.2287,0.2707,0.8669,4.5428,7.6075,0.9538,3.6176,3.7305,2.5767,3.4744,2.3712,2.2259,5.0495,5.5936,3.5159,2.8677,6.8088,3.231,5.3397,1.7198,4.0604,4.5614,1.009,4.0513,9.0721,1.6246,7.5776,2.8329,13.8647,9.8054,3.1466,2.4312,1.5568,0.8949,0.6494,8.3497
0.67,4.4294,6.8805,8.3102,3.2948,5.1286,1.495,0.3432,0.9809,5.2793,7.796,1.4373,4.1527,3.7998,2.408,3.1623,2.6238,2.2036,4.9625,6.773,3.8871,3.0774,7.0369,3.0803,5.5054,1.6623,4.2141,4.5811,0.9586,4.279,9.5771,1.8479,9.0944,3.9892,15.019,10.0981,3.6913,3.2196,2.3153,1.3643,0.7256,9.1087
0.75,4.3877,7.0851,8.792,3.3694,5.0159,1.7006,0.4071,1.0469,5.7307,7.6342,1.9522,4.4924,3.7518,2.2969,2.9702,2.7449,2.1706,4.7883,7.5149,4.0668,3.1427,6.9381,2.9633,5.4361,1.6169,4.2378,4.5151,0.9257,4.3061,9.5682,1.9828,10.262,4.9761,15.377,9.8914,4.0828,3.8487,3.0686,1.9396,0.775,9.4109
0.83,4.3576,7.1816,9.0145,3.4246,4.9369,1.8502,0.4618,1.0804,5.9693,7.5126,2.4215,4.7105,3.7174,2.228,2.8621,2.8381,2.1473,4.6719,7.9648,4.095,3.1926,6.8588,2.8872,5.3862,1.5861,4.2561,4.468,0.9041,4.3239,9.5033,2.0902,11.0837,5.7412,15.3496,9.7196,4.3471,4.3192,3.724,2.6186,0.8182,9.3906
0.92,4.3393,7.2607,9.1952,3.4704,4.886,1.9492,0.5066,1.1074,6.0408,7.4326,2.8237,4.8972,3.696,2.188,2.8053,2.9164,2.1332,4.5986,8.1825,4.0807,3.234,6.807,2.8411,5.3544,1.5672,4.274,4.4391,0.8911,4.3405,9.4616,2.1837,11.64,6.3149,15.3364,9.6056,4.5737,4.6702,4.2577,3.3786,0.8563,9.195
1,4.3282,7.3266,9.3443,3.5082,4.8523,2.0278,0.547,1.1298,6.065,7.3805,3.1654,5.0568,3.6821,2.1626,2.7725,2.9821,2.1234,4.5507,8.2413,4.0718,3.2683,6.7739,2.8108,5.3345,1.5542,4.2892,4.4195,0.8824,4.3557,9.4373,2.2649,12.1107,6.7378,15.3354,9.5316,4.7718,4.9104,4.6929,4.0999,0.8895,9.0497
