Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0108,0.0073,0.0061,0.0052,0.0151,0.0005,0.0001,0.0007,0.0021,0.017,0.0003,0.0028,0.0111,0.0264,0.0421,0.0032,0.0131,0.0212,0.0022,0.0023,0.0051,0.0143,0.0258,0.0124,0.0133,0.0116,0.0189,0.0101,0.0078,0.0136,0.0017,0.0033,0.0008,0.0137,0.0191,0.002,0.0007,0.0004,0.0002,0.0011,0.0051
0.25,0.0734,0.0614,0.0515,0.0396,0.0979,0.0042,0.0008,0.0057,0.0176,0.1269,0.0022,0.0239,0.0696,0.0942,0.1554,0.0256,0.0538,0.1187,0.0183,0.0198,0.0383,0.1077,0.0998,0.089,0.0495,0.0697,0.0962,0.0339,0.0581,0.1126,0.0146,0.0284,0.007,0.1154,0.1513,0.0171,0.0063,0.0036,0.002,0.0077,0.0434
0.33,0.1807,0.1869,0.1798,0.1036,0.2358,0.0155,0.0031,0.02,0.0652,0.3249,0.0082,0.0821,0.1664,0.2006,0.323,0.0702,0.1188,0.274,0.0682,0.073,0.0988,0.2779,0.2155,0.2228,0.1076,0.1661,0.2208,0.0735,0.1496,0.321,0.0423,0.1062,0.0263,0.3934,0.403,0.062,0.0237,0.0137,0.0074,0.0194,0.1591
0.42,0.4696,0.4819,0.4797,0.268,0.6135,0.0496,0.0099,0.0538,0.2058,0.8257,0.0263,0.2192,0.4383,0.525,0.8303,0.1817,0.3225,0.7187,0.216,0.2141,0.2563,0.708,0.5741,0.5724,0.288,0.4436,0.5921,0.1918,0.3858,0.8156,0.1102,0.3332,0.0842,1.0317,1.0159,0.1708,0.0758,0.044,0.024,0.0518,0.4902
0.5,0.9429,1.0529,1.055,0.5666,1.2023,0.1187,0.0238,0.1188,0.4896,1.6933,0.0675,0.4872,0.8555,0.8672,1.3358,0.3949,0.5759,1.343,0.538,0.4718,0.5384,1.4629,0.9835,1.1661,0.4951,0.8684,1.1082,0.318,0.804,1.7448,0.2439,0.7743,0.2145,2.2357,2.1205,0.3818,0.1927,0.1127,0.0618,0.1081,1.1013
0.58,1.4696,1.7934,1.908,0.9217,1.8391,0.2309,0.0471,0.217,0.9337,2.65,0.1447,0.885,1.315,1.2218,1.812,0.6603,0.8559,1.9928,1.0584,0.8744,0.8711,2.3087,1.4114,1.8244,0.7217,1.352,1.6736,0.4589,1.2872,2.8627,0.4193,1.4938,0.4542,3.935,3.3609,0.7163,0.4025,0.2406,0.1331,0.1776,2.0229
0.67,2.3862,2.9257,3.1717,1.5137,2.9697,0.4236,0.0881,0.3633,1.673,4.2184,0.2894,1.4897,2.1487,1.9719,2.8694,1.0937,1.4274,3.2132,1.9192,1.478,1.4325,3.6927,2.3049,2.938,1.1901,2.2471,2.7641,0.7466,2.0949,4.579,0.7026,2.7018,0.8838,6.3895,5.3167,1.2274,0.7592,0.4788,0.2676,0.3027,3.4776
0.75,3.5229,4.5473,4.9576,2.3267,4.2999,0.6964,0.1483,0.5704,2.6778,6.2499,0.5267,2.3694,3.1214,2.5565,3.6265,1.7185,1.9752,4.5013,3.1772,2.2676,2.1947,5.51,3.0696,4.3613,1.5998,3.3023,3.9243,0.978,3.174,6.9644,1.1235,4.3864,1.5446,9.7704,7.9361,1.9662,1.3085,0.8607,0.4952,0.4729,5.3019
0.83,4.4729,6.1911,7.0302,3.083,5.3577,1.0416,0.2281,0.8158,3.8693,7.9171,0.8663,3.4086,3.9176,2.9146,4.0256,2.34,2.3994,5.4524,4.6816,3.2081,2.8971,7.0392,3.5873,5.5455,1.8911,4.2143,4.8505,1.1283,4.1324,9.1549,1.5719,6.5356,2.4607,13.445,10.1328,2.8971,2.043,1.4009,0.8413,0.644,7.3614
0.92,4.9746,7.39,8.697,3.5944,5.8354,1.4257,0.3224,1.0194,5.1,8.7853,1.3034,4.2982,4.2988,2.895,3.8814,2.8103,2.5406,5.7545,6.2509,4.0083,3.3649,7.8822,3.6467,6.1809,1.9496,4.7092,5.2304,1.1399,4.7256,10.5395,1.9434,8.8466,3.5365,16.0787,11.3318,3.75,2.8654,2.0829,1.3127,0.7756,9.2522
1,5.1991,8.0934,9.8364,3.8904,6.0115,1.7728,0.416,1.164,6.102,9.0862,1.8098,4.9639,4.4713,2.8754,3.7823,3.117,2.6233,5.8298,7.7319,4.5347,3.6351,8.2134,3.6639,6.4429,1.9823,4.9912,5.4181,1.1475,5.0288,11.1709,2.2138,10.8407,4.6756,17.581,11.7402,4.4402,3.7311,2.8473,1.8999,0.8752,10.4617
1.08,5.314,8.5328,10.5429,4.0929,6.0721,2.0483,0.5003,1.2569,6.7658,9.2094,2.3548,5.4418,4.5491,2.7801,3.6186,3.3461,2.6368,5.805,8.8154,4.8012,3.82,8.3725,3.5947,6.5747,1.9577,5.1554,5.4833,1.1138,5.2167,11.4946,2.429,12.3849,5.8252,18.3008,11.9023,4.9559,4.5487,3.651,2.5919,0.957,11.0323
1.17,4.8343,8.3155,10.5523,3.9109,5.4024,2.1897,0.559,1.2685,6.9164,8.3886,2.8765,5.572,4.0709,2.2032,2.7674,3.2957,2.252,4.9812,9.2495,4.7377,3.6359,7.6921,2.9305,6.0055,1.6206,4.6954,4.7975,0.9006,4.8886,10.8434,2.4639,13.1315,6.7238,17.7491,10.9386,5.1821,5.0951,4.389,3.3261,0.9479,10.7466
1.25,4.1814,7.5271,9.9001,3.5025,4.6095,2.2214,0.5935,1.202,6.7067,7.1502,3.305,5.3483,3.5148,1.8477,2.2702,3.0287,1.9535,4.195,9.1266,4.4309,3.2513,6.6084,2.4777,5.1689,1.3893,4.1423,4.1473,0.7677,4.299,9.4744,2.3329,13.2289,7.2516,16.08,9.3275,5.1076,5.351,4.9439,4.0341,0.894,9.9771
