Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0012,0.0005,0.0005,0.0001,0.0015,0,0,0.0001,0.0002,0.0011,0,0.0003,0.0008,0.0052,0.0031,0.0008,0.0035,0.0025,0,0,0.0006,0.0008,0.0042,0.001,0.0035,0.0019,0.0026,0.002,0,0,0.0003,0.0003,0,0.0005,0.0009,0,0,0,0,0.0004,0.0002
0.25,0.0112,0.0059,0.0061,0.0015,0.0135,0,0.0004,0.0011,0.0025,0.0109,0.0004,0.0032,0.0071,0.0285,0.0184,0.0087,0.0217,0.0206,0,0,0.0057,0.0078,0.0251,0.0101,0.0195,0.0162,0.0201,0.0102,0.002,0.001,0.0028,0.0028,0.0005,0.0053,0.0091,0,0,0.0001,0,0.0036,0.0027
0.33,0.0368,0.0236,0.0266,0.0056,0.0435,0,0.0019,0.0049,0.0115,0.0379,0.002,0.0141,0.0225,0.0733,0.0489,0.0315,0.0595,0.0626,0,0.0046,0.0194,0.0273,0.0675,0.0341,0.0512,0.0508,0.0599,0.0287,0.0099,0.0074,0.0109,0.0129,0.0025,0.023,0.0324,0,0,0.0004,0,0.0119,0.0127
0.42,0.0802,0.0579,0.0698,0.0142,0.0933,0.0007,0.0056,0.0129,0.0343,0.0846,0.0062,0.0367,0.0481,0.1368,0.0934,0.0725,0.1164,0.1293,0,0.0194,0.0434,0.0619,0.1301,0.0753,0.0975,0.1081,0.1237,0.0608,0.0256,0.0221,0.0261,0.0387,0.008,0.0595,0.0736,0,0,0.0014,0,0.0259,0.0382
0.5,0.1408,0.1099,0.1385,0.0294,0.1616,0.0074,0.0125,0.0255,0.0779,0.1506,0.0149,0.0728,0.0841,0.214,0.1491,0.1318,0.1894,0.2177,0.0061,0.0468,0.0785,0.1114,0.2089,0.1333,0.1553,0.1872,0.2094,0.1094,0.0504,0.0466,0.0493,0.0866,0.0205,0.1166,0.1327,0.0012,0,0.0033,0,0.0456,0.0842
0.58,0.2161,0.1791,0.2326,0.0534,0.2454,0.0207,0.023,0.0428,0.1436,0.2333,0.0305,0.1228,0.1295,0.2982,0.2128,0.2078,0.2731,0.3225,0.0359,0.0867,0.1247,0.1882,0.2982,0.206,0.22,0.285,0.3127,0.1757,0.0849,0.0815,0.0805,0.1589,0.0445,0.1932,0.2084,0.0067,0,0.0069,0,0.0706,0.1505
0.67,0.2935,0.258,0.3434,0.0865,0.3295,0.0423,0.0361,0.063,0.2267,0.3201,0.0548,0.1825,0.177,0.3623,0.2695,0.2893,0.3437,0.4215,0.0878,0.1389,0.1761,0.4698,0.3725,0.2819,0.2712,0.3828,0.4114,0.2528,0.1269,0.1257,0.1162,0.2523,0.0838,0.2819,0.2906,0,0,0.0125,0,0.0962,0.2313
0.75,0.3578,0.3334,0.4548,0.1274,0.3978,0.072,0.0504,0.083,0.3172,0.3945,0.0884,0.2433,0.2313,0.4026,0.3149,0.3589,0.3911,0.4965,0.16,0.1973,0.2381,0.737,0.4239,0.3464,0.304,0.4617,0.4882,0.3378,0.1695,0.1729,0.1503,0.3574,0.138,0.4837,0.3547,0.0024,0,0.0203,0,0.1168,0.3168
0.83,0.4097,0.3993,0.5542,0.1755,0.4521,0.1072,0.0641,0.1005,0.4058,0.456,0.1294,0.2986,0.3431,0.4268,0.3528,0.4134,0.4216,0.5527,0.2444,0.2531,0.3444,0.9653,0.4591,0.3995,0.324,0.524,0.5473,0.427,0.2112,0.2189,0.1803,0.4642,0.2046,0.7168,0.4097,0.0171,0.0082,0.029,0,0.1327,0.3979
0.92,0.4517,0.4567,0.6411,0.2298,0.4956,0.1457,0.0759,0.1151,0.4845,0.5072,0.1755,0.348,0.4455,0.44,0.3853,0.4554,0.4398,0.5947,0.3335,0.3118,0.4517,1.1635,0.4825,0.4435,0.3347,0.573,0.5927,0.5173,0.2525,0.2638,0.2066,0.5644,0.2803,0.9557,0.5283,0.0325,0.0268,0.0382,0,0.1449,0.4681
1,0.4857,0.507,0.7173,0.2888,0.5306,0.1862,0.0853,0.1274,0.5504,0.5503,0.2238,0.3923,0.5374,0.4457,0.4137,0.4874,0.4489,0.6261,0.4213,0.3741,0.5556,1.3374,0.4974,0.4803,0.339,0.611,0.6272,0.6062,0.2937,0.3076,0.2297,0.6562,0.3606,1.1915,0.6865,0.0516,0.0493,0.0481,0.0053,0.1539,0.5276
1.08,0.5136,0.5515,0.7843,0.3516,0.559,0.2284,0.0928,0.1378,0.6057,0.5872,0.2718,0.4321,0.6194,0.4467,0.4391,0.5114,0.452,0.6497,0.5058,0.4565,0.6535,1.4932,0.5066,0.5114,0.3393,0.6407,0.6536,0.6922,0.3351,0.3505,0.25,0.7407,0.4414,1.4343,0.8617,0.0761,0.0737,0.0584,0.0148,0.1606,0.5789
1.17,0.5435,0.5954,0.8492,0.4181,0.5903,0.2722,0.0995,0.1475,0.655,0.6257,0.318,0.471,0.7073,0.46,0.4703,0.5359,0.465,0.6789,0.6485,0.627,0.7671,1.6633,0.5258,0.5441,0.3486,0.6745,0.6862,0.7797,0.3781,0.3934,0.2703,0.8222,0.5212,1.7152,1.0712,0.1018,0.0996,0.0688,0.0264,0.1686,0.6262
1.25,0.586,0.6481,0.9231,0.49,0.6358,0.318,0.1068,0.1588,0.7052,0.677,0.3629,0.5155,0.8214,0.4902,0.5124,0.5736,0.4953,0.7269,0.863,0.8383,0.9567,1.8997,0.5619,0.5886,0.3712,0.726,0.7426,0.9546,0.4202,0.4413,0.2953,0.9082,0.6019,2.0397,1.356,0.1223,0.1264,0.0796,0.0394,0.1821,0.6756
