Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0011,0.0005,0.0005,0.0001,0.0013,0,0,0.0001,0.0037,0.001,0,0.0003,0.0007,0.0047,0.0028,0.0007,0.0031,0.0023,0,0,0.0005,0.0007,0.0038,0.0009,0.0031,0.0017,0.0024,0.0018,0,0,0.0002,0.0002,0,0.0019,0.0007,0,0,0,0,0.0004,0.0002
0.25,0.0102,0.0053,0.0055,0.0013,0.0123,0,0.0004,0.001,0.0034,0.01,0.0004,0.0029,0.0065,0.0261,0.0169,0.0079,0.0199,0.0188,0,0,0.0052,0.0071,0.023,0.0092,0.0178,0.0148,0.0183,0.0093,0.0018,0.0009,0.0026,0.0026,0.0005,0.002,0.0087,0,0,0.0001,0,0.0033,0.0025
0.33,0.0338,0.0216,0.0244,0.0051,0.04,0,0.0017,0.0045,0.0038,0.0348,0.0019,0.0129,0.0206,0.0676,0.0452,0.0289,0.0547,0.0576,0,0.0042,0.0178,0.0251,0.0622,0.0313,0.0471,0.0466,0.0551,0.0264,0.009,0.0068,0.0099,0.0118,0.0023,0.0037,0.0315,0,0,0.0004,0,0.0109,0.0116
0.42,0.0739,0.0532,0.0642,0.013,0.086,0.0006,0.0051,0.0118,0.0065,0.078,0.0057,0.0337,0.0444,0.1267,0.0866,0.0666,0.1075,0.1195,0,0.0177,0.0399,0.057,0.1204,0.0694,0.0901,0.0996,0.1141,0.0562,0.0235,0.0203,0.024,0.0355,0.0074,0.009,0.0718,0,0,0.0013,0,0.0238,0.035
0.5,0.1302,0.1013,0.1276,0.0271,0.1496,0.0067,0.0115,0.0235,0.0134,0.1393,0.0137,0.067,0.0778,0.199,0.1389,0.1215,0.1754,0.2018,0.0053,0.043,0.0725,0.1029,0.194,0.1232,0.144,0.173,0.1938,0.1013,0.0465,0.0429,0.0454,0.0796,0.0188,0.02,0.1295,0.0005,0,0.0031,0,0.042,0.0776
0.58,0.2007,0.1658,0.215,0.0493,0.2281,0.019,0.0211,0.0396,0.027,0.2167,0.028,0.1134,0.1203,0.2792,0.1994,0.1923,0.2544,0.3003,0.0326,0.08,0.1155,0.1618,0.2785,0.1912,0.2054,0.2645,0.2908,0.1635,0.0784,0.0753,0.0744,0.1465,0.041,0.0387,0.2028,0.0066,0,0.0063,0,0.0652,0.1393
0.67,0.2828,0.2453,0.3251,0.0812,0.3184,0.0385,0.034,0.0597,0.0491,0.3073,0.0513,0.1726,0.1708,0.3631,0.266,0.2768,0.3405,0.4104,0.0781,0.1298,0.1685,0.4263,0.3697,0.271,0.2708,0.3707,0.401,0.2436,0.1194,0.1176,0.1105,0.2371,0.0782,0.0664,0.2896,0,0.0008,0.0116,0,0.0927,0.2183
0.75,0.3739,0.3378,0.4554,0.1244,0.4173,0.0661,0.0498,0.0833,0.0811,0.4083,0.0857,0.2437,0.256,0.4472,0.337,0.3722,0.4298,0.5277,0.1429,0.1895,0.2518,0.7866,0.4638,0.36,0.3375,0.4879,0.5203,0.3419,0.1692,0.1694,0.1532,0.3508,0.1326,0.1122,0.3865,0,0.0097,0.0186,0,0.1237,0.3119
0.83,0.4712,0.4413,0.6031,0.1797,0.522,0.1026,0.0683,0.1098,0.1239,0.5169,0.132,0.3254,0.4489,0.5293,0.4112,0.4756,0.5192,0.6487,0.2267,0.2547,0.4305,1.2028,0.5582,0.4557,0.4032,0.6126,0.6451,0.4577,0.2274,0.2302,0.2016,0.4865,0.205,0.1962,0.491,0,0.0232,0.028,0,0.1573,0.417
0.92,0.5724,0.5535,0.765,0.248,0.6299,0.1482,0.089,0.1386,0.1777,0.6307,0.1899,0.4164,0.6671,0.6077,0.4877,0.5842,0.6064,0.7706,0.3287,0.3358,0.6595,1.6686,0.6506,0.556,0.4662,0.7416,0.85,0.584,0.2942,0.2991,0.255,0.6421,0.2954,0.3311,0.7562,0,0.0416,0.0399,0,0.1926,0.531
1,0.6754,0.6723,0.938,0.3295,0.739,0.203,0.1115,0.1691,0.2423,0.8183,0.2588,0.515,0.9014,0.6815,0.6478,0.6954,0.6895,0.8911,0.4476,0.4804,0.9347,2.1727,0.7397,0.6589,0.5256,0.8721,1.2243,0.7449,0.366,0.3757,0.3122,0.8153,0.4034,0.5372,1.0911,0,0.0576,0.0551,0.0006,0.2289,0.6515
1.08,0.7786,0.7958,1.119,0.4244,0.8476,0.2671,0.1354,0.2006,0.324,1.0865,0.3379,0.6197,1.1437,0.7497,0.8335,0.8067,0.7671,1.0086,0.8007,0.8129,1.3043,2.7075,0.8241,0.7628,0.5804,1.0015,1.5558,1.2043,0.4194,0.4616,0.3723,1.0035,0.5282,0.8223,1.4986,0,0.0715,0.0734,0.009,0.2653,0.7763
1.17,0.8753,0.9188,1.3013,0.5317,0.9484,0.4645,0.1598,0.2318,0.4368,1.364,0.5985,0.7266,1.3746,0.8009,1.0084,0.9112,0.8283,1.1134,1.2772,1.3075,1.713,3.2485,0.8929,0.8617,0.6216,1.12,1.8042,1.7382,0.4819,0.6746,0.4326,1.2017,0.6678,1.1789,1.9591,0.0233,0.0873,0.0941,0.0077,0.299,1.1215
1.25,0.9585,1.0342,1.5405,0.6432,1.0344,0.8608,0.1834,0.2609,0.5784,1.6179,0.9296,0.8301,1.576,0.8354,1.16,0.9997,0.8702,1.198,1.7901,2.0971,2.1877,3.8022,0.944,0.9489,0.6486,1.2188,1.9531,2.269,0.5583,0.9254,0.4892,1.4024,0.8195,1.5922,2.4614,0.0635,0.1093,0.1162,0,0.3269,1.6234
