Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0003,0.0002,0.0002,0,0.0004,0,0,0,0.0001,0.0003,0,0.0001,0.0002,0.0024,0.0012,0.0002,0.0012,0.0008,0,0,0.0002,0.0002,0.0016,0.0003,0.0015,0.0006,0.0008,0.0012,0,0,0.0001,0.0001,0,0.0001,0.0003,0,0,0,0,0.0001,0.0001
0.17,0.0569,0.026,0.0269,0.0063,0.0707,0,0.0019,0.0049,0.0113,0.0516,0.002,0.0143,0.0382,0.2082,0.1222,0.0402,0.1516,0.1166,0,0,0.0273,0.0363,0.176,0.0492,0.1433,0.0907,0.121,0.076,0.0011,0,0.0127,0.0125,0.0022,0.0231,0.0418,0,0,0.0004,0,0.0194,0.0115
0.25,0.3275,0.1911,0.2025,0.0489,0.3843,0,0.0145,0.0371,0.0852,0.3243,0.0156,0.1093,0.2019,0.6373,0.3938,0.2788,0.5554,0.5514,0,0.0249,0.1741,0.4275,0.6004,0.299,0.4682,0.4695,0.5476,0.2384,0.0833,0.0512,0.0933,0.0965,0.0184,0.1713,0.2728,0,0,0.0034,0,0.114,0.0886
0.33,0.7257,0.5389,0.6459,0.1305,0.8229,0.0015,0.0501,0.1194,0.2885,0.8246,0.0558,0.3489,0.9047,1.0753,1.0087,0.7065,1.022,1.1008,0,0.0974,0.754,2.1471,1.066,0.6778,1.0083,1.001,1.9473,0.4402,0.2329,0.208,0.2575,0.338,0.069,0.9895,0.8689,0,0,0.0122,0,0.2613,0.3038
0.42,1.2649,1.0416,1.3415,0.2742,1.5218,0.0643,0.1279,0.2501,0.7105,2.4813,0.147,0.7308,2.1882,1.7129,2.7383,1.3056,1.692,1.8301,0.0502,0.4135,2.3856,4.9951,1.9337,1.1883,2.4092,1.7417,4.7465,1.8772,0.2851,0.5605,0.5027,0.8509,0.1897,4.0863,2.8784,0,0,0.0323,0,0.474,0.7285
0.5,2.9096,2.8981,3.7627,0.4295,3.6563,0.414,0.2597,0.4345,2.5735,6.3004,0.3259,1.2892,4.187,2.4506,5.0641,2.1726,2.5309,2.7992,1.1935,2.7261,5.2401,9.5938,3.9746,1.9052,4.1865,3.6662,8.474,6.2641,0.2462,1.9497,0.8692,1.6709,0.4429,9.4251,8.2924,0,0,0.0719,0,0.7885,3.387
0.58,5.8871,6.5725,8.8741,2.418,7.1602,2.6264,0.4495,0.69,6.647,11.6366,1.5821,2.0824,6.8342,3.3673,8.0592,4.0133,3.5684,4.5033,3.7929,7.7186,10.0238,16.0552,7.1972,2.8433,6.5626,7.333,12.8441,15.5152,1.7065,4.9466,1.3771,3.2408,0.8619,17.3617,20.3061,0,0,0.1415,0,1.5323,7.842
0.67,10.2407,13.0246,17.1713,9.4425,12.5366,7.6867,0.7139,1.0899,12.6745,18.1745,3.9205,3.1201,10.1498,5.3491,11.3575,7.5198,5.7772,7.9522,7.962,15.7941,17.656,25.2109,10.9217,5.4524,8.3655,12.4064,17.5499,27.242,7.5225,11.3234,2.0402,7.7731,2.3421,27.6133,37.5619,2.9702,0,0.2745,0,2.6079,14.0003
0.75,14.8215,20.9749,27.7871,26.3162,17.9338,18.7276,1.0514,2.6163,19.0843,24.4693,7.0597,5.2811,13.4876,7.3014,14.4052,11.3661,8.0423,11.7583,14.5323,26.8219,27.8243,36.5409,13.4065,8.8392,9.0907,17.2504,21.0817,37.6235,17.4858,22.8991,3.1591,15.477,6.8767,39.5338,59.2612,17.2628,1.3626,0.5878,0,3.6279,21.2071
0.83,20.9618,29.3852,41.5754,50.1294,24.0063,38.0562,1.471,4.2169,25.79,31.5469,10.8151,9.1306,17.9572,10.5674,19.4334,15.5384,11.3592,17.4249,23.4636,41.1975,41.7422,51.6635,17.6228,13.4246,11.7803,23.6759,26.1992,49.6939,30.2061,38.9622,5.3399,27.0645,17.8013,54.029,87.8958,41.094,11.8651,0.9074,0,4.7882,29.5095
0.92,24.8018,36.5322,51.9156,78.2631,27.4056,65.6236,2.5247,5.5479,31.3506,37.0732,14.794,13.8201,22.2234,10.8252,21.1328,18.6534,11.9464,21.1931,35.0231,58.6187,57.8859,68.9362,16.8828,17.9757,9.5075,26.5231,27.3034,56.4119,44.7349,58.8694,7.8826,42.3352,33.84,70.3915,120.9306,75.1277,30.737,2.5931,4.2226,5.6131,37.3571
1,21.9433,37.7616,53.9585,99.1025,24.324,93.9416,3.5353,6.09,33.5033,35.6141,18.1591,17.5767,24.049,9.2208,19.8201,17.3202,10.0458,19.5823,46.1324,75.1851,71.2118,81.6073,13.1901,18.9565,6.2628,22.0175,22.6866,51.5762,54.2493,74.8335,9.3601,54.4909,52.2495,84.2393,146.3939,115.964,58.0673,6.6323,13.6142,5.2834,42.1696
1.08,17.4771,33.8537,46.9776,106.8473,19.7151,114.3341,3.8031,5.6411,32.3734,31.0419,20.3837,18.8452,24.7828,7.529,17.6345,14.1799,8.0043,16.5396,53.6854,87.6698,82.6296,91.5342,9.8305,17.9001,4.1877,17.4314,17.5773,42.1669,57.489,84.2025,9.4935,59.9035,68.608,92.4766,164.7601,155.9362,90.75,14.2639,28.2928,4.5196,43.2478
1.17,14.0734,28.6447,37.9098,103.4712,15.536,123.0529,3.5341,4.8019,28.3065,26.0776,21.3548,18.4224,24.7643,6.1205,15.3161,11.2974,6.3404,13.7455,57.215,94.9941,91.5613,100.3707,7.2882,16.168,3.0486,13.7556,13.3717,33.3726,56.266,88.53,8.9364,57.8147,79.1737,97.924,177.9391,191.9064,125.1475,26.1075,46.7203,3.7338,40.2934
1.25,11.4042,23.6857,29.9055,94.0954,12.1755,121.5722,3.0266,3.9568,22.7888,21.5994,21.0991,17.1917,24.1413,5.0131,13.1544,9.0234,5.0687,11.6161,57.0644,98.1845,97.3752,107.9514,5.5413,14.3381,2.286,10.9282,10.1846,26.2426,52.5274,89.0337,8.1111,51.8252,82.6737,101.5252,186.7254,223.072,158.2851,41.9892,66.7204,3.0535,35.4808
1.33,9.3167,19.4384,24.4243,82.6547,9.6507,113.6523,2.5413,3.2255,17.8438,17.8209,19.8901,15.6632,23.0735,4.1522,11.249,7.2904,4.1076,9.846,54.5636,97.9677,100.021,113.6562,4.4432,12.6325,1.7631,8.7976,7.8297,20.7525,47.6434,86.823,7.2343,44.899,80.1834,103.0222,191.4598,248.9903,188.3052,61.1397,86.5994,2.4996,30.4933
