Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0076,0.0051,0.0043,0.0037,0.0106,0.0003,0.0001,0.0005,0.0015,0.0119,0.0002,0.002,0.0078,0.0192,0.0304,0.0022,0.0094,0.0149,0.0015,0.0016,0.0036,0.01,0.0185,0.0087,0.0096,0.0082,0.0133,0.0073,0.0055,0.0096,0.0012,0.0023,0.0006,0.0096,0.0134,0.0014,0.0005,0.0003,0.0002,0.0008,0.0036
0.25,0.0552,0.0455,0.0382,0.0296,0.0738,0.0031,0.0006,0.0042,0.013,0.0952,0.0016,0.0177,0.0525,0.0721,0.1192,0.0191,0.0409,0.0899,0.0136,0.0147,0.0287,0.0807,0.0761,0.0668,0.0377,0.0526,0.0729,0.0259,0.0436,0.0837,0.0108,0.021,0.0052,0.0855,0.1131,0.0126,0.0047,0.0027,0.0015,0.0058,0.0321
0.33,0.1322,0.1373,0.1318,0.0759,0.1725,0.0113,0.0022,0.0146,0.0476,0.2386,0.0059,0.0602,0.1215,0.1402,0.2296,0.0515,0.0847,0.1998,0.0497,0.0533,0.0724,0.204,0.153,0.1633,0.0754,0.1209,0.16,0.05,0.1097,0.2361,0.031,0.0774,0.0192,0.2889,0.2965,0.0453,0.0173,0.01,0.0054,0.0141,0.1163
0.42,0.2256,0.2583,0.2663,0.1344,0.2898,0.0286,0.0057,0.03,0.1186,0.4128,0.0151,0.1209,0.204,0.2126,0.3407,0.0936,0.1353,0.3261,0.1244,0.1226,0.1273,0.3552,0.2376,0.2807,0.1176,0.2037,0.2625,0.0762,0.1919,0.4296,0.0579,0.1915,0.0484,0.571,0.5217,0.0957,0.0436,0.0253,0.0138,0.0248,0.2831
0.5,0.327,0.3975,0.426,0.2006,0.4146,0.054,0.0108,0.0484,0.2245,0.6004,0.0311,0.1939,0.2928,0.2824,0.441,0.1422,0.1883,0.4564,0.2495,0.2065,0.1893,0.5196,0.3219,0.4081,0.1605,0.2947,0.3713,0.1022,0.2835,0.6451,0.0896,0.3465,0.0991,0.8962,0.7654,0.1577,0.0891,0.052,0.0285,0.0371,0.4995
0.58,0.4302,0.5466,0.6012,0.2708,0.5389,0.0841,0.0171,0.0687,0.346,0.7889,0.0561,0.2755,0.3823,0.3456,0.5257,0.1951,0.2408,0.582,0.4059,0.2977,0.2551,0.6865,0.401,0.5375,0.2018,0.3887,0.4802,0.1265,0.3788,0.8681,0.1248,0.5274,0.1769,1.2413,1.0108,0.2281,0.1563,0.0934,0.0515,0.0507,0.7329
0.67,0.5308,0.699,0.7841,0.3423,0.6572,0.1174,0.0242,0.0902,0.4752,0.9695,0.0919,0.3627,0.4689,0.4003,0.5939,0.2502,0.2908,0.6977,0.5762,0.3911,0.3218,0.8482,0.4719,0.6632,0.2399,0.4819,0.5845,0.1484,0.474,1.0879,0.1623,0.7264,0.2811,1.5889,1.2461,0.3046,0.2354,0.1524,0.0847,0.0651,0.9669
0.75,0.6256,0.8495,0.9686,0.4128,0.7662,0.1529,0.032,0.1119,0.6063,1.1368,0.138,0.4527,0.5499,0.4464,0.6472,0.306,0.3369,0.8008,0.7518,0.4826,0.3875,0.9997,0.5337,0.7812,0.2739,0.5716,0.6814,0.1675,0.566,1.2974,0.2011,0.937,0.3978,1.9263,1.464,0.3849,0.3216,0.2254,0.13,0.08,1.1901
0.83,0.7128,0.9946,1.1499,0.4807,0.8641,0.1895,0.0404,0.1335,0.7345,1.2877,0.1895,0.5436,0.6238,0.4841,0.6879,0.361,0.3785,0.8903,0.9261,0.5696,0.4508,1.138,0.5861,0.8893,0.3037,0.6559,0.7692,0.1837,0.6527,1.4916,0.2404,1.1537,0.5222,2.2447,1.6604,0.4671,0.4122,0.3056,0.1892,0.0951,1.3957
0.92,0.7914,1.1315,1.3245,0.5449,0.9503,0.2264,0.0492,0.1544,0.8569,1.4211,0.245,0.6336,0.69,0.5146,0.7185,0.4145,0.4153,0.9667,1.0943,0.6503,0.5105,1.2618,0.6299,0.9864,0.3292,0.7337,0.8473,0.1974,0.7329,1.668,0.2794,1.3717,0.6506,2.5388,1.834,0.5499,0.5046,0.3909,0.2635,0.1101,1.5799
1,0.8613,1.2587,1.4897,0.6047,1.025,0.2629,0.0583,0.1744,0.9712,1.5372,0.3034,0.7213,0.7483,0.5389,0.7413,0.4656,0.4474,1.0308,1.253,0.7237,0.5661,1.3708,0.6659,1.0723,0.3508,0.8044,0.9158,0.2086,0.8059,1.8257,0.3178,1.5875,0.7798,2.8057,1.9848,0.6319,0.5968,0.4794,0.3472,0.1248,1.7416
1.08,0.9247,1.3773,1.646,0.6608,1.0918,0.2988,0.0676,0.1934,1.0771,1.6405,0.3639,0.8066,0.8012,0.5619,0.7633,0.5146,0.4771,1.0874,1.4012,0.7904,0.6182,1.4686,0.6989,1.1497,0.371,0.87,0.9782,0.2196,0.8733,1.968,0.3554,1.7994,0.9081,3.0485,2.1183,0.7128,0.6877,0.5696,0.4366,0.1394,1.8831
1.17,1.0067,1.5102,1.815,0.7274,1.1833,0.3362,0.0776,0.214,1.1839,1.7725,0.4276,0.8997,0.8726,0.6082,0.8225,0.571,0.5222,1.1748,1.549,0.8596,0.6806,1.5909,0.7582,1.2485,0.4044,0.9558,1.0676,0.2388,0.9552,2.1341,0.3979,2.022,1.039,3.3137,2.284,0.8005,0.7808,0.6634,0.5323,0.1569,2.0264
