Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0162,0.0109,0.0091,0.0078,0.0226,0.0007,0.0001,0.001,0.0031,0.0255,0.0004,0.0042,0.0167,0.0392,0.0625,0.0047,0.0195,0.0317,0.0032,0.0035,0.0077,0.0214,0.0383,0.0186,0.0198,0.0174,0.0283,0.0149,0.0117,0.0204,0.0026,0.005,0.0012,0.0205,0.0286,0.003,0.0011,0.0006,0.0003,0.0017,0.0077
0.25,0.1078,0.0907,0.0762,0.0583,0.1435,0.0062,0.0012,0.0084,0.026,0.1865,0.0032,0.0353,0.1021,0.1367,0.2247,0.0377,0.0786,0.1736,0.0271,0.0293,0.0564,0.1583,0.1453,0.1307,0.0721,0.1023,0.1409,0.0492,0.0855,0.166,0.0216,0.0421,0.0104,0.1704,0.2225,0.0252,0.0094,0.0054,0.0029,0.0114,0.064
0.33,0.2618,0.2725,0.263,0.1508,0.3408,0.0228,0.0045,0.0292,0.0955,0.4705,0.012,0.1203,0.2408,0.2859,0.4571,0.1025,0.1713,0.3945,0.1,0.1068,0.1438,0.4028,0.3086,0.3229,0.1545,0.2408,0.319,0.1051,0.2174,0.4666,0.0619,0.156,0.0386,0.5738,0.584,0.0909,0.0348,0.0201,0.0109,0.0283,0.2325
0.42,0.6682,0.6919,0.6913,0.3839,0.87,0.0721,0.0143,0.0777,0.2978,1.1736,0.0383,0.3166,0.6225,0.7311,1.1452,0.2613,0.4558,1.0137,0.3129,0.3083,0.367,1.0079,0.8042,0.8145,0.4047,0.6322,0.839,0.2683,0.5511,1.1653,0.1589,0.4835,0.1225,1.4805,1.4452,0.2473,0.1102,0.0641,0.035,0.0745,0.7052
0.5,1.3192,1.4896,1.4998,0.7999,1.6742,0.1705,0.0344,0.1692,0.6989,2.3637,0.0977,0.6952,1.1944,1.181,1.7964,0.5602,0.7997,1.8569,0.77,0.6692,0.7597,2.0464,1.3495,1.631,0.6826,1.2184,1.5432,0.4357,1.1307,2.4515,0.3475,1.1111,0.3092,3.1582,2.9623,0.5465,0.2775,0.1628,0.0895,0.1537,1.5579
0.58,1.9607,2.4485,2.6278,1.2499,2.4339,0.3235,0.0665,0.2996,1.2954,3.5324,0.2052,1.2257,1.7454,1.5058,2.2121,0.9036,1.1076,2.6004,1.4746,1.2013,1.1799,3.0879,1.7837,2.4362,0.9115,1.8056,2.2008,0.5609,1.7346,3.8646,0.5784,2.0896,0.6406,5.3669,4.4923,0.9973,0.5667,0.3405,0.1891,0.243,2.7688
0.67,2.2562,3.1424,3.5565,1.5305,2.7218,0.5099,0.1074,0.4105,1.9821,4.0954,0.3614,1.6814,1.9622,1.4417,2.0223,1.1484,1.1636,2.7703,2.3027,1.6923,1.435,3.6213,1.7722,2.8245,0.9209,2.0644,2.3948,0.5492,2.0771,4.7439,0.7605,3.2261,1.0915,7.0083,5.2933,1.4168,0.9317,0.596,0.3352,0.3024,4.0021
0.75,2.3252,3.456,4.1146,1.6436,2.7554,0.6799,0.1476,0.4808,2.5615,4.1666,0.5598,1.9781,2.0119,1.3886,1.8794,1.2679,1.1854,2.7436,3.1356,2.007,1.5369,3.7203,1.738,2.9,0.9196,2.166,2.4459,0.5408,2.1876,5.0033,0.8653,4.1934,1.6076,7.8017,5.405,1.7248,1.343,0.9096,0.53,0.3383,4.8108
0.83,2.3683,3.6331,4.3942,1.7287,2.7658,0.8085,0.1816,0.5178,2.9349,4.1914,0.7848,2.1616,2.0397,1.3315,1.7633,1.361,1.1913,2.7056,3.7553,2.1349,1.6149,3.7698,1.6936,2.9457,0.907,2.2377,2.4691,0.5252,2.2653,5.1176,0.9483,4.8858,2.1613,8.0632,5.432,1.9201,1.7472,1.2588,0.7754,0.3703,5.1555
0.92,2.2606,3.6447,4.4986,1.7172,2.5923,0.8772,0.2047,0.5339,3.0525,3.9799,1.0196,2.2619,1.9263,1.1539,1.4844,1.3855,1.0948,2.4689,4.0613,2.1368,1.6003,3.6077,1.4987,2.8139,0.814,2.151,2.3009,0.4632,2.2123,4.9857,0.9886,5.244,2.6402,8.0039,5.1788,2.0429,2.0412,1.6115,1.0614,0.3808,5.0609
1,2.0935,3.4972,4.4239,1.6391,2.3706,0.9123,0.2211,0.5292,3.0367,3.64,1.2283,2.2708,1.7794,1.03,1.2988,1.3506,1.0115,2.2276,4.0968,2.072,1.5259,3.3224,1.3504,2.5963,0.7427,2.0243,2.1239,0.4196,2.0794,4.648,0.9862,5.4319,2.9645,7.6335,4.7357,2.091,2.2065,1.9026,1.3644,0.3791,4.8278
1.08,1.9646,3.3384,4.2602,1.5728,2.2043,0.924,0.2325,0.5126,2.9523,3.38,1.3863,2.2346,1.6668,0.9443,1.1795,1.3165,0.948,2.0528,4.0306,1.9563,1.4639,3.0998,1.2445,2.4296,0.6901,1.9234,1.9888,0.3881,1.9719,4.351,0.9781,5.473,3.1296,7.1627,4.3875,2.0845,2.274,2.1057,1.6706,0.3775,4.5114
1.17,1.8641,3.2089,4.1231,1.5183,2.0778,0.9161,0.2391,0.4983,2.8159,3.1823,1.4888,2.2031,1.5795,0.8839,1.1006,1.2875,0.8991,1.9239,3.8945,1.8434,1.4129,2.9283,1.1675,2.3004,0.6507,1.8424,1.8846,0.3651,1.8858,4.1194,0.9709,5.4161,3.1942,6.7915,4.1237,2.0756,2.2974,2.2206,1.9656,0.3761,4.1646
