Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0003,0.0001,0.0001,0,0.0003,0,0,0,0.0001,0.0002,0,0.0001,0.0002,0.0018,0.0009,0.0002,0.0009,0.0006,0,0,0.0001,0.0002,0.0012,0.0002,0.0011,0.0004,0.0006,0.0009,0,0,0.0001,0.0001,0,0.0001,0.0002,0,0,0,0,0.0001,0.0001
0.17,0.0444,0.0202,0.0209,0.0049,0.0553,0,0.0015,0.0038,0.0088,0.0403,0.0016,0.0112,0.0298,0.1654,0.0972,0.0313,0.1191,0.0914,0,0,0.0213,0.0283,0.139,0.0384,0.1132,0.0708,0.0947,0.0606,0.0006,0,0.0099,0.0097,0.0017,0.018,0.0327,0,0,0.0003,0,0.0151,0.0089
0.25,0.2901,0.1663,0.1758,0.0422,0.342,0,0.0125,0.0322,0.0739,0.2857,0.0135,0.0947,0.1799,0.5987,0.3671,0.2435,0.5114,0.4965,0,0.0183,0.1531,0.3052,0.5569,0.2638,0.4367,0.4189,0.4942,0.2222,0.0688,0.0409,0.0811,0.0835,0.0158,0.149,0.2398,0,0,0.0029,0,0.1007,0.0769
0.33,0.7525,0.5379,0.6354,0.1296,0.858,0,0.049,0.1175,0.2819,0.8677,0.0543,0.3434,0.9754,1.1885,1.1994,0.7183,1.1141,1.1642,0,0.0638,0.7913,2.2375,1.1649,0.6987,1.216,1.0504,2.2093,0.4502,0.2168,0.1971,0.2584,0.3291,0.0664,0.962,0.9019,0,0,0.0118,0,0.2718,0.2955
0.42,1.3307,1.1309,1.3849,0.2789,1.6769,0.0497,0.1288,0.258,0.7142,2.7377,0.1475,0.7558,2.3379,1.7291,2.7748,1.3789,1.7373,1.9117,0.0326,0.4569,2.5867,5.3862,2.0072,1.2513,2.4122,1.8265,5.0036,2.0034,0.3116,0.6267,0.5274,0.8561,0.1888,4.3363,3.1777,0,0,0.0324,0,0.5009,0.7316
0.5,2.652,2.8058,3.7252,0.4134,3.3003,0.4221,0.2555,0.4329,2.4895,5.788,0.3183,1.2829,3.8585,2.2262,4.3487,2.1073,2.3273,2.6323,1.1812,2.771,4.8698,9.0648,3.3639,1.8265,3.4269,3.2918,7.4752,5.7497,0.3412,1.9031,0.8521,1.6535,0.4316,9.2968,7.7054,0,0,0.0703,0,0.7508,3.3037
0.58,4.3151,5.1697,7.2145,1.9178,5.1869,2.267,0.4156,0.621,5.6991,8.8913,1.3433,1.8727,5.4016,2.6472,5.7146,3.0039,2.8485,3.3151,3.5444,6.7438,8.0268,13.0279,4.6073,2.4058,4.001,5.2633,9.3573,10.9368,1.3985,3.925,1.2097,2.8127,0.8244,14.6872,15.8584,0,0,0.1311,0,1.1182,6.8841
0.67,5.8865,7.8279,11.2021,5.5302,6.8917,5.3754,0.5908,0.8091,9.3735,11.4076,3.0497,2.4882,6.7574,2.9683,6.7311,4.4571,3.2533,4.3209,6.5709,11.7525,12.0446,17.2709,5.461,3.1208,4.1359,6.996,10.4037,16.2496,3.8097,6.6903,1.5732,5.5274,1.7553,19.8286,24.721,1.9083,0,0.2188,0,1.5742,10.4238
0.75,7.1305,10.3945,14.8358,12.2275,8.1903,10.0842,0.7668,0.9842,12.0663,13.1797,5.018,3.0875,7.8811,3.209,7.4562,5.6241,3.5529,5.3641,10.0372,17.314,16.78,21.8943,5.9398,4.1606,4.0449,8.2422,10.8056,19.3862,8.105,10.383,1.9184,9.0099,4.3073,24.3107,33.5152,8.3301,0.579,0.4078,0,1.8953,13.5121
0.83,7.9409,12.5792,17.5468,20.9281,8.9928,16.8912,0.932,1.5487,13.6861,14.2275,6.8494,3.6961,8.7477,3.3609,7.8678,6.3706,3.7405,6.1595,13.621,22.967,21.9453,26.9199,6.0666,5.0965,3.7826,8.9241,10.686,20.8353,12.6483,15.391,2.2313,12.7782,8.4248,28.2046,42.0908,19.1847,4.3764,0.5314,0,2.083,15.8794
0.92,8.3942,13.9421,19.2622,29.0591,9.4176,25.149,1.0776,1.9521,14.395,14.736,8.3188,4.7534,9.4644,3.4827,8.1798,6.7482,3.9322,6.7497,17.0061,28.3977,27.2767,32.3091,6.0591,5.8925,3.5929,9.214,10.38,21.3258,16.7235,20.6179,2.5151,16.3565,14.5799,31.8657,50.5526,32.0307,11.5608,1.0248,1.4479,2.1757,17.5049
1,8.9349,15.0439,20.5275,36.153,10.0019,33.8449,1.2084,2.2435,14.6967,15.3821,9.4464,5.8161,10.4292,3.9173,8.8561,7.0977,4.3237,7.4791,20.0937,33.6663,32.983,38.5274,6.4941,6.7459,3.8319,9.6866,10.6112,22.0586,20.3514,26.2169,3.0624,19.6348,20.8601,36.1974,59.9752,46.3765,20.9327,2.315,4.5412,2.2906,18.7188
1.08,10.362,16.9894,22.6841,43.1733,11.9712,42.8248,1.3457,2.5967,15.3435,17.3286,10.4832,7.1267,12.2068,5.0259,10.7188,8.019,5.3512,9.0422,23.1654,39.4954,39.9094,46.8145,8.247,8.1482,5.2098,11.2863,12.4826,24.9489,24.2922,33.212,3.7754,23.1016,26.9535,42.618,72.9792,62.6801,32.4519,4.6422,9.0651,2.612,20.2254
1.17,13.0575,20.5918,26.9497,51.9561,15.4008,53.1688,1.5176,3.1614,16.9591,21.129,11.637,9.0269,15.0111,6.5982,13.3602,9.8988,6.9382,11.6691,26.9072,47.052,48.7505,58.0306,10.6863,10.4847,6.9824,14.265,15.7611,30.4643,29.7019,42.9451,4.8452,27.6075,33.2579,52.3734,91.9011,82.6876,46.7043,8.3292,15.086,3.2015,22.7945
1.25,16.2848,25.4039,34.2168,63.5687,19.1107,65.983,1.8067,3.943,19.812,25.7093,13.0359,11.6797,18.4174,8.2332,16.1661,12.3104,8.6326,14.7514,31.9809,56.9432,59.2287,71.2416,12.9148,13.4598,8.2573,17.6692,19.1213,37.4055,36.6886,55.4007,6.2725,34.0639,40.4068,65.4028,116.1343,108.3072,64.8799,13.7459,22.8922,3.8929,26.8023
1.33,19.837,30.383,41.8968,78.1167,22.4147,81.7251,2.7226,4.7852,23.7333,30.1878,14.7533,14.895,22.2056,9.689,18.8712,14.6823,10.1358,18.2989,38.6501,69.0494,71.2951,85.6957,14.6337,16.7053,9.0298,20.8108,21.9695,44.2131,44.8264,69.7653,7.9174,43.4076,49.3659,80.3059,144.4664,140.1387,88.295,21.415,33.0185,4.5682,32.0365
1.42,22.6122,34.912,48.4654,94.0654,25.0494,99.8706,3.4247,5.5632,27.9297,34.1259,16.8324,18.3899,26.2293,10.8802,21.3486,16.6814,11.3198,21.1953,46.7512,82.847,84.8336,101.1417,15.8571,19.9014,9.4863,23.6881,24.14,50.1598,53.4475,85.2818,9.6226,53.0524,60.5786,96.2948,175.7564,177.9345,117.8931,32.0519,46.2194,5.1612,37.5832
1.5,25.0418,39.0612,54.0969,109.9805,27.5197,119.2603,3.9999,6.2659,31.7662,37.842,19.3546,22.0051,30.6382,12.1793,24.0325,18.4666,12.5417,23.9141,55.6121,98.1142,100.0486,118.1136,17.268,23.1066,10.2609,26.171,26.3215,55.6035,62.2343,101.6817,11.3329,62.3338,73.5809,113.4998,210.0025,221.2582,153.9448,46.511,63.0973,5.7296,42.9593
1.58,26.8174,42.6725,58.6554,124.9554,29.3834,138.8468,4.4759,6.8644,34.8958,41.0537,22.1898,25.5239,35.1009,12.8032,25.9688,19.917,13.1842,25.9285,64.7945,114.4775,116.4721,136.479,17.768,26.0521,10.1532,27.7219,27.6887,59.4049,70.8584,118.5423,12.9489,70.6897,87.3594,131.651,246.2677,269.8525,196.2347,65.5648,84.1545,6.2042,47.8305
1.67,25.1512,43.3096,59.0807,135.037,27.6964,155.7017,4.7218,7.0538,36.0911,40.6957,24.5851,27.8697,37.8233,11.2757,24.906,19.2384,11.6778,24.6483,73.0891,129.6198,130.8166,152.301,15.0819,26.7004,7.5451,25.0377,25.0897,56.4287,76.5929,131.9078,13.7431,76.0351,99.7414,147.2888,276.8726,321.1862,243.6458,89.6132,109.7045,6.0594,50.8236
1.75,20.4952,39.5254,53.2007,135.3484,22.956,164.7911,4.6468,6.5746,34.642,36.1691,25.8247,27.8867,38.2653,9.1505,22.1194,16.2197,9.342,20.8293,78.1956,140.1194,140.8695,163.0046,11.4798,24.5843,5.026,19.7667,20.0281,47.4073,76.7136,137.5118,13.1995,76.4645,108.218,156.3729,295.6108,368.6958,292.9159,118.6256,139.3004,5.2649,50.7401
1.83,16.0314,33.5111,43.6038,126.4682,18.1407,163.803,4.267,5.6203,30.861,30.4789,25.8316,25.9114,37.3127,7.3313,19.043,12.9284,7.3373,16.8838,79.2725,144.5496,146.974,170.2437,8.5314,21.581,3.5694,15.6179,15.3588,37.8285,72.4383,136.2747,11.8765,71.6773,111.2215,158.8236,304.0781,407.1739,339.8581,151.975,171.4388,4.3491,47.4612
1.92,12.9126,27.5747,34.41,112.4511,14.1587,154.2027,3.6759,4.6081,25.5684,25.1698,24.791,23.1797,35.4105,5.9133,16.1729,10.2498,5.8001,13.7266,76.8256,143.6038,148.9445,174.7499,6.3533,18.6363,2.644,12.3327,11.6893,29.7502,65.9095,130.6754,10.3895,63.2045,108.4628,157.0734,304.4644,435.4761,381.1147,188.3411,204.2204,3.5357,41.9604
2,10.4639,22.4641,27.2689,97.0335,11.0652,139.4628,3.0647,3.7264,20.2056,20.6542,22.9575,20.3946,32.9352,4.8289,13.6674,8.2064,4.6484,11.4842,71.9522,138.7469,147.0389,176.3563,4.991,16.0378,2.0136,9.8494,8.9458,23.429,58.5913,122.4868,8.9931,53.8741,100.9737,152.28,298.4686,453.8314,414.6968,225.963,236.1392,2.8714,35.9547
2.08,8.5732,18.2883,22.4288,82.6191,8.9366,122.8899,2.5476,3.009,15.7602,16.9535,20.5217,17.8365,30.1938,3.9967,11.5474,6.6623,3.7932,9.6795,65.948,131.2071,141.9473,174.9101,4.0346,13.8329,1.5734,7.9808,6.922,18.6149,51.36,113.0135,7.7688,45.2761,90.5226,144.9927,287.5325,462.8002,440.0487,262.9572,266.3617,2.3452,30.4069
2.17,7.1103,14.9466,18.5943,70.0296,7.439,106.7583,2.1316,2.4402,12.3215,13.9667,17.6666,15.5908,27.4059,3.4168,9.7779,5.4863,3.4254,8.2304,59.6912,122.0815,134.5297,170.5105,3.3133,11.9886,1.2571,6.5615,5.4266,14.9652,44.6672,103.1015,6.726,37.8875,79.0411,135.7606,272.9079,463.18,457.5246,297.6906,294.5311,1.9318,25.5976
2.25,5.9679,12.2901,15.568,59.3382,6.2625,92.0519,1.7997,1.9926,9.7183,11.5678,14.8124,13.6591,24.7125,3.1298,8.3448,4.5785,3.0776,7.0612,53.6705,112.2603,125.6521,163.5587,2.7603,10.451,1.0239,5.4685,4.3122,12.1824,38.6987,93.3117,5.8481,31.9316,68.0737,125.2818,255.7308,455.9774,467.5975,329.0495,320.5127,1.6067,21.546
2.33,5.0651,10.1771,13.167,50.3968,5.3285,79.1234,1.6678,1.64,7.7522,9.6402,12.353,12.0117,22.1944,2.8613,7.201,3.8674,2.7551,6.1104,48.0752,102.3914,116.0681,154.7276,2.3294,9.1667,0.8477,4.6142,3.4721,10.3515,33.5051,83.9923,5.1112,27.7226,58.4777,114.2832,237.0592,442.4052,470.7874,356.2973,344.1902,1.3492,18.1776
2.42,4.3429,8.7087,11.2453,42.9919,4.5785,68.0006,1.5723,1.3608,6.2582,8.0861,10.3447,10.6099,19.8907,2.6119,6.2737,3.3024,2.4598,5.3303,42.9807,92.882,106.3541,144.7465,1.9884,8.0891,0.7118,3.9367,2.8306,8.8175,29.0852,75.3468,4.4919,24.1744,50.3906,103.3978,217.8349,423.8391,467.7271,378.9047,365.4946,1.1436,15.3924
2.5,3.7582,7.5734,9.6917,36.9324,3.9695,58.5705,1.4651,1.1382,5.1115,6.8269,8.7296,9.4157,17.8136,2.3815,5.5109,2.8475,2.1917,4.6844,38.4003,83.9633,96.9039,134.2355,1.7146,7.18,0.6324,3.3921,2.3345,7.551,25.3189,67.4707,3.9695,21.1889,43.6104,93.0417,198.8284,401.6972,459.1892,396.5538,384.388,0.9778,13.0919
2.58,3.2795,6.6332,8.4226,31.9493,3.4696,50.6443,1.3539,0.9834,4.3114,5.8006,7.4307,8.3955,15.9587,2.1696,4.875,2.5835,1.95,4.1448,34.3114,75.7473,87.9605,123.6664,1.5206,6.4083,0.5803,2.9489,1.9459,6.5125,22.1152,60.3786,3.5266,18.6722,37.9306,83.442,180.594,377.3081,446.0648,409.1398,400.7956,0.876,11.1881
2.67,2.8834,5.8486,7.3757,27.8239,3.0551,43.9999,1.2436,0.9411,3.7219,4.9589,6.3799,7.5203,14.3126,1.9752,4.3384,2.3961,1.733,3.6904,30.7017,68.2726,79.6558,113.3717,1.4185,5.7491,0.5306,2.5841,1.6377,5.6586,19.3877,54.0558,3.1492,16.5426,33.1641,74.6985,163.4841,351.8175,429.3291,416.7598,414.5878,0.8112,9.6164
2.75,2.5526,5.1885,6.5039,24.3849,2.7082,38.4255,1.1373,0.8976,3.2387,4.2642,5.5223,6.7661,12.8574,1.7972,3.8805,2.2139,1.5389,3.402,27.5189,61.535,72.0477,103.5691,1.3215,5.1825,0.4838,2.2806,1.3907,4.9518,17.0599,48.4527,2.8257,14.7318,29.1503,66.8301,147.6939,326.146,409.9091,419.6903,425.6222,0.7473,8.3145
2.83,2.2737,4.6292,5.7716,21.4984,2.4153,33.7352,1.0369,0.8538,2.8391,3.687,4.8161,6.1132,11.5737,1.6345,3.4861,2.0395,1.3659,3.2172,24.7324,55.4982,65.1446,94.3887,1.2297,4.6927,0.4402,2.0477,1.1904,4.3626,15.0679,43.498,2.547,13.1838,25.7557,59.8067,133.2951,300.9886,388.668,418.3409,433.7724,0.6856,7.229
2.92,2.0368,4.1519,5.1514,19.0595,2.166,29.7727,0.9435,0.8104,2.5056,3.2045,4.2292,5.5452,10.4421,1.4861,3.1435,1.8744,1.2118,3.0405,22.2942,50.1155,58.9245,85.8962,1.1432,4.2669,0.3998,1.9298,1.0265,3.8923,13.3575,39.1209,2.398,11.8533,22.8706,53.5732,120.2759,276.8347,366.3728,413.2135,438.9758,0.6272,6.3183
3,1.8339,3.7417,4.6222,16.9852,1.9523,26.4092,0.8574,0.7679,2.225,2.8591,3.7372,5.0489,9.4445,1.3507,2.8435,1.7196,1.075,2.8721,20.1532,45.3289,53.3473,78.1123,1.062,3.8947,0.3627,1.8157,0.8911,3.517,11.8889,35.2546,2.2756,10.7037,20.4061,48.0781,108.5778,254.0027,343.6745,404.8617,441.248,0.5726,5.5494
3.08,1.6591,3.3872,4.1675,15.2102,1.7679,23.5397,0.7786,0.7264,1.9869,2.5751,3.3213,4.6131,8.5643,1.2274,2.5792,1.5754,0.9535,2.7119,18.2667,41.0765,48.3623,71.0268,0.9859,3.5678,0.3287,1.7059,0.7783,3.2049,10.6261,31.8385,2.1566,9.705,18.2899,43.2395,98.1143,232.677,321.1078,393.8563,440.683,0.522,4.8965
3.17,1.5074,3.079,3.7743,13.6821,1.6078,21.0789,0.7071,0.6863,1.7836,2.3305,2.9673,4.2289,7.7866,1.1152,2.345,1.4418,0.8459,2.5596,16.5989,37.2985,43.9138,64.6096,0.9149,3.2792,0.2977,1.6008,0.7174,2.9399,9.5368,28.8183,2.0414,8.8331,16.4633,38.9786,88.7806,212.941,299.0685,380.7554,437.447,0.4755,4.3388
3.25,1.3764,2.8094,3.4322,12.3592,1.4679,18.9577,0.6423,0.6477,1.6087,2.1185,2.6637,3.8887,7.0983,1.0131,2.1364,1.3185,0.7506,2.4152,15.1196,33.9389,39.9462,58.8181,0.8486,3.0234,0.2695,1.5008,0.6864,2.7238,8.5934,26.1449,1.9305,8.0683,14.8789,35.2234,80.467,194.8039,277.8462,366.0797,431.7643,0.4329,3.86
3.33,1.3155,2.5726,3.133,11.286,1.345,17.122,0.5839,0.6107,1.4573,1.9335,2.4017,3.5887,6.4877,0.9203,1.9499,1.2051,0.6663,2.2783,13.8035,30.9472,36.4064,53.6038,0.7868,2.7957,0.2439,1.4058,0.6555,2.542,7.7752,23.7753,1.824,7.3943,13.4978,31.9095,73.0657,178.2241,257.6403,350.2988,423.9014,0.3941,3.4467
3.42,1.2565,2.3635,2.87,10.464,1.2699,15.577,0.5313,0.5754,1.3255,1.7713,2.1743,3.4478,5.9494,0.8359,1.7824,1.1012,0.5917,2.1487,12.6291,28.2783,33.2453,48.9154,0.7293,2.6767,0.2207,1.316,0.6251,2.3831,7.0632,21.6715,1.7222,6.7978,12.2884,28.9802,66.4749,163.1265,238.576,333.8235,414.1512,0.3588,3.0883
3.5,1.1994,2.1781,2.6376,9.7245,1.2168,14.2832,0.484,0.5418,1.2101,1.6282,1.9758,3.3101,5.4931,0.7593,1.6316,1.0061,0.5257,2.026,11.5781,25.8966,30.4192,44.7026,0.6758,2.5754,0.1997,1.2311,0.5953,2.2405,6.441,19.8156,1.6251,6.2677,11.2245,26.3859,60.6044,149.4166,220.719,317.004,402.8274,0.3269,2.776
3.58,1.1443,2.013,2.4313,9.0573,1.1654,13.1776,0.4415,0.5098,1.1086,1.5014,1.8017,3.1761,5.1016,0.6896,1.4953,0.9192,0.4674,1.91,10.6351,23.7719,27.8911,40.9175,0.6261,2.4774,0.1808,1.1512,0.5662,2.1103,5.9729,18.1727,1.5326,5.7948,10.2847,24.0833,55.3734,136.9911,204.0898,300.1308,390.2367,0.2981,2.5029
3.67,1.0912,1.8654,2.2476,8.4538,1.1157,12.2162,0.4034,0.4795,1.019,1.3886,1.6482,3.0458,4.7617,0.6264,1.372,0.84,0.4158,1.8004,9.7867,21.8742,25.6286,37.5162,0.58,2.3826,0.1637,1.076,0.5381,1.9899,5.5748,16.728,1.4447,5.3713,9.5461,22.0331,50.709,125.7442,188.6755,283.4385,376.6665,0.272,2.2629
3.75,1.0402,1.733,2.0832,7.9063,1.0678,11.3686,0.3692,0.4508,0.9393,1.2878,1.5124,2.9195,4.4631,0.569,1.2664,0.7679,0.3702,1.6968,9.0217,20.1762,23.6017,34.4586,0.5372,2.2909,0.1482,1.0053,0.5109,1.8777,5.2167,15.4527,1.3614,4.9909,8.9251,20.2248,46.5493,115.572,174.4394,267.1115,362.3813,0.2485,2.0514
3.83,0.9913,1.6137,1.9356,7.4083,1.0216,10.6133,0.3385,0.4237,0.8683,1.1974,1.3916,2.7973,4.1981,0.5169,1.1833,0.7022,0.3299,1.599,8.3301,18.6564,21.7837,31.7084,0.4975,2.2025,0.1343,0.9391,0.4847,1.7726,4.8928,14.3209,1.2824,4.648,8.3537,18.6267,42.8414,106.3767,161.329,251.2898,347.6201,0.2273,1.8642
3.92,0.9444,1.506,1.8027,6.9541,0.9772,9.9348,0.311,0.398,0.8048,1.116,1.2838,2.6792,3.9607,0.4696,1.1064,0.6426,0.2943,1.5067,7.7037,17.2935,20.1518,29.2328,0.4608,2.1171,0.1218,0.877,0.4596,1.6739,4.5988,13.3115,1.2076,4.338,7.8286,17.2063,39.5328,98.0664,149.2822,236.0755,332.5947,0.2082,1.698
4,0.8994,1.4085,1.6826,6.5389,0.9344,9.3209,0.2862,0.3739,0.7478,1.0425,1.1873,2.5652,3.746,0.4266,1.0352,0.5883,0.2628,1.4196,7.1351,16.0666,18.6842,27.0025,0.4267,2.0347,0.1105,0.8189,0.4355,1.581,4.3307,12.4071,1.137,4.0568,7.3461,15.9375,36.5748,90.5557,138.2316,221.539,317.4891,0.191,1.55
4.08,0.8564,1.3198,1.5737,6.1583,0.8933,8.7627,0.2639,0.3511,0.7118,0.9758,1.1006,2.4554,3.5504,0.3877,0.9693,0.539,0.2349,1.3375,6.6179,14.9581,17.3611,24.991,0.3952,1.9553,0.1004,0.7645,0.4125,1.4935,4.0853,11.593,1.0703,3.8012,6.9027,14.7992,33.9233,83.7647,128.1076,207.7246,302.4599,0.1754,1.4179
4.17,0.8153,1.239,1.4747,5.8086,0.8539,8.2527,0.2437,0.3297,0.6862,0.9152,1.0224,2.3496,3.371,0.3523,0.9082,0.4943,0.2102,1.26,6.1465,13.9532,16.165,23.1742,0.3659,1.8788,0.0912,0.7137,0.3906,1.4111,3.86,10.8573,1.0073,3.5681,6.4949,13.7737,31.5398,77.6201,118.8447,194.6553,287.6381,0.1614,1.2995
4.25,0.776,1.1652,1.3981,5.4858,0.8161,7.7849,0.2256,0.3095,0.661,0.86,0.9518,2.2478,3.2053,0.3202,0.8517,0.4536,0.1884,1.187,5.7162,13.0393,15.0803,21.5305,0.3389,1.8051,0.083,0.6663,0.3697,1.3333,3.6524,10.2402,0.948,3.3551,6.1196,12.8465,29.3911,72.0546,110.3739,182.3385,273.13,0.1488,1.1931
4.33,0.7384,1.0976,1.3544,5.1905,0.7798,7.3543,0.2092,0.2906,0.6364,0.8096,0.8877,2.15,3.0515,0.2911,0.7993,0.4167,0.1691,1.1181,5.3227,12.2055,14.0939,20.0406,0.3139,1.7341,0.0756,0.622,0.3498,1.26,3.4606,9.7411,0.892,3.16,5.7737,12.0055,27.4723,67.0083,102.6281,170.7677,259.0206,0.1374,1.0974
4.42,0.7026,1.0409,1.3114,4.9222,0.745,6.9581,0.1944,0.2728,0.6122,0.7633,0.8295,2.0561,2.908,0.2647,0.7507,0.3832,0.1519,1.0532,4.9622,11.4427,13.1943,18.6874,0.2907,1.6658,0.0689,0.5806,0.3309,1.1909,3.2829,9.2767,0.8393,2.9808,5.4545,11.2402,25.7552,62.4323,95.5445,159.9266,245.375,0.127,1.011
4.5,0.6685,1.0112,1.2691,4.6781,0.7117,6.5936,0.1809,0.256,0.5886,0.7209,0.7764,1.9659,2.7737,0.2408,0.7055,0.3528,0.1367,0.992,4.6314,10.7429,12.3715,17.4557,0.2693,1.6,0.0629,0.542,0.3129,1.1258,3.1179,8.8438,0.7897,2.8159,5.1596,10.5419,24.2068,58.2794,89.0654,149.7913,232.2416,0.1177,0.9329
4.58,0.6359,0.982,1.2277,4.4576,0.6798,6.2584,0.1687,0.2403,0.5657,0.6819,0.7279,1.8794,2.6475,0.219,0.6637,0.3251,0.1232,0.9344,4.3275,10.0993,11.617,16.3321,0.2494,1.5367,0.0574,0.5061,0.2959,1.0644,2.9643,8.4394,0.7431,2.6639,4.8867,9.903,22.8018,54.5051,83.1376,140.3329,219.6539,0.1092,0.8621
4.67,0.6048,0.9534,1.1871,4.2569,0.6493,5.9505,0.1576,0.2256,0.5434,0.6633,0.6836,1.7965,2.5286,0.1993,0.6248,0.2999,0.1113,0.8801,4.0478,9.506,10.9235,15.3048,0.2311,1.4759,0.0525,0.4725,0.2797,1.0066,2.8212,8.0612,0.6992,2.5235,4.6339,9.3171,21.5202,51.0685,77.7121,131.519,207.6332,0.1015,0.8379
4.75,0.5752,0.9253,1.1475,4.073,0.6201,5.6674,0.1475,0.2118,0.5218,0.6452,0.6428,1.717,2.4162,0.1814,0.5886,0.277,0.1006,0.8289,3.7901,8.9579,10.2844,14.3636,0.2142,1.4174,0.0481,0.4413,0.2645,0.9521,2.6874,7.7067,0.6579,2.4408,4.3977,8.7786,20.3459,47.9329,72.7457,123.3155,196.1901,0.0945,0.822
4.83,0.5471,0.8979,1.1089,3.9033,0.5921,5.4066,0.1382,0.1988,0.5009,0.6274,0.6054,1.6408,2.3098,0.1651,0.555,0.2562,0.0911,0.7807,3.5523,8.4505,9.6943,13.4993,0.1985,1.3611,0.0441,0.4122,0.25,0.9008,2.5623,7.3739,0.6191,2.3757,4.1855,8.2822,19.2658,45.0653,68.1948,115.6876,185.3266,0.0881,0.8061
4.92,0.5202,0.8711,1.0713,3.7459,0.5654,5.1655,0.1298,0.1866,0.4807,0.6101,0.5709,1.5679,2.2089,0.1504,0.536,0.2373,0.0827,0.7354,3.3326,7.9802,9.1482,12.7039,0.184,1.307,0.0405,0.3851,0.2363,0.8655,2.444,7.0612,0.5826,2.3116,3.9946,7.8249,18.269,42.437,64.0201,108.6001,175.0377,0.0823,0.7902
5,0.4947,0.845,1.0346,3.5992,0.5398,4.942,0.122,0.1752,0.4611,0.5931,0.5391,1.4981,2.1131,0.137,0.5208,0.22,0.0752,0.6926,3.1293,7.5464,8.6425,11.9706,0.1706,1.255,0.0373,0.3598,0.2233,0.8416,2.3337,6.7666,0.5484,2.2485,3.8216,7.4036,17.3468,40.0226,60.1855,102.0179,165.3129,0.0771,0.7743
5.08,0.4704,0.8195,0.999,3.4619,0.5154,4.7342,0.1149,0.1646,0.4422,0.5765,0.5097,1.4314,2.022,0.1248,0.5055,0.2042,0.0685,0.6524,2.941,7.145,8.1743,11.2932,0.1582,1.205,0.0343,0.3363,0.2111,0.8159,2.2319,6.4888,0.5162,2.1864,3.6638,7.0153,16.4917,37.7996,56.6585,95.9068,156.137,0.0722,0.7585
5.17,0.4473,0.7946,0.9644,3.3328,0.4921,4.5404,0.1083,0.1546,0.4241,0.5603,0.4824,1.3675,1.9353,0.1138,0.4902,0.1899,0.0625,0.6145,2.7665,6.7725,7.7403,10.6668,0.1467,1.157,0.0317,0.3143,0.1996,0.7891,2.1374,6.2268,0.4859,2.1255,3.5188,6.6572,15.6974,35.7486,53.4098,90.2335,147.4917,0.0678,0.7428
