Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0014,0.0006,0.0006,0.0001,0.0017,0,0,0.0001,0.0003,0.0012,0,0.0003,0.0009,0.0059,0.0035,0.0009,0.0039,0.0029,0,0,0.0006,0.0009,0.0048,0.0012,0.0039,0.0022,0.003,0.0022,0,0,0.0003,0.0003,0.0001,0.0005,0.001,0,0,0,0,0.0004,0.0003
0.25,0.0125,0.0066,0.0068,0.0017,0.0151,0,0.0005,0.0012,0.0028,0.0122,0.0005,0.0036,0.0079,0.0317,0.0205,0.0097,0.0242,0.023,0,0.0001,0.0063,0.0087,0.028,0.0113,0.0217,0.0181,0.0224,0.0114,0.0023,0.0011,0.0031,0.0032,0.0006,0.0059,0.0102,0,0,0.0001,0,0.0041,0.003
0.33,0.0408,0.0263,0.0297,0.0062,0.0482,0,0.0021,0.0054,0.0128,0.0421,0.0023,0.0157,0.0249,0.0809,0.0539,0.035,0.0659,0.0693,0,0.0052,0.0215,0.0304,0.0746,0.0378,0.0566,0.0564,0.0664,0.0317,0.011,0.0083,0.0121,0.0144,0.0028,0.0256,0.036,0,0,0.0005,0,0.0132,0.0141
0.42,0.0886,0.0641,0.0774,0.0157,0.1029,0.0008,0.0062,0.0143,0.0381,0.0934,0.0069,0.0407,0.0531,0.1502,0.1023,0.0802,0.1283,0.1425,0,0.0216,0.048,0.0683,0.1431,0.0831,0.1073,0.1194,0.1364,0.067,0.0284,0.0245,0.029,0.043,0.0089,0.0659,0.0812,0,0,0.0015,0,0.0287,0.0423
0.5,0.1549,0.1213,0.153,0.0326,0.1776,0.0084,0.0139,0.0282,0.0861,0.1656,0.0166,0.0805,0.0925,0.2337,0.1625,0.1455,0.2078,0.2388,0.0072,0.0518,0.0866,0.1225,0.2287,0.1466,0.1701,0.2061,0.2301,0.1201,0.0557,0.0515,0.0545,0.0959,0.0228,0.1286,0.146,0.0016,0,0.0037,0,0.0504,0.0929
0.58,0.2372,0.1972,0.2564,0.0589,0.269,0.0231,0.0254,0.0472,0.1585,0.2558,0.0338,0.1356,0.1421,0.3254,0.2316,0.2291,0.2994,0.3528,0.0402,0.0956,0.1373,0.2544,0.3259,0.226,0.2408,0.3132,0.343,0.1928,0.0935,0.0898,0.0889,0.1757,0.0494,0.2125,0.2285,0.0027,0,0.0076,0,0.0779,0.1655
0.67,0.3298,0.2886,0.3839,0.0964,0.3701,0.0465,0.0406,0.0705,0.2526,0.3582,0.0615,0.2044,0.199,0.414,0.3036,0.3258,0.3928,0.4744,0.0952,0.1537,0.1979,0.5991,0.424,0.3161,0.3107,0.4325,0.4653,0.2838,0.141,0.1391,0.1307,0.282,0.0936,0.3437,0.3215,0,0,0.014,0,0.1092,0.2567
0.75,0.4258,0.39,0.5286,0.1456,0.4736,0.0794,0.0586,0.0967,0.3637,0.4654,0.1016,0.2838,0.3507,0.4955,0.3758,0.4282,0.4817,0.5948,0.1726,0.2167,0.3347,0.9953,0.5176,0.4104,0.3761,0.5553,0.5885,0.3924,0.1962,0.1972,0.1777,0.4117,0.1571,0.6504,0.4078,0,0,0.0232,0,0.1421,0.3612
0.83,0.523,0.4975,0.6842,0.2074,0.5773,0.1214,0.0788,0.1246,0.4862,0.5747,0.1543,0.3705,0.5531,0.5702,0.4484,0.5326,0.5652,0.7121,0.2697,0.2909,0.5356,1.428,0.6061,0.5066,0.4363,0.6789,0.7105,0.5169,0.258,0.2624,0.2283,0.5605,0.2397,1.0742,0.6211,0,0.0058,0.0348,0,0.1756,0.4738
0.92,0.62,0.6094,0.8474,0.2819,0.68,0.172,0.1003,0.1534,0.6151,0.6876,0.2184,0.4629,0.7696,0.6384,0.5481,0.637,0.6426,0.8254,0.3834,0.3771,0.7751,1.8887,0.6891,0.6035,0.4914,0.8014,1.022,0.6461,0.3269,0.3339,0.2817,0.724,0.3404,1.6608,0.956,0,0.0258,0.0479,0,0.2093,0.5903
1,0.7157,0.7241,1.016,0.3688,0.7808,0.231,0.1225,0.1827,0.7653,0.9217,0.2927,0.5599,0.9929,0.7005,0.7122,0.7399,0.7136,0.9341,0.5779,0.6128,1.0734,2.3689,0.7667,0.7,0.5413,0.9213,1.3436,0.9299,0.3876,0.4126,0.3372,0.8994,0.4573,2.3754,1.4078,0,0.0381,0.0646,0.0026,0.2426,0.7085
1.08,0.8094,0.8405,1.1878,0.468,0.8789,0.2981,0.1452,0.2122,1.0488,1.1756,0.3997,0.6602,1.2169,0.7566,0.884,0.8398,0.778,1.0378,1.0034,0.9948,1.4369,2.8698,0.8386,0.7953,0.5861,1.0373,1.6152,1.4088,0.4423,0.5339,0.394,1.0845,0.5883,3.114,1.9972,0,0.0438,0.0846,0.013,0.2751,0.8275
1.17,0.8972,0.9555,1.3586,0.5785,0.9703,0.6203,0.1679,0.241,1.346,1.4326,0.743,0.7612,1.4298,0.8004,1.0468,0.9328,0.8297,1.131,1.4805,1.5952,1.8525,3.3916,0.8988,0.886,0.6207,1.1436,1.8178,1.9269,0.509,0.759,0.4503,1.2758,0.7311,3.8434,2.7216,0,0.0585,0.1056,0.0012,0.3051,1.2992
1.25,0.975,1.0831,1.6383,0.7136,1.0509,1.009,0.1897,0.268,1.6349,1.6711,1.0456,0.8595,1.6205,0.8324,1.1924,1.0135,0.8676,1.2098,1.9806,2.3981,2.3693,3.954,0.9463,0.9681,0.6453,1.2353,1.9463,2.4206,0.5916,1.0123,0.5039,1.4685,0.8833,4.5255,3.5647,0.0205,0.0838,0.1273,0,0.3308,1.7627
