Alpha:,1,Beta:,10,m:,0.6
SubCat,3,32,4,5,6,7,38,37,10,11,15,39,19,40,18,34,41,35,20,17,16,13,23,24,26,28,29,27,25,22,30,36,31,21,14,12,9,8,1,33,2
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area,0.87,1.539,2.011,0.736,0.967,0.484,0.185,0.259,1.25,1.468,1.085,1.183,0.742,0.429,0.558,0.661,0.43,0.902,1.7,0.815,0.687,1.356,0.557,1.069,0.308,0.878,0.885,0.176,0.892,1.899,0.546,2.956,1.672,3.108,1.891,1.197,1.191,1.399,1.871,0.208,1.767
Time (hours),Q_3,Q_32,Q_4,Q_5,Q_6,Q_7,Q_38,Q_37,Q_10,Q_11,Q_15,Q_39,Q_19,Q_40,Q_18,Q_34,Q_41,Q_35,Q_20,Q_17,Q_16,Q_13,Q_23,Q_24,Q_26,Q_28,Q_29,Q_27,Q_25,Q_22,Q_30,Q_36,Q_31,Q_21,Q_14,Q_12,Q_9,Q_8,Q_1,Q_33,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0052,0.0045,0.0002,0,0.0155,0,0,0,0.0015,0.0168,0,0.0003,0,0.0315,0.0176,0.0041,0.0075,0.0114,0,0,0.0032,0,0.0405,0.0023,0.0685,0.006,0,0.0118,0,0,0.0007,0.0001,0,0.0015,0.002,0,0,0,0,0.0046,0
0.25,0.1936,0.2298,0.0142,0,0.3958,0,0,0,0.0883,0.6019,0,0.0167,0.1199,0.3452,0.3373,0.1825,0.1532,0.2676,0,0,0.1701,0.6246,0.5856,0.088,0.8404,0.2017,0.3992,0.1013,0,0,0.0359,0.0061,0,0.1002,0.1157,0,0,0,0.0001,0.1102,0
0.33,1.2456,1.759,0.2169,0,2.0857,0,0,0,1.1243,3.6406,0.1624,0.1888,1.1814,1.3652,1.7711,1.2806,0.8314,1.3865,0,0,1.3531,3.7659,2.5474,0.5726,3.1404,1.2953,3.6312,0.8424,0,0.1201,0.2863,0.0958,0,1.393,1.0172,0,0,0.0004,0.0021,0.6255,0
0.42,3.9781,6.1226,1.3672,0,5.7576,0,0,0,5.8579,10.5013,2.5358,0.8759,3.2675,3.0829,4.6305,4.2114,2.3926,3.856,0,0.0546,4.8124,9.6776,5.9276,1.8968,6.1395,4.1878,8.6397,5.2193,0,1.3445,1.1028,0.7082,0,6.9573,4.2216,0,0,0.003,0.0168,1.7745,1.3338
0.5,7.9833,13.6454,4.6596,2.3251,10.5026,1.2851,0.0241,1.4404,14.4309,17.5563,7.0735,2.4682,6.0221,4.9227,7.763,8.2779,4.4758,7.1466,1.1917,2.6329,9.1311,18.0441,9.6111,4.0841,7.7049,8.4585,13.415,15.9465,1.4291,4.8238,2.643,2.899,0.098,15.9563,12.1906,0,0,0.0155,0,3.1063,6.2851
0.58,12.2644,21.6444,10.765,11.2642,15.613,6.8081,1.1502,3.0799,22.2815,23.5912,12.8122,5.0515,9.1838,6.7481,10.9551,12.0487,6.6377,10.7141,5.8558,10.7176,14.8881,28.1698,12.2682,6.8948,8.5187,13.0125,17.2322,27.8213,7.3596,12.0155,4.7226,7.8571,0.928,26.8477,28.2227,0,0.8647,0,0,4.2234,13.3252
0.67,16.0898,28.2065,18.9267,28.6256,19.4682,18.6223,2.2231,4.4388,27.8049,28.4699,18.225,8.4348,12.7298,8.1933,13.9528,14.8666,8.4455,14.076,13.29,23.5126,24.0854,40.073,13.7975,10.0659,8.6875,16.9735,20.0398,36.8606,17.0896,23.4609,7.0212,15.9855,4.2406,38.2416,50.9388,0,9.1486,0,0,4.9589,21.045
0.75,19.1762,32.8213,27.5493,48.878,21.8845,36.9057,3.0582,5.4173,31.0852,31.8283,22.4438,12.1999,16.502,9.2067,16.4924,16.4265,9.6658,17.1052,22.5507,39.1878,36.8105,53.6448,14.4785,13.135,8.5791,19.6718,21.6943,43.044,28.0125,37.2512,9.0923,26.3276,13.4506,49.8,76.5748,0,20.35,0,2.4378,5.3143,28.1379
0.83,20.9672,35.7462,36.289,69.118,23.2867,59.1205,3.6476,6.0239,32.7834,34.0081,25.2152,15.8499,20.3991,9.8292,18.5557,17.1178,10.3838,19.2351,32.5147,56.5216,52.3993,68.8058,14.6589,15.8821,8.3347,21.4789,22.5529,46.8611,38.6292,52.3807,10.7237,38.1892,28.0725,62.22,104.0311,0,32.3022,1.001,8.5017,5.4434,34.0499
