Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0007,0.0003,0.0003,0.0001,0.0009,0,0,0.0001,0.0037,0.0006,0,0.0002,0.0005,0.0032,0.0019,0.0005,0.0021,0.0015,0,0,0.0003,0.0004,0.0026,0.0006,0.0021,0.0011,0.0016,0.0012,0,0,0.0002,0.0001,0,0.0019,0.0005,0,0,0,0,0.0002,0.0001
0.25,0.0072,0.0037,0.0038,0.0009,0.0087,0,0.0003,0.0007,0.0033,0.007,0.0003,0.002,0.0046,0.0188,0.0122,0.0055,0.0142,0.0134,0,0,0.0036,0.005,0.0165,0.0065,0.0128,0.0105,0.013,0.0067,0.0012,0.0006,0.0018,0.0018,0.0003,0.0019,0.0061,0,0,0.0001,0,0.0023,0.0017
0.33,0.0248,0.0157,0.0176,0.0037,0.0294,0,0.0012,0.0032,0.0035,0.0255,0.0013,0.0093,0.0152,0.051,0.034,0.021,0.0407,0.0425,0,0.0028,0.013,0.0183,0.0465,0.0229,0.0353,0.0343,0.0406,0.0198,0.0064,0.0048,0.0072,0.0085,0.0016,0.003,0.0231,0,0,0.0003,0,0.008,0.0084
0.42,0.0663,0.0454,0.054,0.0109,0.0778,0,0.0042,0.0099,0.0056,0.0688,0.0047,0.0283,0.0403,0.1287,0.0852,0.0581,0.1057,0.1107,0,0.0129,0.0353,0.05,0.1191,0.0616,0.0908,0.0911,0.1068,0.0537,0.0186,0.0154,0.0206,0.0293,0.006,0.0072,0.0628,0,0,0.001,0,0.0215,0.029
0.5,0.1534,0.1105,0.1343,0.0283,0.1777,0.0029,0.0117,0.0248,0.0122,0.1604,0.0136,0.0709,0.0924,0.2616,0.1742,0.1394,0.2266,0.2457,0,0.0389,0.0838,0.1174,0.2497,0.1435,0.1892,0.209,0.2383,0.1178,0.0488,0.0417,0.0505,0.0797,0.018,0.0183,0.1472,0,0,0.003,0,0.0507,0.0772
0.58,0.2878,0.2238,0.281,0.0606,0.3284,0.0149,0.026,0.0519,0.028,0.3042,0.0327,0.1492,0.1718,0.4311,0.2911,0.2739,0.3927,0.4399,0.0125,0.0922,0.1627,0.3936,0.4241,0.2713,0.3195,0.3879,0.4303,0.2186,0.1027,0.0929,0.1026,0.1771,0.0455,0.042,0.2816,0,0,0.0073,0,0.097,0.1663
0.67,0.4473,0.3753,0.4881,0.1111,0.5028,0.0428,0.0488,0.0901,0.0582,0.4783,0.0672,0.2611,0.3644,0.5864,0.4084,0.4444,0.5601,0.652,0.0726,0.1683,0.3232,1.024,0.5952,0.4253,0.4441,0.5961,0.6432,0.3496,0.1785,0.1691,0.1731,0.3334,0.0971,0.0933,0.4459,0,0,0.0151,0,0.1534,0.3015
0.75,0.6039,0.5426,0.7288,0.1802,0.6703,0.0901,0.0792,0.1344,0.1073,0.652,0.1212,0.3932,0.677,0.7145,0.549,0.6196,0.7053,0.8457,0.1817,0.2617,0.6329,1.7308,0.7436,0.5784,0.5491,0.7979,1.0696,0.4953,0.2658,0.2604,0.2518,0.5411,0.1794,0.2148,0.76,0,0.0056,0.0268,0,0.2098,0.4697
0.83,0.7532,0.7119,0.978,0.2692,0.8279,0.154,0.1141,0.1797,0.1769,0.9786,0.1964,0.5329,1.006,0.8215,0.7938,0.7878,0.8306,1.0215,0.332,0.3808,1.0312,2.4549,0.8731,0.7258,0.6376,0.9892,1.6186,0.7239,0.3538,0.3602,0.3332,0.7832,0.297,0.4423,1.2285,0,0.0136,0.0433,0,0.2641,0.6511
0.92,0.8881,0.8764,1.2234,0.3767,0.9683,0.2311,0.1497,0.2234,0.2774,1.3574,0.2928,0.6736,1.3183,0.8974,1.0257,0.9409,0.9249,1.1706,0.6983,0.79,1.4885,3.1561,0.9734,0.8613,0.7382,1.1587,2.022,1.3648,0.4089,0.4961,0.4137,1.0394,0.4492,0.7881,1.7653,0,0.0264,0.0644,0,0.313,0.828
1,1.001,1.0274,1.4955,0.4953,1.0843,0.4128,0.1834,0.2634,0.4272,1.7065,0.5292,0.8083,1.5871,0.9462,1.2258,1.0679,0.9877,1.2868,1.3283,1.432,1.9514,3.7798,1.0452,0.9772,0.8095,1.2967,2.2584,2.0953,0.4737,0.7742,0.4884,1.2961,0.6273,1.2298,2.326,0,0.0487,0.0892,0,0.3527,1.5157
1.08,1.0955,1.2874,1.9362,0.6126,1.1808,0.8802,0.2138,0.2983,0.6182,2.0085,1.009,0.9321,1.8165,0.9774,1.4254,1.1694,1.0281,1.3786,1.9901,2.384,2.5058,4.3863,1.0973,1.0764,0.8418,1.4087,2.3777,2.7797,0.5628,1.0805,0.5556,1.5451,0.8208,1.7368,2.9227,0,0.0805,0.1162,0,0.3845,2.1344
1.17,1.1756,1.5533,2.3503,0.9936,1.2623,1.3506,0.2402,0.3284,0.8367,2.2627,1.4193,1.0457,2.0136,0.9969,1.5903,1.2504,1.0528,1.4525,2.6423,3.4224,3.2073,5.05,1.1355,1.1626,0.8498,1.5002,2.4221,3.3368,0.68,1.4088,0.6163,1.7802,1.0213,2.281,3.5692,0.1919,0.1018,0.1463,0,0.4097,2.6474
1.25,1.2442,1.8003,2.7256,1.485,1.3596,1.8574,0.2626,0.3545,1.0669,2.4728,1.7323,1.15,2.1843,1.0084,1.7222,1.3146,1.0664,1.5132,3.2565,4.4997,4.0457,5.7889,1.1637,1.2384,0.8439,1.5753,2.4214,3.7462,0.8219,1.7551,0.671,2.0008,1.2245,2.8409,4.2755,0.6072,0.1137,0.1782,0,0.4297,3.0573
