Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0002,0.0001,0.0001,0,0.0003,0,0,0,0,0.0002,0,0.0001,0.0001,0.001,0.0006,0.0001,0.0007,0.0005,0,0,0.0001,0.0001,0.0008,0.0002,0.0007,0.0003,0.0005,0.0004,0,0,0,0,0,0.0001,0.0002,0,0,0,0,0.0001,0
0.25,0.0025,0.0013,0.0013,0.0003,0.003,0,0.0001,0.0002,0.0005,0.0024,0.0001,0.0007,0.0016,0.0068,0.0044,0.0019,0.005,0.0047,0,0,0.0012,0.0017,0.0059,0.0022,0.0046,0.0036,0.0046,0.0024,0.0004,0.0002,0.0006,0.0006,0.0001,0.0011,0.002,0,0,0,0,0.0008,0.0006
0.33,0.009,0.0056,0.0062,0.0013,0.0107,0,0.0004,0.0011,0.0027,0.0093,0.0005,0.0033,0.0055,0.0191,0.013,0.0075,0.015,0.0157,0,0.0009,0.0047,0.0067,0.0173,0.0083,0.0131,0.0125,0.0149,0.0073,0.0023,0.0017,0.0026,0.003,0.0006,0.0054,0.0079,0,0,0.0001,0,0.0029,0.0029
0.42,0.0205,0.0144,0.0171,0.0035,0.0241,0,0.0013,0.0031,0.0083,0.0217,0.0015,0.0089,0.0124,0.0372,0.0261,0.018,0.0303,0.034,0,0.0045,0.0109,0.0158,0.0348,0.0193,0.0258,0.0275,0.032,0.0159,0.0063,0.0054,0.0064,0.0092,0.0019,0.0148,0.0189,0,0,0.0003,0,0.0064,0.0093
0.5,0.0368,0.0279,0.0348,0.0073,0.0428,0.0016,0.003,0.0064,0.0193,0.0396,0.0035,0.0181,0.0221,0.06,0.0432,0.0332,0.0503,0.0587,0.0006,0.0115,0.02,0.0292,0.0573,0.0349,0.042,0.0484,0.0552,0.0293,0.0127,0.0117,0.0123,0.0211,0.0049,0.0299,0.035,0,0,0.0008,0,0.0114,0.0215
0.58,0.0577,0.0463,0.0593,0.0135,0.0665,0.0048,0.0056,0.0109,0.0365,0.0629,0.0073,0.0308,0.0348,0.0869,0.064,0.053,0.0746,0.0895,0.0078,0.022,0.0322,0.0467,0.0846,0.0551,0.0615,0.0751,0.0845,0.0482,0.0217,0.0209,0.0202,0.0394,0.0108,0.0506,0.0562,0.0013,0,0.0017,0,0.0177,0.0397
0.67,0.0873,0.072,0.0937,0.0231,0.1002,0.0098,0.0093,0.0171,0.0614,0.0954,0.0138,0.0489,0.0532,0.1281,0.0946,0.0807,0.1115,0.1334,0.019,0.0369,0.0499,0.0713,0.1258,0.0835,0.0917,0.1138,0.1273,0.0771,0.0343,0.0337,0.0314,0.066,0.0212,0.0793,0.0861,0.0037,0,0.0031,0,0.0269,0.0651
0.75,0.1325,0.1105,0.1445,0.038,0.1511,0.0171,0.0146,0.0263,0.097,0.1444,0.0244,0.0758,0.0812,0.1863,0.1379,0.1236,0.166,0.1991,0.0352,0.0586,0.0774,0.1086,0.1852,0.1268,0.1351,0.173,0.1916,0.1187,0.0541,0.0529,0.0487,0.1049,0.038,0.1213,0.1311,0.0071,0,0.0056,0,0.0414,0.1009
0.83,0.1931,0.1655,0.218,0.0599,0.2187,0.0287,0.0223,0.0397,0.1468,0.2108,0.0406,0.1152,0.1186,0.2568,0.1916,0.1836,0.2347,0.284,0.0603,0.0906,0.1156,0.1595,0.259,0.1853,0.1887,0.2519,0.2755,0.1752,0.0825,0.0813,0.0735,0.1611,0.063,0.1816,0.1928,0.0133,0,0.0093,0,0.0614,0.1506
0.92,0.2684,0.237,0.316,0.0905,0.3018,0.0463,0.0331,0.0575,0.2149,0.2936,0.0638,0.1681,0.1657,0.338,0.2552,0.26,0.3162,0.3862,0.0985,0.1357,0.1647,0.3972,0.3458,0.2583,0.2515,0.3497,0.3779,0.2495,0.1203,0.1195,0.1061,0.2402,0.0986,0.2609,0.2708,0.0061,0,0.0147,0,0.0866,0.2178
1,0.3577,0.3253,0.4387,0.1319,0.3994,0.0716,0.0474,0.0796,0.3033,0.3921,0.0955,0.2351,0.2383,0.4263,0.3271,0.3525,0.408,0.5036,0.154,0.1928,0.241,0.7472,0.4426,0.3453,0.3208,0.4655,0.4969,0.3429,0.1682,0.1683,0.147,0.3445,0.1476,0.4585,0.3553,0,0.0001,0.0221,0,0.1172,0.3029
1.08,0.458,0.429,0.585,0.1856,0.5078,0.1059,0.0651,0.106,0.4108,0.5033,0.1374,0.316,0.434,0.5166,0.4049,0.4586,0.5047,0.6309,0.2293,0.2555,0.4205,1.1727,0.5442,0.4434,0.3927,0.5948,0.6274,0.4556,0.2263,0.228,0.1956,0.4747,0.2135,0.81,0.4687,0,0.0086,0.0311,0,0.1521,0.4041
1.17,0.5631,0.5438,0.7496,0.2525,0.6201,0.1502,0.0859,0.1354,0.5339,0.6212,0.1909,0.4083,0.6575,0.5997,0.4834,0.572,0.5971,0.7588,0.3259,0.336,0.6546,1.6557,0.6414,0.5473,0.4596,0.7291,0.8127,0.5809,0.2939,0.2974,0.2501,0.6289,0.2984,1.3041,0.7691,0,0.0229,0.0424,0,0.1891,0.5182
1.25,0.6668,0.6639,0.9249,0.3324,0.7299,0.2047,0.1088,0.1664,0.6678,0.8,0.2562,0.5079,0.8911,0.673,0.6353,0.685,0.6804,0.88,0.4429,0.4799,0.9294,2.1633,0.7302,0.6509,0.5188,0.8601,1.1906,0.7226,0.3675,0.3742,0.3078,0.8027,0.4022,2.0247,1.1739,0,0.0378,0.0569,0.0046,0.2257,0.6405
