Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.001,0.0006,0.0005,0.0005,0.0013,0,0,0.0001,0.0002,0.0015,0,0.0002,0.001,0.0037,0.0051,0.0003,0.0014,0.0019,0.0002,0.0002,0.0005,0.0013,0.0029,0.0011,0.0018,0.001,0.0017,0.0019,0.0007,0.0012,0.0002,0.0003,0.0001,0.0012,0.0017,0.0002,0.0001,0,0,0.0001,0.0005
0.17,0.1508,0.1022,0.0857,0.073,0.2101,0.0069,0.0014,0.0094,0.0292,0.2368,0.0036,0.0397,0.1547,0.3022,0.4815,0.0444,0.1584,0.2837,0.0305,0.033,0.0721,0.1992,0.3037,0.173,0.1556,0.1606,0.2455,0.1141,0.1092,0.1903,0.0246,0.0472,0.0116,0.1921,0.2658,0.0283,0.0105,0.006,0.0033,0.016,0.0722
0.25,0.9104,0.7972,0.6841,0.4989,1.2042,0.0559,0.011,0.0752,0.2339,1.5654,0.0294,0.3191,0.8628,1.2031,1.8646,0.3264,0.6876,1.4481,0.2448,0.2616,0.482,1.334,1.2563,1.1004,0.645,0.8752,1.201,0.4624,0.7274,1.4267,0.1894,0.3818,0.0946,1.5162,1.8747,0.2288,0.0852,0.0492,0.0268,0.0988,0.5696
0.33,4.3227,4.0049,3.7536,2.4145,5.6687,0.333,0.0666,0.4181,1.3657,7.2838,0.178,1.7489,4.1245,5.1703,7.7503,1.6061,3.2608,6.7437,1.4376,1.503,2.3304,6.2526,5.6707,5.1707,2.9249,4.2737,5.7639,1.9722,3.4755,6.8664,0.9566,2.2722,0.567,8.0586,8.7285,1.3146,0.5095,0.2973,0.1628,0.4972,3.238
0.42,12.1127,13.0302,12.6012,7.4136,15.2208,1.2644,0.2595,1.4168,5.0041,20.8774,0.6996,6.0002,11.0946,10.4568,14.9717,5.1903,7.693,16.7596,5.3302,5.1147,7.0814,18.1973,12.3128,14.7503,6.4073,11.6869,14.5985,3.9949,10.3634,21.2743,3.2146,8.4919,2.1851,26.0828,25.7119,4.6057,1.9553,1.1611,0.6444,1.5329,11.1883
0.5,18.2988,24.2249,25.8782,12.5489,21.8664,3.0052,0.6434,2.9662,11.2962,32.2223,1.8116,12.5957,16.0259,11.4853,15.5892,9.4184,9.7828,22.11,12.5175,10.8136,11.8289,28.6391,14.3454,22.6651,7.6164,17.3237,19.8258,4.4824,16.8591,36.5421,6.2132,19.8802,5.4807,50.452,41.0223,10.227,4.8712,2.9752,1.6882,2.6543,23.289
0.58,19.7178,30.3442,35.8834,14.7442,22.7377,5.2702,1.1914,4.2084,18.613,34.5934,3.5677,17.97,16.8917,10.5456,13.7365,11.7367,9.7952,21.8685,21.3079,15.8421,13.7855,31.2605,13.5285,24.491,7.3524,18.86,20.3486,4.2382,19.1007,42.3952,8.2344,33.9238,10.3483,65.3905,44.7689,15.5966,9.0296,5.777,3.378,3.3064,34.9379
0.67,20.8412,33.37,41.275,16.1373,23.772,7.4765,1.7992,4.9197,24.8698,35.7725,6.051,21.4032,17.9072,11.2273,14.5854,13.2442,10.5782,22.7871,30.3916,18.5534,15.0766,32.5796,14.3956,25.6765,7.8919,20.48,21.751,4.5428,20.4694,44.6556,9.6564,46.405,16.5528,71.3402,46.0798,19.4021,14.0778,9.6312,5.8381,3.8772,42.1236
0.75,22.1253,36.2475,45.1474,17.6085,24.9881,9.0554,2.33,5.4247,28.3591,37.7747,9.1723,24.1771,18.9068,11.3965,14.7706,14.7686,11.0075,23.675,37.0265,19.7004,16.435,34.5452,14.7411,27.2559,8.1068,21.8863,22.8105,4.6141,22.033,47.5299,11.045,54.953,23.5077,75.5199,48.6374,22.3611,19.236,14.2867,9.1198,4.4241,44.3735
