Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.1155,0.0777,0.0651,0.0556,0.1615,0.0052,0.001,0.0071,0.0222,0.1816,0.0027,0.0301,0.1187,0.4407,0.5968,0.0337,0.163,0.2258,0.0231,0.0251,0.0549,0.1525,0.3484,0.1326,0.209,0.1244,0.2015,0.2217,0.0834,0.1453,0.0187,0.0357,0.0088,0.1463,0.2037,0.0215,0.0079,0.0046,0.0025,0.0121,0.055
0.17,9.3199,6.629,5.6436,4.6924,12.7005,0.4663,0.0925,0.6214,1.9339,14.5436,0.247,2.6473,9.4503,13.7766,20.5931,2.9101,8.5842,16.2578,2.0295,2.1478,4.6249,12.3464,15.0766,10.7029,7.8016,9.9557,14.2639,5.2343,6.9159,12.0359,1.639,3.1841,0.7913,12.3878,16.4147,1.9055,0.712,0.4133,0.2255,1.0553,4.6527
0.25,27.0874,30.0462,27.3632,17.2614,33.2666,2.4169,0.4977,3.0482,9.5029,47.3043,1.3384,13.2624,24.2222,19.6289,27.1983,12.2588,15.6521,35.027,10.1205,10.131,16.4398,41.4827,23.8977,33.3503,12.5808,25.7211,30.802,7.6082,23.8683,49.0963,7.597,16.4527,4.1701,56.9129,58.8764,9.7688,3.7295,2.2195,1.234,3.5852,21.3466
0.33,34.5745,49.7844,55.9978,24.9849,40.3765,6.2494,1.3623,6.4734,22.7892,60.5241,3.7074,27.6399,29.912,18.7356,24.8268,19.3801,17.524,39.4754,24.7617,23.0126,23.4552,54.3746,24.3644,42.8252,13.0661,33.0973,36.3741,7.3215,32.8219,71.8758,13.208,42.3481,11.0551,105.7061,77.7444,22.9394,9.7958,6.0595,3.4734,5.518,46.9467
0.42,24.9898,47.2467,59.9694,21.291,27.0667,10.1945,2.3966,7.1557,34.2796,44.9345,6.7244,31.0287,20.2258,8.0952,9.5268,18.2345,9.7563,23.1829,38.4084,27.1597,19.6495,41.4885,11.6386,31.6722,6.5315,23.3854,22.4018,3.3635,26.3633,61.2438,13.6321,65.2106,18.9058,103.101,60.2136,28.1378,16.5537,10.7739,6.4435,5.0133,61.158
0.5,14.353,32.0024,46.8449,13.5761,14.9182,11.3043,2.9195,5.7763,35.1415,24.7096,9.8314,25.4456,11.5808,4.2085,4.5097,12.5596,5.7031,12.2719,45.9449,22.5842,12.4528,23.4003,6.2506,17.8931,3.6781,14.2931,12.9148,1.8568,15.9249,36.9894,10.2705,67.8674,25.9283,72.935,33.3205,25.3182,22.4259,15.4047,9.6692,3.6693,52.7757
0.58,9.1146,20.9964,31.2447,9.1723,9.2182,10.0304,2.8687,3.9348,28.52,15.0869,12.7557,18.203,7.3388,2.5047,2.5341,8.8617,3.6649,7.3878,41.5404,14.9247,8.4196,14.5013,3.7979,11.238,2.3052,9.4716,8.222,1.1486,10.3967,22.9291,7.6127,57.2244,31.5983,44.6917,20.1007,18.9671,25.2066,19.5407,12.893,2.7803,36.846
0.67,6.2058,14.6378,22.0088,6.535,6.1557,7.5815,2.4294,2.8027,19.41,9.9905,15.3515,13.5471,4.9893,1.6295,1.5859,6.525,2.5168,4.8444,31.7198,9.4958,6.002,9.7033,2.5064,7.5915,1.5548,6.6519,5.6082,0.7675,7.222,15.3458,5.8263,42.3405,32.7185,29.6689,13.1993,14.459,23.0629,22.8275,15.9444,2.1658,21.7501
0.75,4.4472,10.6794,16.1848,4.8481,4.3478,5.6863,2.0164,2.0788,13.0464,7.0126,16.1826,10.4016,3.5714,1.129,1.0686,4.9675,1.8152,3.3759,21.2858,6.4742,4.4547,6.8638,1.7549,5.4081,1.1064,4.8804,4.0243,0.5424,5.2545,10.8568,4.5757,32.1021,28.87,20.8639,9.208,11.319,18.4317,22.8282,18.7229,1.7258,13.8195
