Alpha:,1,Beta:,10,m:,0.6
SubCat,3,32,4,5,6,7,38,37,10,11,15,39,19,40,18,34,41,35,20,17,16,13,23,24,26,28,29,27,25,22,30,36,31,21,14,12,9,8,1,33,2
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area,0.87,1.539,2.011,0.736,0.967,0.484,0.185,0.259,1.25,1.468,1.085,1.183,0.742,0.429,0.558,0.661,0.43,0.902,1.7,0.815,0.687,1.356,0.557,1.069,0.308,0.878,0.885,0.176,0.892,1.899,0.546,2.956,1.672,3.108,1.891,1.197,1.191,1.399,1.871,0.208,1.767
Time (hours),Q_3,Q_32,Q_4,Q_5,Q_6,Q_7,Q_38,Q_37,Q_10,Q_11,Q_15,Q_39,Q_19,Q_40,Q_18,Q_34,Q_41,Q_35,Q_20,Q_17,Q_16,Q_13,Q_23,Q_24,Q_26,Q_28,Q_29,Q_27,Q_25,Q_22,Q_30,Q_36,Q_31,Q_21,Q_14,Q_12,Q_9,Q_8,Q_1,Q_33,Q_2
2,3.634,6.4255,7.017,14.5403,4.0346,14.768,0.6135,1.1459,6.1131,6.7255,5.0367,3.0236,4.9186,1.7156,3.7202,3.0785,1.8388,3.2546,9.6875,17.2734,17.1076,21.2094,2.6121,2.7955,1.5471,3.7917,4.2897,8.6113,8.0234,9.9992,1.9454,8.3441,9.0823,17.4437,25.66,0,8.1104,1.737,5.3857,0.9855,7.9611
2.08,3.7647,6.6595,7.472,16.2968,4.172,17.0746,0.6934,1.1885,6.1833,6.8675,5.1293,3.2923,5.2684,1.7775,3.8789,3.14,1.899,3.4129,10.5446,19.0523,19.1527,23.4651,2.6568,3.0069,1.552,3.9139,4.3371,8.8517,9.0842,11.9684,2.0584,9.0975,10.6963,19.0063,29.3297,0.0297,9.4049,2.5122,7.076,1.0014,8.2873
2.17,3.832,6.7956,7.8473,17.7854,4.2266,19.2575,0.7428,1.2092,6.1816,6.8878,5.1758,3.5324,5.5808,1.7895,3.9635,3.1483,1.9183,3.5072,11.3458,20.7037,21.0292,25.6363,2.6259,3.1815,1.4944,3.9666,4.2976,8.9626,10.0151,13.8673,2.1428,9.7745,12.2801,20.585,32.9548,0.9657,10.5836,3.4109,9.032,0.9943,8.5403
2.25,3.7994,6.7623,8.0982,18.925,4.1658,21.1827,0.7585,1.1963,6.0528,6.7131,5.1467,3.7153,5.8153,1.7585,3.9571,3.0688,1.8894,3.5124,12.0507,22.1521,22.6423,27.5537,2.5242,3.2891,1.3931,3.9161,4.1298,8.8974,10.7518,15.5635,2.1791,10.3261,13.6563,22.0474,36.3144,2.1592,11.7445,4.4028,11.2238,0.9597,8.6818
2.33,3.7026,6.6012,8.1991,19.6859,4.0408,22.7444,0.7523,1.1529,5.7867,6.428,5.0366,3.8323,5.9776,1.7063,3.8952,2.9382,1.8335,3.4631,12.6187,23.3364,23.9999,29.1874,2.3945,3.3438,1.2849,3.8027,3.9025,8.6753,11.2774,16.9875,2.1763,10.7178,14.7986,23.2858,39.3272,3.5983,12.86,5.4712,13.5958,0.9127,8.6929
2.42,3.5732,6.3744,8.1623,20.0964,3.887,23.8976,0.7339,1.0951,5.4187,6.1013,4.8524,3.8968,6.0824,1.6453,3.8014,2.7889,1.7644,3.3839,13.0321,24.2289,25.1108,30.5628,2.2597,3.3618,1.185,3.6583,3.6615,8.353,11.6082,18.1512,2.1477,10.9326,15.6885,24.2948,41.9966,5.2559,13.9177,6.5965,16.078,0.8626,8.5725
2.5,3.431,6.1203,8.0335,20.2092,3.7249,24.6455,0.7097,1.0335,5.03,5.771,4.6062,3.9217,6.141,1.5826,3.6912,2.6387,1.691,3.2901,13.2904,24.845,25.9708,31.6901,2.131,3.3547,1.0981,3.5029,3.4303,7.9831,11.7703,19.0745,2.1031,10.9926,16.3182,25.1088,44.3204,7.1068,14.9232,7.7579,18.5983,0.8141,8.3435
2.58,3.2876,5.8621,7.8484,20.0889,3.5659,25.0255,0.6832,0.9737,4.6774,5.4574,4.3315,3.9173,6.1628,1.5217,3.5745,2.4967,1.6182,3.1912,13.4033,25.2236,26.5898,32.5732,2.0135,3.3309,1.025,3.348,3.2196,7.6029,11.7944,19.7794,2.0494,10.9406,16.6986,25.7467,46.3014,9.1244,15.9099,8.9356,21.0892,0.7693,8.0547
2.67,3.1498,5.6128,7.6326,19.7984,3.4161,25.0996,0.6566,0.9185,4.4072,5.17,4.0677,3.892,6.1553,1.4646,3.4577,2.3671,1.549,3.0928,13.3963,25.3996,26.9883,33.2256,1.9089,3.2963,0.9643,3.2004,3.0333,7.2352,11.7114,20.2896,1.9913,10.811,16.8548,26.2193,47.9461,11.2794,16.9226,10.1152,23.4925,0.7291,7.741
2.75,3.021,5.3794,7.4034,19.3926,3.2782,24.9356,0.6313,0.8692,4.1658,4.9125,3.8308,3.852,6.1252,1.4122,3.3447,2.2511,1.4848,2.9982,13.2998,25.4081,27.1925,33.6688,1.8172,3.255,0.9143,3.0634,2.8715,6.8923,11.5497,20.6299,1.9321,10.6302,16.8278,26.5354,49.2651,13.5416,18.0027,11.2896,25.7642,0.6936,7.4244
