Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0.0002,0.0001,0,0.0001,0.0001,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0057,0.0026,0.0026,0.0006,0.0072,0,0.0002,0.0005,0.0037,0.0052,0.0002,0.0014,0.0039,0.0232,0.0139,0.004,0.0159,0.012,0,0,0.0027,0.0036,0.019,0.0049,0.0155,0.0091,0.0124,0.0086,0,0,0.0012,0.0012,0.0002,0.002,0.0043,0,0,0,0,0.0019,0.0011
0.25,0.0458,0.0248,0.0259,0.0063,0.0549,0,0.0018,0.0047,0.0041,0.045,0.0019,0.0138,0.0288,0.109,0.0692,0.0364,0.086,0.0824,0,0.0011,0.0235,0.032,0.0977,0.0414,0.0759,0.0662,0.0807,0.0395,0.0091,0.0049,0.0119,0.0121,0.0023,0.0035,0.0396,0,0,0.0004,0,0.0152,0.0115
0.33,0.1391,0.0924,0.1058,0.022,0.1625,0,0.0077,0.0194,0.0078,0.143,0.0084,0.0562,0.0842,0.2562,0.1665,0.1232,0.2185,0.2294,0,0.0213,0.0746,0.1036,0.2411,0.129,0.1844,0.1927,0.2229,0.1034,0.0397,0.0307,0.043,0.0524,0.0103,0.0116,0.1296,0,0,0.0018,0,0.0465,0.0502
0.42,0.2858,0.2144,0.2631,0.0536,0.3275,0.0059,0.022,0.0486,0.0203,0.2998,0.0248,0.1398,0.1701,0.4456,0.295,0.2699,0.4029,0.4434,0,0.0779,0.1589,0.3718,0.4347,0.2682,0.3297,0.3883,0.4337,0.2087,0.0967,0.0844,0.099,0.151,0.0319,0.0337,0.2759,0,0,0.0055,0,0.0971,0.1423
0.5,0.4772,0.3893,0.4997,0.1072,0.5381,0.0335,0.048,0.0925,0.0492,0.5059,0.058,0.2673,0.414,0.6566,0.4445,0.4716,0.6219,0.7054,0.0404,0.1601,0.3543,1.1231,0.6592,0.4514,0.4969,0.642,0.6977,0.3608,0.181,0.1678,0.1806,0.3252,0.0794,0.0867,0.469,0,0,0.0129,0,0.1654,0.2961
0.58,0.7015,0.6101,0.8082,0.1881,0.7808,0.0834,0.0859,0.1496,0.1016,0.8218,0.1162,0.4367,0.873,0.8733,0.7753,0.7179,0.8583,0.9965,0.1523,0.2536,0.8125,2.1508,0.8983,0.6677,0.6828,0.9384,1.569,0.5369,0.2924,0.2796,0.286,0.5781,0.168,0.2324,0.9847,0,0,0.0261,0,0.2484,0.503
0.67,0.9474,0.8678,1.1767,0.3004,1.043,0.1581,0.1348,0.2173,0.1845,1.4914,0.2082,0.643,1.4301,1.0855,1.2702,0.9963,1.0981,1.3013,0.3231,0.5288,1.5564,3.4004,1.1399,0.9066,1.0511,1.2622,2.5623,1.1949,0.3685,0.4231,0.4119,0.9059,0.3109,0.5545,1.8423,0,0,0.047,0,0.3422,0.7504
0.75,1.2051,1.2688,1.7905,0.4151,1.3245,0.2602,0.193,0.2929,0.3411,2.3554,0.3406,0.8802,2.0455,1.2872,1.9288,1.2941,1.3313,1.6086,1.0596,1.3487,2.4544,4.8296,1.3759,1.1589,1.3991,1.6,3.4798,2.5003,0.4331,0.889,0.5545,1.3006,0.5113,1.0924,3.0144,0,0,0.0771,0,0.4429,1.7116
0.83,1.561,1.9959,2.8803,0.6698,1.9164,0.9109,0.2586,0.3738,0.6053,3.4018,0.97,1.1415,2.6864,1.4754,2.5661,1.6001,1.5513,1.9113,2.1244,2.9626,3.6298,6.3967,1.6542,1.4176,1.6885,1.941,4.2643,4.1418,0.5326,1.5424,0.7095,1.7521,0.7673,1.8479,4.5545,0,0,0.1163,0,0.5467,3.0743
0.92,2.1336,2.8649,4.1854,1.4534,2.5598,1.8603,0.3295,0.4575,0.9858,4.6179,1.7752,1.4203,3.3288,1.6489,3.1592,1.9052,1.7546,2.2045,3.3976,5.0533,5.2296,8.2258,2.093,1.6777,1.9086,2.4947,4.9017,5.8523,0.8236,2.3703,0.8731,2.2496,1.0747,2.8053,6.4817,0.0864,0,0.1643,0,0.6506,4.4945
1,2.7285,3.8266,5.6154,2.8049,3.2149,3.1674,0.4037,0.5421,1.4739,5.7317,2.5767,1.7109,3.9566,1.8077,3.6971,2.2023,1.9394,2.4858,4.8161,7.5231,7.2784,10.3684,2.4995,1.9355,2.0663,3.1807,5.4014,7.5414,1.6633,3.3918,1.0417,3.1035,1.6586,3.9365,8.9248,1.0319,0,0.2202,0,0.7521,5.8828
1.08,3.312,4.825,7.0714,4.8458,3.8472,4.9341,0.4795,0.626,2.0636,6.7147,3.327,2.0081,4.5595,1.9519,4.1757,2.4859,2.1053,2.7534,6.321,10.2589,9.7376,12.8465,2.8572,2.1882,2.1737,3.8276,5.782,9.0715,2.8673,4.6629,1.2122,4.4104,2.7354,5.2107,12.0334,2.7227,0.1317,0.3283,0,0.8492,7.1819
1.17,3.8472,5.7983,8.4542,7.5822,4.4182,7.2593,0.5549,0.7076,2.7148,7.5399,4.004,2.3059,5.1211,2.0755,4.5747,2.7947,2.2461,3.0012,7.8551,13.1425,12.5048,15.6342,3.1418,2.4314,2.2267,4.3911,6.0381,10.3413,4.4088,6.2069,1.3808,5.8949,4.2132,6.6053,15.2306,5.4771,0.7018,0.4647,0.0355,0.9712,8.3501
1.25,4.3053,6.6874,9.6798,11.0268,4.8995,10.1813,0.6279,0.785,3.3823,8.1904,4.599,2.5982,5.6299,2.18,4.9005,3.2509,2.362,3.2255,9.3778,16.0534,15.4489,18.6684,3.3541,2.6602,2.2426,4.845,6.1832,11.3196,6.4104,8.016,1.5434,7.4812,6.0962,8.1011,18.5055,9.8143,1.7275,0.6441,0.6288,1.1192,9.3718
1.33,4.6858,7.4617,10.7031,15.1457,5.2955,13.7858,0.6972,0.8572,4.0323,8.6933,5.1122,2.8808,6.0938,2.2702,5.1712,3.6163,2.4582,3.4304,10.8758,18.9032,18.4643,21.9006,3.5109,2.9873,2.2415,5.1987,6.2603,12.0787,8.5648,10.2774,1.6982,9.0884,8.3328,9.6847,21.9117,15.8505,3.528,0.8817,1.7486,1.2278,10.2416
1.42,4.9964,8.1191,11.5293,18.9137,5.6168,17.8774,0.7615,0.9243,4.6418,9.0814,5.5482,3.1526,6.5205,2.3491,5.3993,3.8989,2.5386,3.7326,12.3053,21.6388,21.4618,25.2716,3.6261,3.4068,2.234,5.4686,6.2976,12.6358,10.5961,13.1442,1.8449,10.6435,11.0953,10,25.5396,22.5842,7.0364,1.2894,3.3189,1.3069,10.9582
1.5,5.2465,8.6663,12.1822,22.2246,5.8749,22.0823,0.8205,0.9866,5.1972,9.3807,5.9136,3.4135,6.9157,2.4189,5.5932,4.112,2.6064,4.0758,13.6629,24.2312,24.3726,28.7102,3.7106,3.8082,2.225,5.6714,6.3126,12.9855,12.443,16.1058,1.9836,12.0985,14.0183,10,29.0772,29.876,11.8095,1.9863,5.4069,1.3645,11.5416
1.58,5.446,9.1149,12.6897,25.0471,6.0808,26.1115,0.8744,1.1881,5.6931,9.6117,6.2156,3.7363,7.2805,2.4809,5.7593,4.2699,2.6637,4.3842,14.9409,26.6678,27.1515,32.144,3.7727,4.1874,2.2167,5.822,6.3158,13.2174,14.0714,19.0824,2.1142,13.4248,16.7009,10,32.5265,37.5358,17.5871,3.0962,8.0283,1.4068,12.016
1.67,5.604,9.4785,13.0795,27.398,6.2442,29.7791,0.9234,1.3495,6.1301,9.7901,6.4615,4.2185,7.6488,2.5364,5.9023,4.3855,2.7125,4.6585,16.1306,28.943,29.7719,35.509,3.8183,4.5418,2.2098,5.933,6.3131,13.3759,15.4775,22,2.237,14.6083,19.1071,10,35.8975,45.3966,24.2621,4.7461,11.1944,1.4381,12.4015
1.75,5.7285,9.7823,13.3761,29.3212,6.3734,32.9918,0.9677,1.467,6.5115,9.9282,6.6607,4.676,8.042,2.5861,6.0259,4.4695,2.7541,4.9006,17.2276,31.0671,32.2234,38.7536,3.8519,4.8699,2.2043,6.0143,6.3079,13.4859,16.6737,24.7975,2.3522,15.6454,21.2319,10,39.1779,53.3153,31.6909,7.0467,14.8678,1.4615,12.7148
1.83,5.8261,10.0567,13.6003,30.8822,6.4753,35.7265,1.0077,1.5515,6.8423,10.0352,6.8247,5.1035,8.4506,2.6308,6.1333,4.5303,2.7897,5.1129,18.2311,33.0513,34.5085,41.8422,3.8767,5.171,2.2002,6.0736,6.3021,13.5626,17.6797,27.4292,2.4601,16.5411,23.085,10,42.3423,61.1692,39.7096,10.0803,19.0055,1.4791,12.9693
1.92,5.9025,10.2621,13.7689,32.1378,6.5556,38.0073,1.0436,1.6118,7.1279,10.1183,6.9613,5.4975,8.8651,2.671,6.2268,4.5741,2.8203,5.2978,19.1427,34.9031,36.6351,44.7547,3.8951,5.4455,2.1972,6.1167,6.2966,13.6164,18.5183,29.8646,2.6211,17.3052,24.6842,10,45.3605,68.8546,48.1481,13.8923,23.5724,1.4926,13.1762
