Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0014,0.0009,0.0008,0.0007,0.0019,0.0001,0,0.0001,0.0003,0.0022,0,0.0004,0.0014,0.0044,0.0067,0.0004,0.002,0.0027,0.0003,0.0003,0.0007,0.0018,0.004,0.0016,0.0022,0.0015,0.0024,0.0017,0.001,0.0017,0.0002,0.0004,0.0001,0.0018,0.0024,0.0003,0.0001,0.0001,0,0.0001,0.0007
0.25,0.016,0.0121,0.0101,0.0083,0.0215,0.0008,0.0002,0.0011,0.0034,0.027,0.0004,0.0047,0.0154,0.0226,0.0376,0.0052,0.0125,0.0267,0.0036,0.0039,0.0081,0.0228,0.0236,0.0191,0.0117,0.0155,0.0218,0.0082,0.0123,0.0225,0.0029,0.0056,0.0014,0.0227,0.0314,0.0033,0.0012,0.0007,0.0004,0.0017,0.0085
0.33,0.0435,0.0435,0.0407,0.0246,0.0572,0.0034,0.0007,0.0045,0.0142,0.0782,0.0018,0.0186,0.0402,0.0488,0.0812,0.0165,0.0286,0.0671,0.0149,0.016,0.0235,0.0667,0.0525,0.0536,0.0258,0.0399,0.0535,0.0173,0.0357,0.0759,0.0098,0.023,0.0057,0.0901,0.0966,0.0138,0.0051,0.003,0.0016,0.0046,0.035
0.42,0.079,0.088,0.0894,0.0463,0.1024,0.009,0.0018,0.01,0.0379,0.1449,0.0048,0.0404,0.0718,0.0789,0.1298,0.0319,0.0483,0.117,0.0397,0.0406,0.0439,0.1242,0.0868,0.0983,0.0426,0.0712,0.0931,0.0279,0.0665,0.1484,0.0195,0.0615,0.0153,0.1937,0.1825,0.0317,0.0138,0.008,0.0043,0.0084,0.0925
0.5,0.1197,0.1415,0.1497,0.0719,0.1535,0.0182,0.0036,0.0169,0.0767,0.221,0.0102,0.0676,0.1077,0.1104,0.1782,0.0504,0.0702,0.1719,0.0837,0.0725,0.0679,0.1902,0.1235,0.1495,0.0609,0.1072,0.1375,0.0393,0.1025,0.2335,0.0314,0.1179,0.0326,0.3196,0.2811,0.0545,0.0293,0.017,0.0093,0.0131,0.1752
0.58,0.1707,0.2075,0.2242,0.1041,0.2172,0.0301,0.006,0.0255,0.1261,0.3142,0.0191,0.1016,0.1531,0.1569,0.2458,0.0737,0.1003,0.241,0.1458,0.1114,0.0982,0.2715,0.1746,0.213,0.0875,0.1535,0.1952,0.0576,0.1474,0.3373,0.0464,0.1896,0.0609,0.4725,0.4007,0.0832,0.0545,0.0319,0.0175,0.0191,0.2757
0.67,0.3364,0.3741,0.3944,0.1986,0.4337,0.0526,0.0106,0.0448,0.2184,0.5961,0.0376,0.1804,0.3102,0.3473,0.5411,0.1379,0.2206,0.4969,0.2576,0.1909,0.1889,0.5143,0.385,0.412,0.1939,0.3157,0.4121,0.1275,0.2825,0.6136,0.0857,0.3302,0.1179,0.8276,0.7425,0.1464,0.1006,0.0627,0.0345,0.0383,0.4687
0.75,0.6131,0.7065,0.7257,0.3736,0.7777,0.0923,0.0188,0.0822,0.3781,1.103,0.0711,0.3361,0.5539,0.5494,0.8441,0.263,0.3685,0.8618,0.4462,0.3354,0.3543,0.9554,0.6253,0.7593,0.3151,0.5638,0.7134,0.2016,0.5273,1.1543,0.1643,0.5834,0.2135,1.5171,1.3867,0.2686,0.178,0.1174,0.0659,0.0713,0.8043
0.83,0.9046,1.1221,1.2078,0.5706,1.13,0.1548,0.0319,0.1378,0.6222,1.6367,0.1223,0.5607,0.8071,0.7307,1.0939,0.4108,0.5171,1.2199,0.7303,0.5612,0.5386,1.4268,0.8507,1.1249,0.4322,0.8287,1.0213,0.2708,0.7956,1.7811,0.2622,0.9863,0.3573,2.4773,2.0814,0.4581,0.2955,0.2002,0.1174,0.1095,1.311
0.92,1.1861,1.5523,1.7246,0.7723,1.4603,0.2437,0.0509,0.1983,0.9598,2.1427,0.1946,0.8076,1.0489,0.8801,1.282,0.567,0.6555,1.5412,1.1229,0.8245,0.727,1.8803,1.0454,1.4769,0.5367,1.0902,1.3116,0.3304,1.0632,2.4001,0.3689,1.5371,0.5578,3.4586,2.742,0.6744,0.4605,0.3165,0.1951,0.1507,1.9635
1,1.4432,1.9718,2.2437,0.9681,1.7525,0.3444,0.0734,0.2597,1.3296,2.5943,0.2913,1.0636,1.2672,0.997,1.4157,0.7238,0.7779,1.8131,1.6104,1.081,0.9093,2.2914,1.2047,1.7968,0.6255,1.3353,1.5709,0.3794,1.3159,2.9744,0.4795,2.1364,0.8213,4.3954,3.3319,0.9038,0.6785,0.471,0.3015,0.1932,2.5923
1.08,1.6774,2.372,2.7505,1.1558,2.0122,0.4492,0.0979,0.3203,1.6897,2.9951,0.4154,1.3223,1.4651,1.1013,1.5297,0.8788,0.8907,2.0482,2.1029,1.3208,1.084,2.6609,1.3457,2.0862,0.7068,1.5653,1.8064,0.4255,1.5521,3.498,0.592,2.7572,1.1528,5.2646,3.8535,1.1404,0.937,0.6677,0.4386,0.2366,3.1579
1.17,1.9885,2.8387,3.3229,1.3899,2.3711,0.5646,0.126,0.3887,2.0654,3.5097,0.5762,1.6207,1.7391,1.2954,1.7839,1.0677,1.0663,2.4038,2.6151,1.5749,1.304,3.1301,1.5899,2.4631,0.8408,1.881,2.1525,0.5038,1.8505,4.1209,0.7278,3.4458,1.5417,6.2358,4.5012,1.412,1.2192,0.9188,0.6155,0.293,3.7301
