Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0111,0.0075,0.0062,0.0053,0.0156,0.0005,0.0001,0.0007,0.0021,0.0175,0.0003,0.0029,0.0114,0.0429,0.0584,0.0032,0.0157,0.0218,0.0022,0.0024,0.0053,0.0147,0.0338,0.0128,0.0203,0.012,0.0194,0.0216,0.008,0.014,0.0018,0.0034,0.0008,0.014,0.0196,0.0021,0.0008,0.0004,0.0002,0.0012,0.0053
0.17,1.1239,0.7722,0.6503,0.5502,1.5558,0.0528,0.0104,0.0714,0.222,1.7617,0.0276,0.3023,1.1493,2.0077,3.1361,0.3366,1.1124,2.0584,0.2321,0.2494,0.5431,1.4858,2.0743,1.29,1.0652,1.1957,1.7783,0.7597,0.8199,1.4279,0.1875,0.3607,0.0892,1.4493,1.9808,0.2163,0.0804,0.0464,0.0252,0.1213,0.5446
0.25,5.2358,4.9452,4.3317,3.0056,6.7663,0.3622,0.0723,0.478,1.488,9.0315,0.1934,2.044,4.8786,5.5877,8.3046,2.0169,3.6184,7.7956,1.5657,1.6402,2.8911,7.7679,6.1996,6.3588,3.2009,5.0238,6.5971,2.1416,4.3103,8.5867,1.195,2.4721,0.6165,9.4139,10.9454,1.4774,0.5542,0.3231,0.1768,0.6043,3.5348
0.33,13.9993,15.2482,15.1757,8.5857,17.5882,1.4525,0.2983,1.711,5.7335,23.9806,0.8018,7.2062,12.8713,12.1846,17.3595,6.0317,9.0197,19.4113,6.0995,6.1268,8.2004,20.9313,14.3727,16.9868,7.5015,13.6272,17.0298,4.6691,11.97,24.6231,3.7612,9.8902,2.5032,31.1987,29.5173,5.5921,2.2397,1.3306,0.7388,1.794,12.9468
0.42,20.7061,27.8127,29.6874,14.3848,24.5829,3.5604,0.765,3.4083,13.2813,36.4869,2.09,14.5352,18.0405,12.0977,16.3594,10.8689,10.7448,24.5586,14.4109,12.4764,13.5476,32.5043,15.4523,25.6875,8.1881,19.5821,22.1121,4.6733,19.2348,41.6943,7.2061,23.5406,6.3037,57.4853,46.5522,11.8314,5.599,3.429,1.9499,3.0648,27.2926
0.5,16.0835,28.5821,35.319,13.0475,17.8038,5.4732,1.2541,4.1724,19.0618,29.0586,3.749,17.8287,13.1933,5.8646,7.0832,10.8367,6.5892,15.7452,22.3174,15.7915,12.0776,26.5896,8.2236,20.3592,4.5466,14.9246,14.8606,2.3992,16.5009,38.3736,7.8598,34.9737,10.7809,62.9295,38.718,15.7965,9.4823,6.0531,3.561,2.9232,34.723
0.58,10.0195,20.7798,29.2596,8.9639,10.6579,6.4509,1.591,3.5668,20.9009,17.4127,5.5143,15.4158,8.1779,3.2701,3.6052,7.9867,4.1345,9.0401,26.1851,14.2557,8.2489,16.3168,4.7458,12.5051,2.7453,9.8252,9.2398,1.4167,10.7877,25.1024,6.2757,39.2651,15.029,47.5157,23.3528,14.9121,12.7185,8.7406,5.35,2.2662,33.4627
0.67,6.7294,14.507,20.8235,6.405,6.9615,6.0322,1.6227,2.5885,18.1345,11.277,7.2474,11.6806,5.473,2.0361,2.1173,5.9502,2.791,5.7394,25.6778,10.0592,5.8955,10.7255,3.0234,8.3155,1.8039,6.8668,6.1972,0.9167,7.4561,16.5734,4.8946,34.7338,18.0446,31.2509,14.9754,11.7866,14.3448,11.2334,7.194,1.7987,24.7853
0.75,4.7733,10.5951,15.4104,4.7624,4.8375,4.7998,1.4254,1.937,13.1032,7.7878,8.5803,9.0991,3.8719,1.367,1.365,4.5725,1.9873,3.9071,20.6707,6.8021,4.3844,7.4878,2.0633,5.8549,1.259,5.0194,4.3913,0.6326,5.4041,11.6079,3.9042,27.0792,19.1452,21.826,10.2682,9.3979,13.9716,12.874,9.0035,1.4558,15.6834
