Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0008,0.0005,0.0004,0.0004,0.0011,0,0,0,0.0001,0.0012,0,0.0002,0.0008,0.0029,0.004,0.0002,0.0011,0.0015,0.0002,0.0002,0.0004,0.001,0.0023,0.0009,0.0014,0.0008,0.0013,0.0015,0.0005,0.0009,0.0001,0.0002,0.0001,0.001,0.0013,0.0001,0.0001,0,0,0.0001,0.0004
0.17,0.1243,0.0842,0.0705,0.0601,0.1732,0.0057,0.0011,0.0077,0.024,0.1952,0.003,0.0327,0.1276,0.2494,0.3988,0.0366,0.1309,0.2343,0.0251,0.0271,0.0594,0.1642,0.2511,0.1426,0.1284,0.1324,0.2029,0.0936,0.09,0.1568,0.0203,0.0389,0.0096,0.1582,0.2191,0.0233,0.0086,0.005,0.0027,0.0131,0.0595
0.25,0.6105,0.551,0.4732,0.3394,0.8026,0.0386,0.0076,0.052,0.1617,1.0649,0.0203,0.2206,0.5718,0.7004,1.1183,0.2239,0.4244,0.9482,0.1693,0.181,0.327,0.9083,0.7622,0.7438,0.381,0.5762,0.7759,0.2548,0.4938,0.9841,0.1304,0.2639,0.0654,1.0494,1.2862,0.1581,0.0589,0.034,0.0185,0.066,0.3943
0.33,1.2558,1.3925,1.384,0.7519,1.6031,0.1268,0.0253,0.155,0.5216,2.2571,0.0676,0.6381,1.14,1.1548,1.7766,0.5223,0.7679,1.7923,0.5487,0.5751,0.7147,1.9484,1.311,1.5531,0.66,1.156,1.4774,0.4235,1.0687,2.319,0.3214,0.8656,0.2158,2.957,2.8263,0.4914,0.194,0.113,0.0618,0.1432,1.241
0.42,1.9233,2.3665,2.5205,1.2129,2.3993,0.2949,0.0599,0.2867,1.1864,3.4713,0.1617,1.169,1.7166,1.5306,2.2612,0.871,1.101,2.5827,1.2608,1.157,1.1458,3.0275,1.7942,2.3895,0.9159,1.7678,2.1735,0.571,1.691,3.7687,0.5538,1.9504,0.5091,5.198,4.4102,0.9452,0.4564,0.2691,0.1486,0.234,2.6653
0.5,2.5369,3.3503,3.7218,1.6718,3.1018,0.5143,0.1071,0.428,2.0285,4.5589,0.3187,1.7513,2.2385,1.8106,2.5809,1.2338,1.3927,3.2401,2.3226,1.7617,1.5735,4.0133,2.1768,3.1549,1.1279,2.3473,2.7929,0.6878,2.289,5.1409,0.8059,3.2697,0.986,7.4203,5.8338,1.4597,0.8805,0.5273,0.2946,0.3312,4.176
0.58,3.0616,4.268,4.8879,2.0975,3.678,0.7517,0.1613,0.5672,2.8692,5.4608,0.5527,2.3421,2.6784,2.0065,2.7795,1.5862,1.6324,3.7492,3.465,2.3236,1.9691,4.8475,2.4608,3.8053,1.2928,2.8604,3.308,0.7748,2.8235,6.3383,1.0615,4.6799,1.6735,9.433,7.0149,1.9978,1.4482,0.908,0.5149,0.4292,5.525
0.67,3.4892,5.0801,5.9584,2.4739,4.1286,0.9912,0.2198,0.697,3.6418,6.1718,0.8746,2.9112,3.0321,2.1385,2.8988,1.9126,1.821,4.1256,4.5468,2.8108,2.3182,5.5187,2.6631,4.3315,1.4158,3.2945,3.7173,0.8371,3.2784,7.3288,1.309,6.0928,2.502,11.1519,7.9452,2.5319,2.0498,1.4216,0.8224,0.5239,6.6348
0.75,3.8261,5.7724,6.9031,2.7954,4.4696,1.2217,0.2804,0.8132,4.314,6.7136,1.2563,3.4397,3.3074,2.2253,2.969,2.2049,1.9651,4.3957,5.5096,3.2139,2.6157,6.0404,2.8034,4.7429,1.5052,3.6499,4.0325,0.8806,3.6525,8.1186,1.5409,7.4469,3.3419,12.5618,8.6526,3.0429,2.6439,1.9998,1.2271,0.6128,7.5008
0.83,4.0853,6.3466,7.7129,3.0632,4.7219,1.4359,0.3414,0.9143,4.8767,7.1168,1.6553,3.9171,3.5168,2.2815,3.0099,2.4599,2.0729,4.5857,6.3306,3.5366,2.863,6.4363,2.8991,5.0572,1.5689,3.9341,4.27,0.9104,3.9526,8.7323,1.7527,8.7031,4.1497,13.6853,9.1778,3.5182,3.2051,2.5875,1.7358,0.6943,8.153
0.92,4.2815,6.8133,8.392,3.282,4.9058,1.6298,0.4014,1.0004,5.335,7.4119,2.0567,4.3391,3.6736,2.3176,3.0336,2.678,2.1524,4.7175,7.0094,3.789,3.0648,6.7315,2.9636,5.2931,1.6137,4.1574,4.4463,0.9307,4.1888,9.2003,1.9423,9.84,4.8983,14.5623,9.5612,3.9509,3.7181,3.1624,2.3425,0.7676,8.6325
1,4.4282,7.1869,8.9522,3.4582,5.0384,1.802,0.4593,1.0724,5.7008,7.6255,2.4493,4.706,3.7895,2.3407,3.0472,2.8618,2.2105,4.8081,7.5582,3.9831,3.227,6.9491,3.0068,5.4681,1.645,4.3306,4.5756,0.9444,4.3724,9.5524,2.1094,10.8491,5.573,15.2366,9.8379,4.338,4.1758,3.7086,2.9799,0.8326,8.9792
1.08,4.4998,7.4467,9.3731,3.5767,5.0858,1.9481,0.5135,1.1278,5.9728,7.7188,2.8215,5.0032,3.8393,2.2924,2.972,2.9996,2.2181,4.8135,7.9767,4.1162,3.3349,7.0558,2.9748,5.5532,1.6314,4.4252,4.6176,0.9243,4.4831,9.757,2.2452,11.7039,6.1593,15.6791,9.9647,4.6658,4.5686,4.2109,3.6142,0.8844,9.1958
1.17,4.1206,7.219,9.2809,3.4071,4.574,2.0215,0.5523,1.1237,5.9979,7.0907,3.1281,5.0388,3.466,1.8621,2.3406,2.9274,1.9206,4.1985,8.0894,4.0464,3.1662,6.5249,2.4772,5.1063,1.3754,4.0481,4.086,0.7634,4.2062,9.2281,2.2435,12.1003,6.553,15.1776,9.2306,4.7772,4.8117,4.6009,4.1879,0.8663,8.9832
1.25,3.6038,6.5616,8.6967,3.067,3.9553,2.0197,0.5731,1.0616,5.7945,6.1268,3.3566,4.8094,3.027,1.5866,1.9544,2.6928,1.6845,3.5911,7.9174,3.794,2.8466,5.6752,2.126,4.4473,1.1944,3.5993,3.5726,0.6598,3.7295,8.1451,2.1166,12.022,6.7473,13.829,7.9806,4.6618,4.9008,4.8653,4.6774,0.8147,8.4037
1.33,3.2344,5.9496,7.9329,2.8016,3.526,1.9551,0.577,0.974,5.423,5.4446,3.509,4.4834,2.7154,1.4106,1.7265,2.4938,1.5173,3.1844,7.5315,3.4161,2.6004,5.0618,1.8937,3.98,1.0705,3.2673,3.2092,0.5906,3.3728,7.2673,1.993,11.5485,6.7694,12.3162,7.0704,4.405,4.8591,5.0125,5.0766,0.7719,7.5849
1.42,2.9646,5.4828,7.3365,2.5968,3.2206,1.8436,0.5664,0.904,4.939,4.9596,3.5903,4.2179,2.4891,1.2943,1.5862,2.3348,1.3962,2.904,6.9902,3.0761,2.4107,4.62,1.7355,3.6412,0.9836,3.0173,2.946,0.543,3.1052,6.6279,1.8906,10.8626,6.6476,11.2053,6.4263,4.1806,4.7097,5.0549,5.3843,0.736,6.699
1.5,2.7642,5.1218,6.8673,2.4369,2.999,1.7403,0.5541,0.8483,4.5184,4.6079,3.6068,4,2.3219,1.2156,1.4974,2.2067,1.3071,2.7063,6.3836,2.8248,2.2626,4.2958,1.6253,3.391,0.9213,2.8263,2.7522,0.5096,2.9013,6.1539,1.8052,10.2822,6.4086,10.3748,5.961,3.9926,4.4741,5.0057,5.6032,0.7058,6.057
1.58,2.6133,4.8396,6.4945,2.3108,2.8357,1.655,0.5432,0.8036,4.1985,4.3488,3.5659,3.82,2.1967,1.1615,1.44,2.1026,1.2406,2.5647,5.9052,2.6361,2.1458,4.0543,1.5473,3.2036,0.876,2.6789,2.6074,0.4858,2.7443,5.7973,1.7336,9.8007,6.0763,9.745,5.6195,3.8341,4.2128,4.8784,5.7383,0.6803,5.5979
1.67,2.4984,4.6169,6.1958,2.2105,2.7141,1.5841,0.5334,0.7675,3.9519,4.1557,3.4751,3.6705,2.1018,1.1238,1.4025,2.0175,1.1904,2.4619,5.5365,2.4925,2.053,3.8723,1.4914,3.0616,0.8427,2.5639,2.4981,0.4687,2.6221,5.526,1.6733,9.399,5.7457,9.262,5.3656,3.6999,3.9984,4.6904,5.7962,0.6586,5.2637
1.75,2.4102,4.4398,5.9547,2.1301,2.6225,1.5248,0.5247,0.7381,3.76,4.0103,3.3754,3.5456,2.0294,1.0972,1.3778,1.9476,1.1523,2.3866,5.2494,2.3821,1.9788,3.7339,1.451,2.9532,0.8181,2.4736,2.4148,0.4562,2.5262,5.3177,1.6223,9.0622,5.4735,8.8881,5.1751,3.5859,3.8213,4.5129,5.7842,0.6401,5.0172
