Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0036,0.0024,0.002,0.0017,0.005,0.0002,0,0.0002,0.0007,0.0056,0.0001,0.0009,0.0037,0.0099,0.0154,0.001,0.0047,0.007,0.0007,0.0008,0.0017,0.0047,0.0093,0.0041,0.0049,0.0039,0.0063,0.0038,0.0026,0.0045,0.0006,0.0011,0.0003,0.0045,0.0063,0.0007,0.0002,0.0001,0.0001,0.0004,0.0017
0.25,0.0313,0.0249,0.0208,0.0166,0.0421,0.0017,0.0003,0.0023,0.0071,0.0536,0.0009,0.0097,0.03,0.0425,0.0705,0.0106,0.0238,0.0517,0.0074,0.008,0.0161,0.0453,0.0446,0.0378,0.0221,0.0301,0.042,0.0153,0.0245,0.046,0.0059,0.0115,0.0028,0.0468,0.0631,0.0069,0.0026,0.0015,0.0008,0.0033,0.0176
0.33,0.0796,0.0812,0.077,0.0453,0.1042,0.0065,0.0013,0.0085,0.0274,0.1434,0.0034,0.0352,0.0733,0.0867,0.1433,0.0306,0.0516,0.1215,0.0286,0.0308,0.0433,0.1224,0.094,0.0982,0.0462,0.0728,0.097,0.0308,0.0657,0.1406,0.0183,0.0445,0.011,0.1696,0.1777,0.0263,0.0099,0.0057,0.0031,0.0084,0.0672
0.42,0.1398,0.1579,0.1616,0.0826,0.1804,0.0169,0.0033,0.0182,0.0704,0.2562,0.0089,0.0732,0.1268,0.1356,0.2202,0.0572,0.0846,0.2046,0.0738,0.074,0.0783,0.22,0.1504,0.174,0.0741,0.1261,0.1636,0.0483,0.1184,0.2645,0.0352,0.1139,0.0286,0.3486,0.3232,0.0577,0.0257,0.0149,0.0081,0.0151,0.1699
0.5,0.207,0.2482,0.2642,0.1256,0.264,0.0329,0.0065,0.03,0.1375,0.3812,0.0186,0.1198,0.1858,0.1847,0.2932,0.0886,0.1203,0.2931,0.1514,0.1281,0.1187,0.329,0.2086,0.2585,0.1034,0.186,0.2364,0.0663,0.1784,0.4062,0.0555,0.2116,0.0596,0.5602,0.4854,0.097,0.0536,0.0312,0.017,0.0231,0.3099
0.58,0.2772,0.3469,0.3789,0.1722,0.3496,0.0521,0.0105,0.0432,0.2165,0.5104,0.034,0.1727,0.247,0.2309,0.3579,0.1232,0.1566,0.3813,0.2523,0.1884,0.1623,0.4427,0.2651,0.3466,0.1325,0.2492,0.3112,0.0837,0.2423,0.5566,0.0783,0.3275,0.1078,0.7902,0.6535,0.1423,0.0957,0.0567,0.0311,0.0319,0.4656
0.67,0.3474,0.4499,0.501,0.2207,0.4335,0.0737,0.015,0.0575,0.3024,0.6379,0.0563,0.23,0.3078,0.2726,0.4126,0.1599,0.1921,0.4653,0.3645,0.2517,0.2076,0.556,0.3177,0.4345,0.1601,0.3135,0.3849,0.0999,0.3077,0.7088,0.1029,0.4568,0.174,1.0277,0.8195,0.1921,0.1466,0.0936,0.0517,0.0414,0.6263
0.75,0.4154,0.5539,0.6266,0.2694,0.5132,0.0971,0.0201,0.0722,0.3915,0.7594,0.0855,0.2901,0.3662,0.309,0.4573,0.1977,0.2258,0.5427,0.4828,0.3153,0.2531,0.6651,0.3651,0.5194,0.1857,0.3768,0.4552,0.1146,0.3723,0.8576,0.1288,0.5957,0.2498,1.2639,0.9778,0.2451,0.2029,0.1402,0.08,0.0513,0.7843
0.83,0.4796,0.6562,0.7523,0.3174,0.5868,0.1215,0.0255,0.087,0.4807,0.8724,0.1186,0.3518,0.4211,0.34,0.4931,0.2358,0.257,0.6123,0.6028,0.3772,0.2978,0.7676,0.4068,0.5993,0.2087,0.4377,0.5208,0.1275,0.4347,0.9993,0.1553,0.7406,0.3317,1.4924,1.1249,0.3002,0.2629,0.1922,0.1172,0.0615,0.9342
0.92,0.5391,0.7551,0.8759,0.3637,0.6537,0.1465,0.0313,0.1017,0.5678,0.9753,0.1547,0.4138,0.4716,0.366,0.5212,0.2733,0.2855,0.6735,0.7213,0.4362,0.341,0.8619,0.4428,0.673,0.2292,0.4953,0.5809,0.1387,0.4939,1.1316,0.1821,0.8888,0.4175,1.7089,1.2587,0.3565,0.3251,0.2481,0.1643,0.0718,1.0728
1,0.5934,0.849,0.9953,0.4078,0.7134,0.1717,0.0373,0.116,0.6511,1.0675,0.1931,0.4752,0.5173,0.3875,0.5429,0.3099,0.3111,0.7266,0.8357,0.4914,0.382,0.9473,0.4735,0.7401,0.247,0.5489,0.6351,0.1482,0.5491,1.253,0.2088,1.0376,0.5053,1.9105,1.3785,0.4129,0.3882,0.3068,0.2184,0.082,1.1982
1.08,0.6363,0.9314,1.1037,0.4458,0.758,0.1961,0.0434,0.1292,0.7271,1.139,0.2327,0.5328,0.5524,0.3937,0.5443,0.3429,0.328,0.7624,0.9415,0.5398,0.4172,1.015,0.4886,0.793,0.2563,0.592,0.6746,0.1512,0.5951,1.3535,0.2337,1.1812,0.5923,2.0843,1.4724,0.4671,0.4501,0.3666,0.2761,0.0914,1.3047
1.17,0.5987,0.9362,1.1363,0.4377,0.6988,0.2121,0.0479,0.1338,0.7668,1.077,0.2675,0.5554,0.5111,0.3203,0.4256,0.3448,0.2882,0.678,1.0053,0.5548,0.4079,0.9671,0.4104,0.7502,0.2182,0.5546,0.6091,0.1254,0.5754,1.3248,0.24,1.2707,0.6613,2.0989,1.4064,0.4943,0.4968,0.4177,0.3308,0.0911,1.3331
