Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0.0002,0.0001,0,0.0001,0.0001,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0066,0.003,0.003,0.0007,0.0082,0,0.0002,0.0006,0.0038,0.006,0.0002,0.0016,0.0044,0.0267,0.0159,0.0046,0.0183,0.0138,0,0,0.0031,0.0042,0.0218,0.0057,0.0178,0.0105,0.0142,0.0099,0,0,0.0014,0.0014,0.0002,0.002,0.005,0,0,0,0,0.0022,0.0013
0.25,0.058,0.0312,0.0326,0.0078,0.0696,0,0.0023,0.006,0.0043,0.0567,0.0024,0.0174,0.0366,0.1412,0.0887,0.046,0.1114,0.105,0,0.0011,0.0297,0.0403,0.1264,0.0523,0.0987,0.0844,0.1034,0.051,0.0111,0.0057,0.015,0.0152,0.0028,0.0039,0.0498,0,0,0.0005,0,0.0193,0.0144
0.33,0.1723,0.115,0.1313,0.0277,0.2006,0,0.0095,0.0241,0.0091,0.1773,0.0105,0.07,0.1039,0.3038,0.1978,0.1539,0.2639,0.2808,0,0.0273,0.0929,0.1287,0.289,0.16,0.2204,0.238,0.2729,0.1234,0.051,0.0393,0.0538,0.0651,0.0129,0.0141,0.1607,0,0,0.0023,0,0.058,0.062
0.42,0.3234,0.2495,0.3094,0.0626,0.3687,0.0094,0.026,0.0572,0.024,0.3411,0.0294,0.1646,0.1914,0.4814,0.3212,0.3106,0.4417,0.4938,0,0.0952,0.1816,0.5096,0.4741,0.3045,0.3584,0.4369,0.4832,0.2348,0.1137,0.1015,0.1152,0.1784,0.038,0.0405,0.3151,0,0,0.0065,0,0.1103,0.1671
0.5,0.5309,0.4376,0.5668,0.1223,0.5978,0.0415,0.0557,0.105,0.0573,0.5622,0.0676,0.3037,0.5196,0.7353,0.5067,0.5274,0.6966,0.7825,0.0538,0.1791,0.444,1.3494,0.7373,0.5021,0.5579,0.7163,0.8691,0.4047,0.2028,0.189,0.2035,0.3767,0.0926,0.1085,0.5393,0,0,0.015,0,0.1853,0.3402
0.58,0.819,0.7045,0.93,0.2194,0.9114,0.0956,0.1006,0.1722,0.1179,1.1025,0.1368,0.5044,1.138,1.0386,1.076,0.8379,1.0211,1.1663,0.172,0.2667,1.1219,2.7068,1.0641,0.7775,0.961,1.1034,2.168,0.6606,0.319,0.3203,0.3331,0.6714,0.1975,0.3012,1.3177,0,0,0.0306,0,0.294,0.577
0.67,1.2207,1.1287,1.5064,0.3564,1.3896,0.1753,0.1661,0.2699,0.2295,2.3734,0.2561,0.8013,2.1118,1.4962,2.3445,1.2811,1.5015,1.7012,0.5207,0.8211,2.408,4.8538,1.5472,1.16,1.8798,1.6531,4.1031,2.1739,0.3528,0.7207,0.5233,1.1033,0.3776,0.761,2.899,0,0,0.0575,0,0.4526,1.1665
0.75,2.0905,2.3465,3.2051,0.554,2.5954,0.6808,0.2573,0.397,0.4831,4.6201,0.6777,1.1966,3.3276,1.8692,3.5366,1.846,1.9557,2.2899,1.7316,2.774,4.2915,7.7633,2.4963,1.6267,2.586,2.5384,6.0184,4.8447,0.4363,1.698,0.7757,1.7023,0.6455,1.6126,5.647,0,0,0.0991,0,0.6507,3.1555
0.83,3.065,3.8913,5.5394,1.6284,3.6779,2.0342,0.3666,0.5345,0.9454,6.5882,1.7159,1.6346,4.2837,2.0869,4.2505,2.3524,2.2422,2.7165,3.48,5.8027,6.4836,10.4993,3.1051,2.0192,2.7462,3.6641,6.8952,7.9643,1.0517,3.0682,1.0323,2.4198,0.9985,2.8848,8.875,0,0,0.1546,0,0.8166,5.5102
0.92,3.9327,5.4059,7.8849,3.7865,4.6142,4.0548,0.486,0.6605,1.6557,8.0378,2.8627,2.0524,5.1078,2.2936,4.9171,2.8441,2.4889,3.0812,5.5693,9.3622,9.195,13.265,3.6339,2.3612,2.8681,4.6413,7.4075,10.7745,2.4136,4.6685,1.2697,4.1065,1.7188,4.4677,12.6776,1.2558,0,0.2235,0,1.0131,7.8677
1,4.7203,6.8435,9.9831,7.2133,5.4457,6.8555,0.6027,0.7741,2.5576,9.2191,4.0176,2.4519,5.8666,2.4438,5.4039,3.6016,2.6777,3.4129,7.83,13.1175,12.5037,16.4509,3.9754,2.687,2.8337,5.4679,7.6825,13.0346,4.4336,6.6344,1.4998,6.1938,3.3318,6.2399,16.5741,4.0483,0.1677,0.3789,0,1.258,9.8012
1.08,5.2528,8.0444,11.7039,12.0099,5.9773,10.5103,0.7054,0.8765,3.5095,9.9161,5.0844,2.8296,6.4345,2.5339,5.6803,4.1407,2.7873,3.8213,10.0407,16.8942,16.0066,19.8168,4.0951,3.1603,2.6833,5.9526,7.5782,14.2321,7.2722,8.8872,1.7088,8.3717,5.7198,8.1324,20.2757,8.6827,1.1867,0.5637,0,1.4042,11.2195
1.17,5.4479,8.7674,12.6887,17.2153,6.1247,15.0913,0.7917,0.9573,4.4058,10.0434,5.9437,3.1499,6.7562,2.5198,5.6247,4.3697,2.781,4.0918,12.0503,20.401,19.386,23.1031,3.901,3.5726,2.3345,6.0193,7.0339,14.2677,9.9461,11.7688,1.877,10.4213,8.71,10,23.5828,15.565,3.09,0.8205,0.925,1.4445,12.153
1.25,5.2668,8.9059,12.8194,21.2515,5.8591,19.8962,0.8539,1.062,5.1718,9.5525,6.4756,3.3895,6.792,2.4265,5.332,4.2595,2.6706,4.0917,13.7231,23.2606,22.2755,25.9709,3.5048,3.7697,1.9242,5.671,6.1294,13.3975,11.9438,14.4288,1.9883,12.0037,12.3052,10,26.2006,22.8868,6.8522,1.2347,2.639,1.3782,12.4584
1.33,4.8921,8.5806,12.2331,23.8117,5.3994,24.0777,0.8873,1.1319,5.7505,8.7399,6.633,3.543,6.6707,2.2959,4.9575,3.9474,2.5076,3.9412,14.9013,25.3438,24.6288,28.4316,3.0738,3.8081,1.5676,5.1493,5.1882,12.0552,13.1874,16.5698,2.047,12.9569,15.409,10,28.0161,30.0686,11.8631,1.9457,5.039,1.2609,12.1858
1.42,4.4516,8.0227,11.2877,24.9753,4.8844,27.1413,0.8929,1.1084,6.1184,7.8323,6.5351,3.6666,6.4711,2.1492,4.5669,3.5668,2.3211,3.7189,15.5557,26.67,26.4172,30.5086,2.6727,3.7477,1.2817,4.5935,4.34,10.8103,13.7705,18.2122,2.0669,13.2787,17.6572,10,29.3661,36.7507,17.523,3.0487,8.0207,1.1291,11.4771
1.5,4.0097,7.3764,10.2332,25.0369,4.3803,28.9561,0.8761,1.0371,6.2816,6.9409,6.2546,3.7342,6.2469,1.9979,4.1888,3.1843,2.1277,3.4869,15.7401,27.366,27.6367,32.18,2.3211,3.6282,1.0576,4.0665,3.6196,9.5455,13.8707,19.3826,2.0585,13.1298,18.9723,10,30.3996,42.773,23.5171,4.6219,11.3709,1.0006,10.5457
1.58,3.5958,6.7208,9.1965,24.3324,3.9154,29.6448,0.8445,0.9797,6.2719,6.1155,5.8255,3.7246,6.0141,1.8483,3.8347,2.8292,1.9372,3.3524,15.5722,27.5449,28.3268,33.4115,2.0207,3.4756,0.8821,3.5922,3.0238,8.3731,13.6117,20.1241,2.0295,12.6852,19.4612,10,31.1744,48.0582,29.5672,6.6963,14.8799,0.8964,9.5534
1.67,3.2212,6.0962,8.2349,23.1515,3.499,29.4323,0.8038,0.9504,6.1302,5.3749,5.3106,3.6604,5.7768,1.7041,3.5084,2.6026,1.755,3.2103,15.176,27.3149,28.5511,34.1858,1.7666,3.3067,0.7437,3.1759,2.5365,7.3364,13.1074,20.4874,1.9854,12.0709,19.3053,10,31.7109,52.5695,35.4668,9.2631,18.4011,0.8391,8.5887
1.75,2.8883,5.5204,7.3694,21.7132,3.1316,28.5655,0.758,0.9164,5.9011,4.7217,4.7663,3.5751,5.5369,1.567,3.2104,2.4342,1.5841,3.0653,14.649,26.7761,28.3861,34.5154,1.5522,3.132,0.6478,2.8149,2.1394,6.4391,12.4499,20.529,1.9306,11.3728,18.7248,10,32.0181,56.294,41.0532,12.2844,21.8264,0.7795,7.695
1.83,2.595,4.9995,6.6025,20.1694,2.8098,27.2668,0.71,0.8796,5.6242,4.1513,4.2517,3.5095,5.3021,1.4382,2.9391,2.2647,1.4259,2.9202,14.0458,26.0173,27.9127,34.4427,1.4546,2.9584,0.5964,2.5034,1.8153,5.6696,11.7133,20.3082,1.8683,10.6465,17.8882,10,32.1064,59.2392,46.2014,15.7008,25.0955,0.72,6.8847
1.92,2.3377,4.5329,5.9282,18.6189,2.5286,25.7157,0.6616,0.8411,5.318,3.6556,3.7895,3.4322,5.0795,1.318,2.6926,2.0982,1.2808,2.7771,13.3993,25.1112,27.2074,34.0303,1.3609,2.7897,0.5467,2.2348,1.5498,5.0118,10.9488,19.8946,1.801,9.9268,16.9135,10,31.9944,61.4334,50.8205,19.4292,28.1923,0.6622,6.1593
