Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0001,0.0001,0,0,0.0001,0,0,0,0,0.0001,0,0,0.0001,0.0003,0.0004,0,0.0001,0.0002,0,0,0,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0,0,0,0.0001,0.0001,0,0,0,0,0,0
0.17,0.0383,0.0258,0.0216,0.0185,0.0535,0.0017,0.0003,0.0024,0.0074,0.0602,0.0009,0.01,0.0393,0.0844,0.1351,0.0112,0.0431,0.0735,0.0077,0.0083,0.0182,0.0506,0.0837,0.0439,0.043,0.041,0.0645,0.0319,0.0277,0.0482,0.0062,0.0119,0.0029,0.0486,0.0675,0.0071,0.0026,0.0015,0.0008,0.004,0.0182
0.25,0.2191,0.1902,0.1614,0.1197,0.2902,0.0131,0.0026,0.0177,0.0551,0.3807,0.0068,0.075,0.2065,0.2672,0.435,0.0781,0.1564,0.3479,0.0576,0.0619,0.1156,0.3237,0.2863,0.2662,0.1424,0.2072,0.2829,0.0965,0.1752,0.3446,0.045,0.0894,0.0221,0.36,0.4568,0.0536,0.0199,0.0115,0.0062,0.0233,0.1353
0.33,0.4812,0.5169,0.5058,0.2819,0.6212,0.045,0.0089,0.0564,0.1871,0.8676,0.0238,0.2318,0.4394,0.4754,0.7551,0.1935,0.301,0.7072,0.1962,0.2082,0.2683,0.7452,0.529,0.595,0.2634,0.441,0.574,0.1718,0.4042,0.8751,0.1178,0.3072,0.0763,1.0953,1.0827,0.1768,0.0686,0.0398,0.0217,0.0529,0.4518
0.42,0.7754,0.9201,0.9644,0.4748,0.9819,0.1083,0.0217,0.1092,0.4435,1.4101,0.0583,0.442,0.6966,0.6712,1.0312,0.3355,0.4541,1.081,0.4681,0.4445,0.4492,1.2212,0.7685,0.9643,0.3862,0.7059,0.889,0.2454,0.6704,1.4987,0.2102,0.7207,0.1853,2.0302,1.7871,0.3537,0.1664,0.0973,0.0533,0.0893,1.0277
0.5,1.0701,1.3556,1.4789,0.6799,1.3324,0.1958,0.0399,0.169,0.7945,1.9444,0.1171,0.6837,0.9511,0.8373,1.2441,0.4916,0.6013,1.428,0.8971,0.7096,0.6409,1.6971,0.9818,1.3333,0.4994,0.9767,1.1962,0.3108,0.9462,2.1405,0.315,1.2498,0.3678,3.0319,2.4839,0.5627,0.3296,0.1947,0.1076,0.1299,1.7017
0.58,1.3488,1.7949,2.0137,0.8857,1.6539,0.2951,0.0615,0.2319,1.1718,2.4383,0.2067,0.9428,1.1893,0.9756,1.4062,0.6534,0.7374,1.7333,1.3952,0.978,0.8329,2.1435,1.1655,1.6807,0.6006,1.2397,1.4814,0.3682,1.2156,2.7568,0.427,1.8437,0.6398,4.0223,3.1282,0.7919,0.5592,0.342,0.191,0.1731,2.3676
0.67,1.6392,2.2516,2.5751,1.1048,1.9859,0.4043,0.0862,0.2985,1.5614,2.9365,0.3351,1.2234,1.4397,1.1261,1.5874,0.8284,0.8861,2.0497,1.9197,1.2465,1.0377,2.5973,1.3641,2.0383,0.7108,1.5232,1.7866,0.4306,1.4979,3.3785,0.5505,2.4941,0.9927,5.0188,3.7697,1.0435,0.8222,0.5508,0.3117,0.2221,3.0073
0.75,1.9183,2.7209,3.1557,1.3285,2.2951,0.5204,0.1138,0.3678,1.9494,3.4159,0.4972,1.523,1.6745,1.24,1.715,1.0129,1.0155,2.3283,2.4475,1.509,1.2461,3.0387,1.5234,2.3842,0.8015,1.7953,2.063,0.4795,1.7796,3.9969,0.6841,3.1866,1.3805,6.0107,4.3923,1.315,1.1054,0.8025,0.4767,0.274,3.6049
