Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0004,0.0003,0.0002,0.0002,0.0005,0,0,0,0.0001,0.0006,0,0.0001,0.0004,0.0015,0.0021,0.0001,0.0006,0.0008,0.0001,0.0001,0.0002,0.0005,0.0012,0.0004,0.0007,0.0004,0.0007,0.0008,0.0003,0.0005,0.0001,0.0001,0,0.0005,0.0007,0.0001,0,0,0,0,0.0002
0.17,0.0816,0.0551,0.0462,0.0394,0.1138,0.0037,0.0007,0.0051,0.0157,0.1281,0.0019,0.0214,0.0837,0.1685,0.2698,0.0239,0.0876,0.1546,0.0164,0.0178,0.0389,0.1077,0.1687,0.0936,0.0864,0.087,0.1344,0.0633,0.059,0.1028,0.0133,0.0254,0.0063,0.1037,0.1438,0.0153,0.0057,0.0033,0.0018,0.0086,0.039
0.25,0.4197,0.3739,0.3198,0.2319,0.5535,0.026,0.0051,0.0351,0.1093,0.7315,0.0137,0.1489,0.3941,0.4928,0.7931,0.1524,0.2945,0.6575,0.1143,0.1225,0.2236,0.6232,0.533,0.511,0.2658,0.3963,0.5364,0.1787,0.3382,0.6712,0.0884,0.1779,0.044,0.711,0.8817,0.1066,0.0397,0.0229,0.0124,0.0451,0.2671
0.33,0.8836,0.9681,0.9567,0.5245,1.1331,0.0867,0.0173,0.107,0.3584,1.5905,0.0461,0.4399,0.804,0.8356,1.3019,0.3626,0.545,1.2758,0.3765,0.3966,0.4988,1.3702,0.9413,1.0928,0.4717,0.8118,1.045,0.3046,0.7481,1.6226,0.2222,0.5922,0.1474,2.0551,1.9892,0.3376,0.1325,0.0771,0.0421,0.0993,0.858
0.42,1.3793,1.6732,1.771,0.8596,1.7309,0.2041,0.0412,0.2011,0.8272,2.4972,0.1111,0.8174,1.2342,1.1342,1.7008,0.6133,0.7966,1.8798,0.8768,0.8148,0.8125,2.1719,1.3175,1.7144,0.6684,1.2628,1.5675,0.4198,1.2046,2.6887,0.3877,1.3525,0.3512,3.6828,3.1698,0.6582,0.3151,0.1851,0.1019,0.1642,1.8808
0.5,1.851,2.4048,2.6525,1.2023,2.2793,0.3605,0.0744,0.3043,1.4385,3.3409,0.2204,1.2392,1.6378,1.3683,1.9806,0.88,1.0253,2.4046,1.6386,1.2628,1.1322,2.9312,1.6297,2.3037,0.8384,1.7033,2.0498,0.5153,1.6569,3.7323,0.5704,2.2952,0.6861,5.3478,4.2724,1.0277,0.6135,0.3654,0.2032,0.2347,3.0081
0.58,2.2794,3.1167,3.5393,1.535,2.7608,0.5337,0.1131,0.4095,2.0701,4.0856,0.3851,1.6801,2.0008,1.5604,2.1918,1.149,1.2305,2.8462,2.4862,1.6967,1.4421,3.6129,1.8909,2.8354,0.987,2.1167,2.4812,0.5987,2.0824,4.6914,0.7615,3.3275,1.1766,6.9251,5.2445,1.424,1.0219,0.6345,0.3576,0.3084,4.0631
0.67,2.7759,3.8904,4.4956,1.9146,3.3268,0.7251,0.1581,0.5236,2.7197,4.9156,0.622,2.1716,2.4328,1.8368,2.5379,1.4563,1.497,3.3917,3.3699,2.1352,1.7978,4.3722,2.2489,3.4405,1.1858,2.6153,3.0171,0.7123,2.5655,5.721,0.9818,4.468,1.8051,8.5653,6.3004,1.8695,1.486,1.0156,0.5822,0.3981,5.0758
0.75,3.2724,4.7308,5.5264,2.321,3.8732,0.9315,0.2093,0.647,3.3723,5.766,0.9195,2.7178,2.8486,2.0344,2.7685,1.7963,1.7226,3.8806,4.2598,2.5763,2.1763,5.1567,2.5246,4.0565,1.3424,3.1018,3.503,0.7962,3.0719,6.8163,1.2317,5.7044,2.4934,10.285,7.4029,2.3665,1.9864,1.4725,0.891,0.496,6.0421
